chr start end strand gene gene_start gene_end gene_strand breadth expression SI promoter
1287 scaffold_30 164957 164958 + No_gene NA NA NA 2 2729 1.1114228821258 scaffold_30_164957_164958_+
1288 scaffold_30 207031 207039 + No_gene NA NA NA 9 5273 0.433641666537944 scaffold_30_207031_207039_+
1289 scaffold_30 207076 207079 + No_gene NA NA NA 4 9616 -0.934288825744341 scaffold_30_207076_207079_+
1290 scaffold_30 274825 274843 + No_gene NA NA NA 19 2639 -0.750051899564308 scaffold_30_274825_274843_+
1291 scaffold_30 546376 546384 + No_gene NA NA NA 9 20520 0.933880983120936 scaffold_30_546376_546384_+
1292 scaffold_30 561635 561636 + No_gene NA NA NA 2 2008 0.149585425526217 scaffold_30_561635_561636_+
1293 scaffold_30 625307 625326 + No_gene NA NA NA 20 24068 -0.514238631921076 scaffold_30_625307_625326_+
1294 scaffold_30 760595 760600 + No_gene NA NA NA 6 706 -0.274195608933288 scaffold_30_760595_760600_+
1295 scaffold_30 795701 795720 + No_gene NA NA NA 20 3290 -1.87269429886932 scaffold_30_795701_795720_+
1296 scaffold_30 806815 806817 + No_gene NA NA NA 3 1247 -0.840322433106956 scaffold_30_806815_806817_+
1297 scaffold_30 893233 893242 + No_gene NA NA NA 10 2255 -1.12788442733709 scaffold_30_893233_893242_+
1298 scaffold_30 1025037 1025038 + No_gene NA NA NA 2 1213 1.0816271548066 scaffold_30_1025037_1025038_+
1299 scaffold_30 441543 441544 - No_gene NA NA NA 2 1858 1.36658099164982 scaffold_30_441543_441544_-
1300 scaffold_30 470600 470634 - No_gene NA NA NA 35 2230 -2.42206838202571 scaffold_30_470600_470634_-
1301 scaffold_30 725623 725625 - No_gene NA NA NA 3 672 -0.646202125840065 scaffold_30_725623_725625_-
1302 scaffold_30 888922 888934 - No_gene NA NA NA 13 5233 -0.212832119061843 scaffold_30_888922_888934_-
1303 scaffold_30 1004973 1004983 - No_gene NA NA NA 11 6313 0.269491949819969 scaffold_30_1004973_1004983_-
1304 scaffold_307 17349 17351 + No_gene NA NA NA 3 2385 0.00915141997452951 scaffold_307_17349_17351_+
1305 scaffold_307 242 243 - No_gene NA NA NA 2 895 -1.36218750248088 scaffold_307_242_243_-
1306 scaffold_307 47275 47324 - No_gene NA NA NA 50 10569 -2.30914355260972 scaffold_307_47275_47324_-
1307 scaffold_308 6930 6932 - No_gene NA NA NA 3 1112 -0.196648128563168 scaffold_308_6930_6932_-
1308 scaffold_3096 6960 6968 - No_gene NA NA NA 9 62042 0.281986202538203 scaffold_3096_6960_6968_-
1309 scaffold_31 231184 231188 + No_gene NA NA NA 5 1138 -1.17696301763142 scaffold_31_231184_231188_+
1310 scaffold_31 330712 330713 + No_gene NA NA NA 2 789 1.19247588451061 scaffold_31_330712_330713_+
1311 scaffold_31 604320 604349 + No_gene NA NA NA 30 4511 -1.69764821043969 scaffold_31_604320_604349_+
1312 scaffold_31 608867 608881 + No_gene NA NA NA 15 2705 -1.7583531608024 scaffold_31_608867_608881_+
1313 scaffold_31 987139 987140 + No_gene NA NA NA 2 617 -0.968312736096419 scaffold_31_987139_987140_+
1314 scaffold_31 164524 164527 - No_gene NA NA NA 4 6546 0.71098412958073 scaffold_31_164524_164527_-
1315 scaffold_31 394259 394260 - No_gene NA NA NA 2 877 0.483029497747326 scaffold_31_394259_394260_-
1316 scaffold_31 394602 394611 - No_gene NA NA NA 10 73031 -0.130238561627638 scaffold_31_394602_394611_-
1317 scaffold_31 618304 618308 - No_gene NA NA NA 5 3105 0.348972021841304 scaffold_31_618304_618308_-
1318 scaffold_31 657876 657881 - No_gene NA NA NA 6 5597 0.473308054685277 scaffold_31_657876_657881_-
1319 scaffold_31 670640 670643 - No_gene NA NA NA 4 1444 -0.197319887484539 scaffold_31_670640_670643_-
1320 scaffold_31 832466 832485 - No_gene NA NA NA 20 3080 -0.81272699137967 scaffold_31_832466_832485_-
1321 scaffold_31 961457 961458 - No_gene NA NA NA 2 867 0.930811027143016 scaffold_31_961457_961458_-
1322 scaffold_31 1016068 1016069 - No_gene NA NA NA 2 390 0.0744914991016088 scaffold_31_1016068_1016069_-
1323 scaffold_315 29780 29793 + No_gene NA NA NA 14 2153 -2.00958226441204 scaffold_315_29780_29793_+
1324 scaffold_315 29829 29830 + No_gene NA NA NA 2 1217 -1.95870158145882 scaffold_315_29829_29830_+
1325 scaffold_32 88385 88386 + No_gene NA NA NA 2 2223 0.61415947964106 scaffold_32_88385_88386_+
1326 scaffold_32 109349 109354 + No_gene NA NA NA 6 1661 -0.185861170381364 scaffold_32_109349_109354_+
1327 scaffold_32 311094 311100 + No_gene NA NA NA 7 1690 -0.632165051971096 scaffold_32_311094_311100_+
1328 scaffold_32 327480 327482 + No_gene NA NA NA 3 1690 0.326664265056517 scaffold_32_327480_327482_+
1329 scaffold_32 382673 382693 + No_gene NA NA NA 21 6354 -1.46155661193886 scaffold_32_382673_382693_+
1330 scaffold_32 670434 670441 + No_gene NA NA NA 8 32331 0.262210638780931 scaffold_32_670434_670441_+
1331 scaffold_32 670665 670699 + No_gene NA NA NA 35 1666 -1.46540356626439 scaffold_32_670665_670699_+
1332 scaffold_32 959540 959547 + No_gene NA NA NA 8 8444 0.602034163649103 scaffold_32_959540_959547_+
1333 scaffold_32 1002733 1002738 + No_gene NA NA NA 6 3842 0.5555981959695 scaffold_32_1002733_1002738_+
1334 scaffold_32 1002942 1002981 + No_gene NA NA NA 40 3849 -2.24346328463943 scaffold_32_1002942_1002981_+
1335 scaffold_32 1033837 1033892 + No_gene NA NA NA 56 27664 -2.66911321977746 scaffold_32_1033837_1033892_+
1336 scaffold_32 28490 28511 - No_gene NA NA NA 22 2816 -2.3457861507126 scaffold_32_28490_28511_-
1337 scaffold_32 57132 57210 - No_gene NA NA NA 79 20746 -3.01409352264864 scaffold_32_57132_57210_-
1338 scaffold_32 57881 57885 - No_gene NA NA NA 5 2275 -1.61403716278546 scaffold_32_57881_57885_-
1339 scaffold_32 57911 57914 - No_gene NA NA NA 4 1067 -1.26089200152551 scaffold_32_57911_57914_-
1340 scaffold_32 58188 58189 - No_gene NA NA NA 2 358 0.748431283711932 scaffold_32_58188_58189_-
1341 scaffold_32 145548 145549 - No_gene NA NA NA 2 571 0.473714947423237 scaffold_32_145548_145549_-
1342 scaffold_32 184314 184315 - No_gene NA NA NA 2 1037 0.404961950921517 scaffold_32_184314_184315_-
1343 scaffold_32 184400 184401 - No_gene NA NA NA 2 415 -0.732849689320139 scaffold_32_184400_184401_-
1344 scaffold_32 202941 202952 - No_gene NA NA NA 12 1249 -0.65844556524491 scaffold_32_202941_202952_-
1345 scaffold_32 211639 211643 - No_gene NA NA NA 5 1215 -0.15423049024934 scaffold_32_211639_211643_-
1346 scaffold_32 241383 241395 - No_gene NA NA NA 13 1922 -0.414932328288577 scaffold_32_241383_241395_-
1347 scaffold_32 252936 252937 - No_gene NA NA NA 2 533 -0.116715334316715 scaffold_32_252936_252937_-
1348 scaffold_32 264779 264780 - No_gene NA NA NA 2 417 -0.317789609297617 scaffold_32_264779_264780_-
1349 scaffold_32 726222 726223 - No_gene NA NA NA 2 655 0.623066549402123 scaffold_32_726222_726223_-
1350 scaffold_32 728439 728442 - No_gene NA NA NA 4 560 -0.0389349094996732 scaffold_32_728439_728442_-
1351 scaffold_32 735811 735812 - No_gene NA NA NA 2 312 0.98652131344842 scaffold_32_735811_735812_-
1352 scaffold_32 751344 751352 - No_gene NA NA NA 9 487 -0.484518020100109 scaffold_32_751344_751352_-
1353 scaffold_32 751581 751602 - No_gene NA NA NA 22 1629 -2.0941465553348 scaffold_32_751581_751602_-
1354 scaffold_32 756524 756525 - No_gene NA NA NA 2 511 1.31732174404342 scaffold_32_756524_756525_-
1355 scaffold_32 782155 782156 - No_gene NA NA NA 2 670 1.1372274635373 scaffold_32_782155_782156_-
1356 scaffold_32 832619 832620 - No_gene NA NA NA 2 905 0.784635412891624 scaffold_32_832619_832620_-
1357 scaffold_32 1050255 1050256 - No_gene NA NA NA 2 400 0.900896003868491 scaffold_32_1050255_1050256_-
1358 scaffold_33 61312 61313 + No_gene NA NA NA 2 774 0.493555163182627 scaffold_33_61312_61313_+
1359 scaffold_33 63089 63090 + No_gene NA NA NA 2 2595 0.512518426396579 scaffold_33_63089_63090_+
1360 scaffold_33 104118 104120 + No_gene NA NA NA 3 4220 0.93059524319893 scaffold_33_104118_104120_+
1361 scaffold_33 104172 104173 + No_gene NA NA NA 2 1086 -1.81280281388752 scaffold_33_104172_104173_+
1362 scaffold_33 491291 491294 + No_gene NA NA NA 4 922 0.270451656255763 scaffold_33_491291_491294_+
1363 scaffold_33 998017 998037 + No_gene NA NA NA 21 4416 -1.67119325808955 scaffold_33_998017_998037_+
1364 scaffold_33 1026972 1026973 + No_gene NA NA NA 2 600 1.06723296673501 scaffold_33_1026972_1026973_+
1365 scaffold_33 1060366 1060367 + No_gene NA NA NA 2 603 0.93967733623543 scaffold_33_1060366_1060367_+
1366 scaffold_33 1071737 1071738 + No_gene NA NA NA 2 518 0.39592022016557 scaffold_33_1071737_1071738_+
1367 scaffold_33 316140 316168 - No_gene NA NA NA 29 4385 -2.14267748416102 scaffold_33_316140_316168_-
1368 scaffold_33 764768 764769 - No_gene NA NA NA 2 1542 0.692948621238189 scaffold_33_764768_764769_-
1369 scaffold_33 836891 836895 - No_gene NA NA NA 5 832 -1.39394442049404 scaffold_33_836891_836895_-
1370 scaffold_33 929941 929974 - No_gene NA NA NA 34 3545 -1.83580898503861 scaffold_33_929941_929974_-
1371 scaffold_34 141967 141968 + No_gene NA NA NA 2 863 0.939720154767709 scaffold_34_141967_141968_+
1372 scaffold_34 308168 308169 + No_gene NA NA NA 2 774 1.1295623511813 scaffold_34_308168_308169_+
1373 scaffold_34 597540 597555 + No_gene NA NA NA 16 782 -1.24362393381751 scaffold_34_597540_597555_+
1374 scaffold_34 1018142 1018144 + No_gene NA NA NA 3 607 -0.0139053203239108 scaffold_34_1018142_1018144_+
1375 scaffold_34 1018301 1018306 + No_gene NA NA NA 6 625 -0.772322522058432 scaffold_34_1018301_1018306_+
1376 scaffold_34 109414 109418 - No_gene NA NA NA 5 710 -0.823309602728742 scaffold_34_109414_109418_-
1377 scaffold_34 118737 118738 - No_gene NA NA NA 2 703 -0.471045680186293 scaffold_34_118737_118738_-
1378 scaffold_34 119020 119022 - No_gene NA NA NA 3 966 0.92145269845841 scaffold_34_119020_119022_-
1379 scaffold_34 119136 119144 - No_gene NA NA NA 9 6302 0.0785641084918816 scaffold_34_119136_119144_-
1380 scaffold_34 283641 283646 - No_gene NA NA NA 6 1769 -1.10950826045398 scaffold_34_283641_283646_-
1381 scaffold_34 309427 309428 - No_gene NA NA NA 2 596 -1.28012755146841 scaffold_34_309427_309428_-
1382 scaffold_35 371817 371818 + No_gene NA NA NA 2 2646 1.06557014400465 scaffold_35_371817_371818_+
1383 scaffold_35 450503 450525 + No_gene NA NA NA 23 3040 -1.695679658911 scaffold_35_450503_450525_+
1384 scaffold_35 461037 461053 + No_gene NA NA NA 17 20851 -0.0376065610844898 scaffold_35_461037_461053_+
1385 scaffold_35 521215 521219 + No_gene NA NA NA 5 1967 -0.61062665201357 scaffold_35_521215_521219_+
1386 scaffold_35 750508 750519 + No_gene NA NA NA 12 17614 -0.748082007703395 scaffold_35_750508_750519_+
1387 scaffold_35 754335 754336 + No_gene NA NA NA 2 302 0.954859691829024 scaffold_35_754335_754336_+
1388 scaffold_35 754780 754781 + No_gene NA NA NA 2 238 0.899106196119183 scaffold_35_754780_754781_+
1389 scaffold_35 762542 762546 + No_gene NA NA NA 5 1905 -0.475699314935464 scaffold_35_762542_762546_+
1390 scaffold_35 1011024 1011025 + No_gene NA NA NA 2 1138 -1.62046922538064 scaffold_35_1011024_1011025_+
1391 scaffold_35 165091 165092 - No_gene NA NA NA 2 1518 0.950263509680065 scaffold_35_165091_165092_-
1392 scaffold_35 371654 371667 - No_gene NA NA NA 14 11365 -0.262304839778926 scaffold_35_371654_371667_-
1393 scaffold_35 435164 435165 - No_gene NA NA NA 2 475 0.20322952228599 scaffold_35_435164_435165_-
1394 scaffold_35 876693 876694 - No_gene NA NA NA 2 1221 1.17528910126353 scaffold_35_876693_876694_-
1395 scaffold_35 892186 892217 - No_gene NA NA NA 32 9177 -1.60739220997768 scaffold_35_892186_892217_-
1396 scaffold_35 899852 899856 - No_gene NA NA NA 5 1425 -0.794699654741715 scaffold_35_899852_899856_-
1397 scaffold_3535 162 169 - No_gene NA NA NA 8 3145 0.858989103026339 scaffold_3535_162_169_-
1398 scaffold_36 13458 13459 + No_gene NA NA NA 2 603 0.442728649916758 scaffold_36_13458_13459_+
1399 scaffold_36 491562 491567 + No_gene NA NA NA 6 563 0.133221870446932 scaffold_36_491562_491567_+
1400 scaffold_36 831123 831129 + No_gene NA NA NA 7 2166 -2.50439409223199 scaffold_36_831123_831129_+
1401 scaffold_36 880430 880431 + No_gene NA NA NA 2 396 1.18515246331674 scaffold_36_880430_880431_+
1402 scaffold_36 969063 969107 + No_gene NA NA NA 45 4499 -2.42626302348148 scaffold_36_969063_969107_+
1403 scaffold_36 1084277 1084282 + No_gene NA NA NA 6 1812 0.110590238851205 scaffold_36_1084277_1084282_+
1404 scaffold_36 1167990 1167998 + No_gene NA NA NA 9 2177 -0.778543413299166 scaffold_36_1167990_1167998_+
1405 scaffold_36 51880 51885 - No_gene NA NA NA 6 1066 -0.110562851646395 scaffold_36_51880_51885_-
1406 scaffold_36 455882 455906 - No_gene NA NA NA 25 2356 -1.60495881584247 scaffold_36_455882_455906_-
1407 scaffold_36 487851 487870 - No_gene NA NA NA 20 474 -0.597339683979773 scaffold_36_487851_487870_-
1408 scaffold_36 488094 488107 - No_gene NA NA NA 14 4764 0.109612127725871 scaffold_36_488094_488107_-
1409 scaffold_36 493223 493242 - No_gene NA NA NA 20 2384 -1.79985536723918 scaffold_36_493223_493242_-
1410 scaffold_36 521156 521157 - No_gene NA NA NA 2 265 0.230904497072803 scaffold_36_521156_521157_-
1411 scaffold_36 1012626 1012630 - No_gene NA NA NA 5 3864 0.0234433419784799 scaffold_36_1012626_1012630_-
1412 scaffold_36 1132093 1132094 - No_gene NA NA NA 2 1173 -0.235433499654843 scaffold_36_1132093_1132094_-
1413 scaffold_3677 3857 3858 - No_gene NA NA NA 2 2388 0.547247316532328 scaffold_3677_3857_3858_-
1414 scaffold_3696 6346 6351 + No_gene NA NA NA 6 1179 -0.820373956314609 scaffold_3696_6346_6351_+
1415 scaffold_37 212431 212443 + No_gene NA NA NA 13 1380 0.0053477394688799 scaffold_37_212431_212443_+
1416 scaffold_37 212796 212797 + No_gene NA NA NA 2 1479 0.619650090639234 scaffold_37_212796_212797_+
1417 scaffold_37 718561 718562 + No_gene NA NA NA 2 1357 1.12881804435392 scaffold_37_718561_718562_+
1418 scaffold_37 925345 925346 + No_gene NA NA NA 2 445 0.61684845064746 scaffold_37_925345_925346_+
1419 scaffold_37 339440 339441 - No_gene NA NA NA 2 105 -0.5387831344473 scaffold_37_339440_339441_-
1420 scaffold_37 789923 789929 - No_gene NA NA NA 7 182599 0.0163272778259469 scaffold_37_789923_789929_-
1421 scaffold_37 872247 872249 - No_gene NA NA NA 3 800 -0.615618024243524 scaffold_37_872247_872249_-
1422 scaffold_37 872341 872342 - No_gene NA NA NA 2 1182 -1.37457833352472 scaffold_37_872341_872342_-
1423 scaffold_37 993477 993519 - No_gene NA NA NA 43 4720 -0.87674410318298 scaffold_37_993477_993519_-
1424 scaffold_37 993633 993648 - No_gene NA NA NA 16 145315 0.651064498450584 scaffold_37_993633_993648_-
1425 scaffold_37 1013812 1013813 - No_gene NA NA NA 2 1058 -0.069547470285829 scaffold_37_1013812_1013813_-
1426 scaffold_374 16881 16888 + No_gene NA NA NA 8 374 -0.281343976536652 scaffold_374_16881_16888_+
1427 scaffold_374 40397 40398 - No_gene NA NA NA 2 647 -1.23478959151642 scaffold_374_40397_40398_-
1428 scaffold_38 129351 129352 + No_gene NA NA NA 2 865 0.442701357436025 scaffold_38_129351_129352_+
1429 scaffold_38 286334 286348 + No_gene NA NA NA 15 11973 0.143325272013061 scaffold_38_286334_286348_+
1430 scaffold_38 455786 455805 + No_gene NA NA NA 20 2461 -2.33253863563858 scaffold_38_455786_455805_+
1431 scaffold_38 455829 455830 + No_gene NA NA NA 2 2539 -2.1079505735717 scaffold_38_455829_455830_+
1432 scaffold_38 591367 591368 + No_gene NA NA NA 2 1102 0.0355904055185468 scaffold_38_591367_591368_+
1433 scaffold_38 874993 874994 + No_gene NA NA NA 2 244 1.35024910332671 scaffold_38_874993_874994_+
1434 scaffold_38 926552 926560 + No_gene NA NA NA 9 2829 -0.290058179816304 scaffold_38_926552_926560_+
1435 scaffold_38 391468 391469 - No_gene NA NA NA 2 606 0.557793155179989 scaffold_38_391468_391469_-
1436 scaffold_38 425068 425070 - No_gene NA NA NA 3 1358 -0.20552776477912 scaffold_38_425068_425070_-
1437 scaffold_38 425185 425186 - No_gene NA NA NA 2 1104 0.799795629310191 scaffold_38_425185_425186_-
1438 scaffold_38 425253 425278 - No_gene NA NA NA 26 4126 -1.49368156713662 scaffold_38_425253_425278_-
1439 scaffold_38 426318 426427 - No_gene NA NA NA 110 50990 -2.10060590978981 scaffold_38_426318_426427_-
1440 scaffold_38 426477 426485 - No_gene NA NA NA 9 821 -1.34811116643806 scaffold_38_426477_426485_-
1441 scaffold_38 426731 426733 - No_gene NA NA NA 3 901 0.387220536624171 scaffold_38_426731_426733_-
1442 scaffold_38 426901 426907 - No_gene NA NA NA 7 657 -0.709241366659532 scaffold_38_426901_426907_-
1443 scaffold_38 427576 427608 - No_gene NA NA NA 33 5032 -2.33469798875773 scaffold_38_427576_427608_-
1444 scaffold_38 427635 427647 - No_gene NA NA NA 13 15800 0.00252416321502924 scaffold_38_427635_427647_-
1445 scaffold_38 427676 427679 - No_gene NA NA NA 4 15305 0.0761356857037865 scaffold_38_427676_427679_-
1446 scaffold_38 427707 427730 - No_gene NA NA NA 24 5252 -0.646062641179315 scaffold_38_427707_427730_-
1447 scaffold_38 890885 890888 - No_gene NA NA NA 4 2392 -0.0499161422789878 scaffold_38_890885_890888_-
1448 scaffold_39 104550 104551 + No_gene NA NA NA 2 365 -0.258727705709433 scaffold_39_104550_104551_+
1449 scaffold_39 159437 159441 + No_gene NA NA NA 5 3726 -0.160054911258027 scaffold_39_159437_159441_+
1450 scaffold_39 491991 491992 + No_gene NA NA NA 2 1350 -0.505297454625651 scaffold_39_491991_491992_+
1451 scaffold_39 492023 492024 + No_gene NA NA NA 2 2350 -1.38799523899395 scaffold_39_492023_492024_+
1452 scaffold_39 516708 516710 + No_gene NA NA NA 3 2495 0.736667919296317 scaffold_39_516708_516710_+
1453 scaffold_39 566960 566961 + No_gene NA NA NA 2 801 -0.288211510716299 scaffold_39_566960_566961_+
1454 scaffold_39 566997 566998 + No_gene NA NA NA 2 1427 -0.891338159420714 scaffold_39_566997_566998_+
1455 scaffold_39 602917 602948 + No_gene NA NA NA 32 6619 -1.89848507642014 scaffold_39_602917_602948_+
1456 scaffold_39 612019 612025 + No_gene NA NA NA 7 10136 0.675339873292793 scaffold_39_612019_612025_+
1457 scaffold_39 691004 691027 + No_gene NA NA NA 24 17464 -0.398683359437777 scaffold_39_691004_691027_+
1458 scaffold_39 982480 982481 + No_gene NA NA NA 2 607 0.374439142362871 scaffold_39_982480_982481_+
1459 scaffold_39 1001618 1001627 + No_gene NA NA NA 10 803 -0.344004711989213 scaffold_39_1001618_1001627_+
1460 scaffold_39 1002937 1002941 + No_gene NA NA NA 5 604 -0.314522177834321 scaffold_39_1002937_1002941_+
1461 scaffold_39 381530 381532 - No_gene NA NA NA 3 3484 0.360581528855733 scaffold_39_381530_381532_-
1462 scaffold_39 407778 407779 - No_gene NA NA NA 2 1191 0.895282988043503 scaffold_39_407778_407779_-
1463 scaffold_39 681533 681535 - No_gene NA NA NA 3 2337 0.109436394565029 scaffold_39_681533_681535_-
1464 scaffold_39 854937 854938 - No_gene NA NA NA 2 303 0.281654409923991 scaffold_39_854937_854938_-
1465 scaffold_39 863981 863989 - No_gene NA NA NA 9 2402 -0.355899866818486 scaffold_39_863981_863989_-
1466 scaffold_39 910996 910997 - No_gene NA NA NA 2 1884 -0.0318785530183026 scaffold_39_910996_910997_-
1467 scaffold_39 1013277 1013280 - No_gene NA NA NA 4 1268 -0.889927384250009 scaffold_39_1013277_1013280_-
1468 scaffold_39 1013367 1013394 - No_gene NA NA NA 28 14324 0.0126696850941757 scaffold_39_1013367_1013394_-
1469 scaffold_4 83004 83005 + No_gene NA NA NA 2 643 0.731223301389397 scaffold_4_83004_83005_+
1470 scaffold_4 110540 110541 + No_gene NA NA NA 2 2746 0.810935336283787 scaffold_4_110540_110541_+
1471 scaffold_4 144006 144047 + No_gene NA NA NA 42 3778 -1.89429876560878 scaffold_4_144006_144047_+
1472 scaffold_4 144069 144080 + No_gene NA NA NA 12 4008 -2.01260812461394 scaffold_4_144069_144080_+
1473 scaffold_4 262675 262680 + No_gene NA NA NA 6 2236 -0.425742816340763 scaffold_4_262675_262680_+
1474 scaffold_4 441836 441837 + No_gene NA NA NA 2 570 -0.17537107113252 scaffold_4_441836_441837_+
1475 scaffold_4 592687 592698 + No_gene NA NA NA 12 5884 -0.229509302796953 scaffold_4_592687_592698_+
1476 scaffold_4 592959 592960 + No_gene NA NA NA 2 329 1.44882431352078 scaffold_4_592959_592960_+
1477 scaffold_4 612972 612973 + No_gene NA NA NA 2 516 0.134558072630286 scaffold_4_612972_612973_+
1478 scaffold_4 691082 691091 + No_gene NA NA NA 10 6461 -0.300424446660063 scaffold_4_691082_691091_+
1479 scaffold_4 817904 817905 + No_gene NA NA NA 2 788 0.312256714546263 scaffold_4_817904_817905_+
1480 scaffold_4 875789 875803 + No_gene NA NA NA 15 2213 -0.486836704335767 scaffold_4_875789_875803_+
1481 scaffold_4 899899 899906 + No_gene NA NA NA 8 6760 0.436155169239149 scaffold_4_899899_899906_+
1482 scaffold_4 911085 911086 + No_gene NA NA NA 2 999 0.633952704289574 scaffold_4_911085_911086_+
1483 scaffold_4 968060 968064 + No_gene NA NA NA 5 377 0.500132541366964 scaffold_4_968060_968064_+
1484 scaffold_4 1116451 1116464 + No_gene NA NA NA 14 1305 -2.48818659132792 scaffold_4_1116451_1116464_+
1485 scaffold_4 1116857 1116860 + No_gene NA NA NA 4 834 -0.736582180116139 scaffold_4_1116857_1116860_+
1486 scaffold_4 1286286 1286291 + No_gene NA NA NA 6 1897 -0.510618304527289 scaffold_4_1286286_1286291_+
1487 scaffold_4 1299904 1299905 + No_gene NA NA NA 2 391 0.753190505688568 scaffold_4_1299904_1299905_+
1488 scaffold_4 1306557 1306558 + No_gene NA NA NA 2 377 0.460330051669088 scaffold_4_1306557_1306558_+
1489 scaffold_4 1318357 1318367 + No_gene NA NA NA 11 4097 -0.400542873206327 scaffold_4_1318357_1318367_+
1490 scaffold_4 1543849 1543852 + No_gene NA NA NA 4 2011 0.800209647409304 scaffold_4_1543849_1543852_+
1491 scaffold_4 1633951 1633987 + No_gene NA NA NA 37 4372 -2.51503215126882 scaffold_4_1633951_1633987_+
1492 scaffold_4 1788203 1788212 + No_gene NA NA NA 10 5419 0.116305756162133 scaffold_4_1788203_1788212_+
1493 scaffold_4 1788264 1788265 + No_gene NA NA NA 2 329 -0.283266814154701 scaffold_4_1788264_1788265_+
1494 scaffold_4 1888350 1888355 + No_gene NA NA NA 6 2781 -0.47710072356326 scaffold_4_1888350_1888355_+
1495 scaffold_4 1905412 1905419 + No_gene NA NA NA 8 1183 -2.17924647350578 scaffold_4_1905412_1905419_+
1496 scaffold_4 1906471 1906472 + No_gene NA NA NA 2 614 0.568508341985496 scaffold_4_1906471_1906472_+
1497 scaffold_4 1961686 1961690 + No_gene NA NA NA 5 1375 0.0981459618184963 scaffold_4_1961686_1961690_+
1498 scaffold_4 1973860 1973861 + No_gene NA NA NA 2 454 -0.285802139671784 scaffold_4_1973860_1973861_+
1499 scaffold_4 2015666 2015682 + No_gene NA NA NA 17 2542 -0.987581096362833 scaffold_4_2015666_2015682_+
1500 scaffold_4 2204742 2204743 + No_gene NA NA NA 2 943 0.584571453981963 scaffold_4_2204742_2204743_+
1501 scaffold_4 2235322 2235331 + No_gene NA NA NA 10 100060 -0.135509354402711 scaffold_4_2235322_2235331_+
1502 scaffold_4 2295976 2295979 + No_gene NA NA NA 4 1618 0.453968048129169 scaffold_4_2295976_2295979_+
1503 scaffold_4 2422141 2422145 + No_gene NA NA NA 5 638 -0.741973872769747 scaffold_4_2422141_2422145_+
1504 scaffold_4 2499295 2499296 + No_gene NA NA NA 2 871 0.206109666382388 scaffold_4_2499295_2499296_+
1505 scaffold_4 2503406 2503407 + No_gene NA NA NA 2 664 -0.649337306992781 scaffold_4_2503406_2503407_+
1506 scaffold_4 2510485 2510504 + No_gene NA NA NA 20 914 -2.07789232421453 scaffold_4_2510485_2510504_+
1507 scaffold_4 2624891 2624898 + No_gene NA NA NA 8 2692 -0.545202852668189 scaffold_4_2624891_2624898_+
1508 scaffold_4 2855704 2855711 + No_gene NA NA NA 8 18488 0.709796645312782 scaffold_4_2855704_2855711_+
1509 scaffold_4 2859576 2859582 + No_gene NA NA NA 7 4524 0.57534105379288 scaffold_4_2859576_2859582_+
1510 scaffold_4 2940144 2940145 + No_gene NA NA NA 2 715 0.775058825228544 scaffold_4_2940144_2940145_+
1511 scaffold_4 206911 206919 - No_gene NA NA NA 9 5872 -0.456278844464618 scaffold_4_206911_206919_-
1512 scaffold_4 411846 411847 - No_gene NA NA NA 2 518 1.00739428693382 scaffold_4_411846_411847_-
1513 scaffold_4 491748 491752 - No_gene NA NA NA 5 2105 -2.09370717256297 scaffold_4_491748_491752_-
1514 scaffold_4 491784 491790 - No_gene NA NA NA 7 1079 -0.701804836496066 scaffold_4_491784_491790_-
1515 scaffold_4 508682 508688 - No_gene NA NA NA 7 654 -0.337495913637792 scaffold_4_508682_508688_-
1516 scaffold_4 509128 509136 - No_gene NA NA NA 9 15012 -0.126988278986985 scaffold_4_509128_509136_-
1517 scaffold_4 775517 775520 - No_gene NA NA NA 4 876 -1.26756616982551 scaffold_4_775517_775520_-
1518 scaffold_4 791710 791713 - No_gene NA NA NA 4 13813 1.38787560913525 scaffold_4_791710_791713_-
1519 scaffold_4 869521 869526 - No_gene NA NA NA 6 4295 0.397488227139094 scaffold_4_869521_869526_-
1520 scaffold_4 1064324 1064325 - No_gene NA NA NA 2 985 0.151852203123645 scaffold_4_1064324_1064325_-
1521 scaffold_4 1228711 1228720 - No_gene NA NA NA 10 6044 0.661084804632359 scaffold_4_1228711_1228720_-
1522 scaffold_4 1532141 1532143 - No_gene NA NA NA 3 3451 0.525349789452411 scaffold_4_1532141_1532143_-
1523 scaffold_4 1665185 1665186 - No_gene NA NA NA 2 324 0.535627476762143 scaffold_4_1665185_1665186_-
1524 scaffold_4 1956558 1956559 - No_gene NA NA NA 2 103 0.856693022234977 scaffold_4_1956558_1956559_-
1525 scaffold_4 2048352 2048363 - No_gene NA NA NA 12 9300 -0.605747723863242 scaffold_4_2048352_2048363_-
1526 scaffold_4 2150048 2150049 - No_gene NA NA NA 2 269 0.241908779763001 scaffold_4_2150048_2150049_-
1527 scaffold_4 2286117 2286119 - No_gene NA NA NA 3 3692 0.655441270449009 scaffold_4_2286117_2286119_-
1528 scaffold_4 2336524 2336525 - No_gene NA NA NA 2 586 0.554421128465026 scaffold_4_2336524_2336525_-
1529 scaffold_4 2409976 2409979 - No_gene NA NA NA 4 1548 -1.31809980181245 scaffold_4_2409976_2409979_-
1530 scaffold_4 2726711 2726717 - No_gene NA NA NA 7 5486 0.319895606948298 scaffold_4_2726711_2726717_-
