Promoter_ID,mat_females_1,mat_females_2,mat_females_3,mat_males_1,mat_males_2,pE_females_1,pE_females_2,pE_females_3,logFC,AveExpr,t,P.Value,adj.P.Val,B,FDR,tw_dis,chr,start,end,strand,de
scaffold_13_1492956_1493071_-,592.754205,626.9330721,591.1713488,229.8645865,125.6133505,398.3942727,387.886007,291.0464933,-1.369390653,8.746726064,-6.078213525,0.000291812,0.003039499,0.227708103,0.003039499,0.035680848,scaffold_13,1492956,1493071,-,1
scaffold_80_418697_418705_+,9.996550022,9.561063147,12.0286872,29.26250171,20.64239999,12.72312553,7.588557664,5.773187403,1.431224984,3.883046962,6.076504092,0.000292366,0.003041942,0.360362176,0.003041942,0.026464534,scaffold_80,418697,418705,+,1
scaffold_24_607300_607305_+,4.374015186,4.370073236,4.834795805,13.9987896,12.2522798,5.821601009,3.973048975,7.683201075,1.375422863,3.047041099,6.071996101,0.000293831,0.003053855,0.657493353,0.003053855,0.024675366,scaffold_24,607300,607305,+,1
scaffold_1_157406_157461_+,31.05689192,27.4434738,28.73809164,11.87587679,9.934517602,15.45426081,17.51030506,14.30581166,-0.870564457,4.465569861,-6.063721707,0.000296541,0.003072564,0.398053643,0.003072564,0.019310903,scaffold_1,157406,157461,+,1
scaffold_11_959632_959663_+,24.43179169,23.88999553,24.46642735,7.258852606,4.305878,15.77324839,14.53498883,16.87869892,-1.635731263,4.145616411,-6.063959738,0.000296462,0.003072564,0.766848351,0.003072564,0.019973687,scaffold_11,959632,959663,+,1
scaffold_3_2935272_2935345_+,14.12115091,10.79493376,13.93176608,32.41412389,67.10064993,18.3147665,22.33580313,13.60734822,1.670825529,4.614344049,6.062573624,0.000296919,0.003072564,0.234139567,0.003072564,0.043152817,scaffold_3,2935272,2935345,+,1
scaffold_41_689850_689898_+,35.28318992,32.90591593,38.1985294,14.87411566,12.91458539,27.11421639,21.20064776,21.80541148,-0.948119842,4.861978306,-6.062937986,0.000296799,0.003072564,0.333155017,0.003072564,0.018723415,scaffold_41,689850,689898,+,1
scaffold_96_207101_207106_+,30.42864631,69.00361849,42.51423751,6.859207103,9.491311013,209.1624545,118.7048036,104.9199579,-3.1312193,5.753795707,-6.060446133,0.000297621,0.003076494,0.527015653,0.003076494,0.07072524,scaffold_96,207101,207106,+,1
scaffold_245_11155_11158_-,5.710138004,4.654769245,10.85910429,16.95394266,29.13536099,6.136053836,6.573645984,7.674818414,1.738779264,3.514229502,6.058238676,0.000298352,0.003077377,0.470742349,0.003077377,0.031316189,scaffold_245,11155,11158,-,1
scaffold_87_402509_402510_-,37.56049707,38.90955682,46.24268524,48.84864685,50.22013121,23.38981036,26.58466261,25.22342038,0.699678697,5.426805822,6.059029457,0.00029809,0.003077377,0.190168416,0.003077377,0.016951767,scaffold_87,402509,402510,-,1
scaffold_62_600695_600914_-,310.8872333,313.5335602,289.7244191,561.5492471,421.964641,274.0849376,300.0869055,257.1626897,0.820297627,8.620295363,6.052130287,0.000300384,0.003091413,0.20411574,0.003091413,0.016624239,scaffold_62,600695,600914,-,1
scaffold_72_385588_385589_-,1.39E-17,1.39E-17,1.39E-17,10.97150948,16.995692,1.39E-17,1.39E-17,1.39E-17,4.89491434,0.460538947,6.051229447,0.000300685,0.003091413,0.336237453,0.003091413,0.02958767,scaffold_72,385588,385589,-,1
scaffold_76_177241_177242_-,7.181516445,7.370216244,6.551346134,10.49631538,9.823703523,1.39E-17,1.39E-17,1.39E-17,2.541411657,1.813622389,6.052790144,0.000300163,0.003091413,0.697853633,0.003091413,0.025101113,scaffold_76,177241,177242,-,1
scaffold_29_698296_698317_-,18.15623431,14.33062152,8.679855226,41.22361203,43.92849894,18.54192359,16.67771162,8.997424782,1.683507357,4.471532852,6.046912952,0.000302131,0.003102942,0.224394415,0.003102942,0.027600002,scaffold_29,698296,698317,-,1
scaffold_1_1142710_1142715_+,9.379353242,10.64957038,12.7835075,17.21758938,24.3906834,9.418574659,10.28066859,10.22622908,1.021299791,3.933809805,6.043094701,0.000303417,0.003112799,0.312844496,0.003112799,0.023046591,scaffold_1,1142710,1142715,+,1
scaffold_19_1383920_1383927_-,28.58706581,33.03076679,34.78436673,11.36904506,11.14802826,21.07165568,22.32912231,15.65559814,-1.041764672,4.64303942,-6.04104498,0.00030411,0.003115561,0.354431349,0.003115561,0.020082199,scaffold_19,1383920,1383927,-,1
scaffold_3_2790633_2790639_-,7.819990406,10.77808129,10.1427044,18.36144401,19.42568493,8.780101558,9.349960292,12.11413931,0.997329125,3.836754685,6.040367361,0.000304339,0.003115561,0.330854768,0.003115561,0.022205366,scaffold_3,2790633,2790639,-,1
scaffold_25_190174_190180_-,161.9841815,124.54076,236.0653462,13.08515012,22.84446197,31.39569173,67.27074412,60.52985151,-2.304469519,6.19036001,-6.037311679,0.000305376,0.003122826,0.260181254,0.003122826,0.063976618,scaffold_25,190174,190180,-,1
scaffold_71_469358_469362_-,41.13536263,33.05746414,48.50286877,52.5977923,53.64180115,22.12782789,23.25218086,18.73144361,0.919646633,5.361644522,6.033798495,0.000306573,0.003131711,0.162504827,0.003131711,0.019768975,scaffold_71,469358,469362,-,1
scaffold_49_286729_286759_+,34.58203349,32.90457519,37.6304976,15.87226458,14.23895579,19.68714299,21.02456073,20.79299603,-0.738360846,4.817683202,-6.032219702,0.000307113,0.00313172,0.28626216,0.00313172,0.017935831,scaffold_49,286729,286759,+,1
scaffold_56_519053_519160_+,27.13513766,19.39571333,20.31270957,97.02487426,56.18620745,40.35992013,25.63493409,30.49816968,1.541775104,5.366733583,6.031875539,0.000307231,0.00313172,0.162871014,0.00313172,0.037072905,scaffold_56,519053,519160,+,1
scaffold_5_2486698_2486808_+,431.0414622,484.0180095,479.2500148,171.6783551,165.0100296,357.8227726,273.8195055,468.0912472,-1.198495528,8.605015398,-6.023203811,0.000310215,0.003158762,0.161180571,0.003158762,0.028620622,scaffold_5,2486698,2486808,+,1
scaffold_76_468994_469017_+,22.3315237,23.47878203,24.45918002,10.74493951,10.3754638,15.02841986,16.39374432,16.36278798,-0.766352421,4.348379632,-6.01993492,0.000311348,0.003163547,0.357414418,0.003163547,0.019280985,scaffold_76,468994,469017,+,1
scaffold_9_1253392_1253428_+,22.02559811,24.4338372,26.34685656,6.866422448,7.726015318,11.42884741,13.52612074,11.9262825,-1.116311759,4.103374254,-6.020445431,0.000311171,0.003163547,0.56264571,0.003163547,0.020415351,scaffold_9,1253392,1253428,+,1
scaffold_15_234041_234099_+,36.59832285,32.63031014,33.85977492,65.99096456,54.74761488,32.06496569,35.00435619,41.43791612,0.841180137,5.597328258,6.016524509,0.000312535,0.003172229,0.131602917,0.003172229,0.017796321,scaffold_15,234041,234099,+,1
scaffold_5_1171417_1171418_-,13.10874484,12.01434887,11.67261197,25.22132946,30.68273228,13.21787107,17.59805779,20.30071711,1.006780512,4.37573879,6.014553994,0.000313223,0.003175835,0.21416736,0.003175835,0.021735635,scaffold_5,1171417,1171418,-,1
scaffold_3_3160203_3160205_+,9.040939588,6.828341181,5.80327431,17.2470873,15.45310847,10.59167833,8.144029452,9.201021603,1.041333579,3.599335856,6.001732711,0.000317741,0.003218226,0.36164362,0.003218226,0.022918693,scaffold_3,3160203,3160205,+,1
scaffold_72_274476_274585_-,5.462544382,5.594758129,4.279840773,25.38588976,18.21389743,15.02858283,14.72034138,17.90694911,1.279376083,3.806753687,5.994023037,0.000320493,0.003241605,0.424310604,0.003241605,0.023129439,scaffold_72,274476,274585,-,1
scaffold_86_309596_309776_-,24.59742721,13.25009657,7.372248259,193.4788917,125.0594972,111.719953,71.00364493,93.91150528,2.20477671,5.938575697,5.993364068,0.000320729,0.003241605,0.144034706,0.003241605,0.053878584,scaffold_86,309596,309776,-,1
scaffold_74_268835_268894_+,23.26500821,24.4319561,23.71032294,8.109904724,10.48480629,14.91571739,20.38485592,17.72380615,-1.032532753,4.361947239,-5.990905715,0.000321613,0.003245962,0.375471896,0.003245962,0.020076621,scaffold_74,268835,268894,+,1
scaffold_87_149446_149454_-,60.1786424,57.8803171,59.83623442,91.29440682,121.9600156,68.08133526,56.11000759,65.2813484,0.859059457,6.391238073,5.99027288,0.00032184,0.003245962,0.100009114,0.003245962,0.017915785,scaffold_87,149446,149454,-,1
scaffold_2_3470695_3470756_-,25.609622,29.88211618,24.67426448,4.736427804,6.952816986,13.11965925,15.74746453,15.51254538,-1.630642614,4.170894311,-5.9886707,0.000322418,0.003248355,0.66902612,0.003248355,0.020512519,scaffold_2,3470695,3470756,-,1
scaffold_13_1844359_1844480_-,36.24189511,44.62688302,43.89274257,17.12588656,14.3496829,22.54879772,24.08462712,20.78201792,-0.863746504,4.970069008,-5.986895931,0.000323059,0.003251382,0.222200735,0.003251382,0.018548153,scaffold_13,1844359,1844480,-,1
scaffold_60_269801_269843_+,19.97821284,22.50820259,14.83370108,59.49157353,50.00133675,39.61149187,35.56911927,25.52773798,1.186984644,5.198562702,5.981521954,0.00032501,0.003267565,0.105534955,0.003267565,0.023298371,scaffold_60,269801,269843,+,1
scaffold_17_767110_767159_-,49.59420796,61.14334048,61.71254235,21.97789689,25.38525227,66.72332628,44.43285124,52.48466689,-1.139278094,5.753696878,-5.979669725,0.000325685,0.00326992,0.144056164,0.00326992,0.021639513,scaffold_17,767110,767159,-,1
scaffold_9_19145_19150_+,24.77979681,30.44603057,40.89922611,133.2561214,82.67584185,25.58853252,50.04924083,35.09975835,1.710981399,5.743604623,5.97900032,0.00032593,0.00326992,0.094954488,0.00326992,0.046259188,scaffold_9,19145,19150,+,1
scaffold_55_332409_332500_-,69.65113549,85.57056341,79.36854546,27.47420981,31.67646448,39.90971904,46.23014438,34.57304425,-0.833881304,5.839221392,-5.976181055,0.000326961,0.003276823,0.113913261,0.003276823,0.017718693,scaffold_55,332409,332500,-,1
scaffold_223_129952_129955_+,17.08333773,13.79451162,14.98832748,40.21498823,46.90776772,22.73683139,33.62740895,35.64383735,1.076541173,4.956854493,5.973725432,0.000327863,0.00328241,0.110235747,0.00328241,0.022306733,scaffold_223,129952,129955,+,1
scaffold_1_1425388_1425395_-,44.87502602,42.72627228,41.45239378,70.37108658,55.18969296,31.88293283,26.39379529,21.44737385,0.956108671,5.562725797,5.97058638,0.000329019,0.003287088,0.078827685,0.003287088,0.019526297,scaffold_1,1425388,1425395,-,1
scaffold_7_1441194_1441215_-,57.13345743,61.68379561,49.1601998,228.0540072,186.6455311,122.7689179,213.1656791,137.3352034,1.228545493,7.077774495,5.970778856,0.000328948,0.003287088,0.095106837,0.003287088,0.035131056,scaffold_7,1441194,1441215,-,1
scaffold_7_13104_13106_+,8.569475656,5.602304202,5.138322195,19.37097734,17.55020299,11.86707614,10.00349402,6.797026863,1.28742861,3.58343804,5.965125448,0.000331041,0.003303833,0.342274841,0.003303833,0.02420555,scaffold_7,13104,13106,+,1
scaffold_211_86473_86482_+,18.40324423,13.65994291,14.70952681,38.09243016,43.92780497,13.11201154,25.78240899,11.89953992,1.426849887,4.607288149,5.957245535,0.000333984,0.003324066,0.108089839,0.003324066,0.029074159,scaffold_211,86473,86482,+,1
scaffold_8_382754_382755_-,10.54200879,10.6496398,11.65850444,16.86292909,17.6597729,9.641811163,6.010937491,7.838417082,0.955441014,3.744826868,5.957944133,0.000333722,0.003324066,0.26664401,0.003324066,0.022171515,scaffold_8,382754,382755,-,1
scaffold_83_3688_3757_+,126.693139,143.0351703,123.5859455,51.59888879,52.31736978,64.54769636,93.37355902,89.83665907,-0.909224243,6.701905408,-5.956898627,0.000334114,0.003324066,0.055950081,0.003324066,0.018785353,scaffold_83,3688,3757,+,1
scaffold_18_358459_358463_+,10.2320188,11.32861138,11.28335137,19.86665888,19.20545982,12.82149258,9.442727986,8.165675877,0.947710382,3.920772773,5.954103801,0.000335165,0.003331049,0.210930651,0.003331049,0.0219547,scaffold_18,358459,358463,+,1
scaffold_75_444576_444652_+,59.50697261,70.56590719,74.69553496,35.61233476,33.77507607,54.41666988,53.06685413,52.65978138,-0.712535421,5.977918051,-5.952061046,0.000335935,0.003335232,0.067490809,0.003335232,0.015487491,scaffold_75,444576,444652,+,1
scaffold_53_42667_42704_+,5.541760474,5.596053522,4.844641212,14.61204639,15.89361631,3.287514525,3.153610809,0,2.310356777,2.542340959,5.945089047,0.000338579,0.00335799,0.704050831,0.00335799,0.025558025,scaffold_53,42667,42704,+,1
scaffold_2_273926_273966_-,30.38453136,37.93614886,35.27322025,15.25438766,11.92166899,20.64086046,21.85852095,21.13172839,-0.901375551,4.788589856,-5.943212469,0.000339295,0.003358106,0.196026791,0.003358106,0.018865834,scaffold_2,273926,273966,-,1
scaffold_51_64561_64715_+,1584.23471,1846.553657,1930.476523,750.5454494,734.5404123,1015.484101,945.4161468,862.3668139,-0.724861032,10.38782509,-5.943306901,0.000339259,0.003358106,0.074998236,0.003358106,0.012915541,scaffold_51,64561,64715,+,1
scaffold_3_210583_210592_+,57.49711174,46.69262969,45.45087715,289.1156108,134.1140633,99.31835179,75.92310034,92.38149508,1.637396353,6.70373074,5.940250163,0.000340428,0.003365828,0.055538125,0.003365828,0.050416647,scaffold_3,210583,210592,+,1
scaffold_53_300692_300782_+,69.15261102,65.79760858,67.52002947,37.50362511,29.47192739,50.26757469,65.02827796,61.0212727,-0.832398473,6.007642758,-5.938328878,0.000341165,0.003369624,0.054305251,0.003369624,0.016476891,scaffold_53,300692,300782,+,1
scaffold_55_666201_666217_-,58.09762126,66.473278,71.0939793,4.250811991,3.311772507,29.20980567,41.70594669,25.020345,-3.347793019,4.905792771,-5.934533444,0.000342626,0.003380558,0.695870391,0.003380558,0.023450435,scaffold_55,666201,666217,-,1
scaffold_3_2107205_2107206_+,5.313640912,6.413242275,5.787646021,8.863962501,10.15410137,1.39E-17,1.39E-17,1.39E-17,2.573340882,1.696293582,5.930450983,0.000344206,0.003392633,0.575614666,0.003392633,0.025656232,scaffold_3,2107205,2107206,+,1
scaffold_32_1024077_1024083_+,70.13513025,42.08425546,67.10145883,127.9635642,109.7139444,50.84032037,37.59072413,36.2792501,1.341738852,6.195285476,5.929409897,0.00034461,0.003393111,0.030463638,0.003393111,0.028510781,scaffold_32,1024077,1024083,+,1
scaffold_3_2181207_2181394_-,178.3725572,146.4638726,112.5560926,286.7243483,329.2442199,169.9324669,135.0134178,155.0958053,1.127487695,7.726956186,5.923251487,0.000347011,0.003413229,0.042959967,0.003413229,0.02500087,scaffold_3,2181207,2181394,-,1
scaffold_1_434143_434148_-,12.1665397,7.795592883,11.9361477,18.85745533,21.08095335,5.283347757,6.850756164,9.561251259,1.249058338,3.72552054,5.922327764,0.000347373,0.003413268,0.233183332,0.003413268,0.023814963,scaffold_1,434143,434148,-,1
scaffold_20_1051617_1051676_+,92.65431485,94.45652455,92.9357497,50.36185577,45.47525645,67.97276204,64.92356186,59.97738593,-0.61348543,6.362477488,-5.921088397,0.000347859,0.003414526,0.012711718,0.003414526,0.013185062,scaffold_20,1051617,1051676,+,1
scaffold_163_206949_207000_+,31.25194697,44.34078144,37.17800653,4.609168707,7.394075561,16.50711062,21.40473732,17.20527239,-1.99478681,4.467218061,-5.917265354,0.000349362,0.003425762,0.576166786,0.003425762,0.022351294,scaffold_163,206949,207000,+,1
scaffold_72_85796_85820_+,384.2405725,362.4026322,321.9869164,1680.74878,865.7842486,596.4435124,739.2913353,515.3418083,1.447519764,9.458278981,5.916024501,0.000349852,0.003427041,0.042161385,0.003427041,0.046316493,scaffold_72,85796,85820,+,1
scaffold_24_20777_20865_-,242.8413863,275.5744113,240.8870419,129.9311613,138.9603435,235.0132284,222.2583139,286.0293085,-0.814808374,7.993509291,-5.913228746,0.000350958,0.003430934,0.020845215,0.003430934,0.015333078,scaffold_24,20777,20865,-,1
scaffold_4_206911_206919_-,56.68089107,61.01373476,62.29247421,97.81261564,111.2557255,69.4319604,85.86688815,79.25298733,0.681894412,6.507427056,5.913201847,0.000350969,0.003430934,0.006179696,0.003430934,0.014867797,scaffold_4,206911,206919,-,1
scaffold_238_24014_24120_+,992.0840606,1019.785589,1040.447132,2018.263487,1691.928118,813.9723017,950.5022522,1196.166562,0.966990052,10.4337779,5.911855527,0.000351503,0.003432636,0.038532481,0.003432636,0.021682772,scaffold_238,24014,24120,+,1
scaffold_101_209013_209017_+,32.31098686,27.31481284,34.21290383,94.79052524,48.01955014,21.06236822,21.48329462,24.04001581,1.419170242,5.329429377,5.907604267,0.000353194,0.003443455,0.010868234,0.003443455,0.037380066,scaffold_101,209013,209017,+,1
scaffold_51_757842_757877_-,17.87583159,17.20282619,18.39369448,28.71965977,34.54581883,21.80128246,25.28879516,23.68920482,0.683310741,4.794502963,5.907259018,0.000353332,0.003443455,0.050268466,0.003443455,0.018767106,scaffold_51,757842,757877,-,1
scaffold_17_859328_859390_+,80.94917295,86.80626539,80.23739365,37.22794794,38.74114577,42.54951349,50.11494957,44.30582641,-0.610056552,6.030303191,-5.904069827,0.000354608,0.003452361,0.003413678,0.003452361,0.014421424,scaffold_17,859328,859390,+,1
scaffold_7_2244323_2244353_+,22.49720173,27.9731743,25.69836488,7.992026456,8.609109624,13.44116537,13.42540345,15.51709384,-1.066652688,4.243161124,-5.899282507,0.000356532,0.003467559,0.329619178,0.003467559,0.020237728,scaffold_7,2244323,2244353,+,1
scaffold_98_459787_459803_+,33.18590593,49.36483575,23.97575333,175.253352,100.005773,40.88517495,39.37705279,21.07788494,2.053674981,5.819861626,5.894863642,0.000358319,0.003481385,-0.001727804,0.003481385,0.061663368,scaffold_98,459787,459803,+,1
scaffold_10_856874_856875_+,5.933669213,5.463715715,6.350586898,8.743485599,8.940393537,1.39E-17,1.39E-17,1.39E-17,2.468118388,1.679248835,5.89205768,0.000359458,0.003486801,0.536444426,0.003486801,0.025579501,scaffold_10,856874,856875,+,1
scaffold_2_2248283_2248345_+,221.8070195,215.3849932,173.2200384,428.826311,386.4215558,248.039674,225.220279,288.580734,0.922338735,8.286065546,5.890794592,0.000359973,0.003486801,0.007033265,0.003486801,0.017740382,scaffold_2,2248283,2248345,+,1
scaffold_237_78262_78336_-,44.35136279,49.40991286,50.34225569,17.39403898,10.15688931,25.31022969,23.06124407,19.92374589,-1.20394286,4.996697127,-5.891503015,0.000359684,0.003486801,0.132243599,0.003486801,0.019336518,scaffold_237,78262,78336,-,1
scaffold_99_192015_192017_-,22.47424844,23.0619527,18.33008592,44.46726399,49.55713264,42.25129971,35.37064785,36.80626657,0.79015137,5.282590155,5.886930217,0.000361551,0.003498538,-0.011664141,0.003498538,0.017735801,scaffold_99,192015,192017,-,1
scaffold_1_3922462_3922524_-,112.403514,121.8820355,107.1803579,60.8741664,47.57378149,77.70251711,82.71081104,76.68700422,-0.73566769,6.621680558,-5.881848903,0.000363638,0.003515168,-0.037025072,0.003515168,0.014188257,scaffold_1,3922462,3922524,-,1
scaffold_4_1011794_1011810_-,7.487625444,5.603195319,6.733768693,23.89337527,15.12393866,7.405128927,7.310840779,10.41049233,1.3889084,3.55459915,5.878844191,0.000364878,0.003523588,0.234768381,0.003523588,0.025933918,scaffold_4,1011794,1011810,-,1
scaffold_47_782706_782746_+,33.16975778,27.86174714,35.44326987,63.93856013,82.99861272,48.06108031,57.62771183,40.01880867,0.960222156,5.78386005,5.876419527,0.000365883,0.003529714,-0.039546525,0.003529714,0.022045038,scaffold_47,782706,782746,+,1
scaffold_1_1855162_1855165_-,24.96541394,19.12515516,23.88836301,34.35404888,35.87140287,22.23320825,22.13594011,20.44393637,0.734189769,4.910324954,5.871950028,0.000367742,0.003544067,-0.005887346,0.003544067,0.01844797,scaffold_1,1855162,1855165,-,1
scaffold_101_424996_425048_+,38.40773371,42.30557776,36.62281958,24.35961256,25.27558824,41.91643702,45.10510929,45.33865646,-0.655222867,5.46002868,-5.86964,0.000368707,0.003549782,0.006242062,0.003549782,0.015930826,scaffold_101,424996,425048,+,1
scaffold_21_918108_918110_-,12.81427942,12.16075794,18.7343131,33.2118566,41.94033849,16.073542,24.18324911,22.67593007,1.170469645,4.670481666,5.867688231,0.000369525,0.003554066,-0.000730868,0.003554066,0.023733755,scaffold_21,918108,918110,-,1
scaffold_192_107040_107042_-,28.20336522,33.71467708,37.7103,8.765710615,4.196047603,18.41647321,18.98403967,20.4574293,-1.884040932,4.444218511,-5.866196706,0.000370151,0.003556503,0.494946286,0.003556503,0.021041394,scaffold_192,107040,107042,-,1
scaffold_187_55734_55743_+,282.0072081,155.2566341,223.2221845,475.1897573,406.6207788,173.3224443,130.1916304,160.2153055,1.351415144,8.074820783,5.859361656,0.000373035,0.003580607,-0.032455179,0.003580607,0.035844524,scaffold_187,55734,55743,+,1
scaffold_17_1419224_1419325_+,55.19553291,56.24268169,61.90285074,79.44898631,88.73969868,42.85986598,57.25454073,47.54307441,0.731079729,6.158982037,5.850061943,0.000376998,0.003609198,-0.075369419,0.003609198,0.016324067,scaffold_17,1419224,1419325,+,1
scaffold_30_701584_701591_-,61.83658765,74.37497217,63.74123813,86.72136899,79.36016939,41.70911856,47.153183,37.64591121,0.720977041,6.148966776,5.849712881,0.000377148,0.003609198,-0.075128236,0.003609198,0.015947636,scaffold_30,701584,701591,-,1
scaffold_39_220369_220393_+,74.53224744,69.4823442,68.66854373,36.37103039,31.23724328,42.23000512,48.62813235,47.55495289,-0.677652564,5.91112316,-5.850905866,0.000376637,0.003609198,-0.053151036,0.003609198,0.014937825,scaffold_39,220369,220393,+,1
scaffold_40_268403_268404_+,0.009100304,0.006426059,5.914184324,12.23560286,14.12739923,1.39E-17,1.39E-17,1.39E-17,4.235164688,0.903863396,5.847406263,0.000378139,0.003615053,0.285899605,0.003615053,0.032624642,scaffold_40,268403,268404,+,1
scaffold_8_2000955_2001024_-,411.0387498,438.9686177,388.6351245,803.0356525,727.9191227,542.0463888,438.970496,549.1577728,0.81551283,9.274726513,5.842272418,0.000380354,0.003632592,-0.049493001,0.003632592,0.014146018,scaffold_8,2000955,2001024,-,1
scaffold_6_795477_795478_-,0.008000063,0.005649301,5.1633331,17.88000832,13.90855352,1.39E-17,1.39E-17,1.39E-17,4.518352448,0.944652019,5.839959561,0.000381357,0.003638526,0.269719057,0.003638526,0.03159011,scaffold_6,795477,795478,-,1
scaffold_90_203892_203894_+,13.01665061,8.06634795,10.15195701,22.46376114,30.90262804,7.927196653,9.440453174,14.68536814,1.393969752,4.010294385,5.838299736,0.000382078,0.003641767,0.03856949,0.003641767,0.026331856,scaffold_90,203892,203894,+,1
scaffold_19_453581_453673_+,188.5142201,210.7406295,188.5367977,106.7322674,84.77015785,175.2231397,145.0192798,161.2296705,-0.817175083,7.498753663,-5.834279762,0.000383832,0.003654828,-0.086232661,0.003654828,0.014675157,scaffold_19,453581,453673,+,1
scaffold_75_11070_11078_+,54.14221647,66.348167,89.99125277,131.8653239,223.8317074,57.36465472,61.86120487,73.6562802,1.443891681,6.653461714,5.831143414,0.000385206,0.003664255,-0.081807252,0.003664255,0.041143966,scaffold_75,11070,11078,+,1
scaffold_40_881173_881174_+,1.39E-17,1.39E-17,1.39E-17,11.98804485,13.24462155,0,5.85846098,0,4.149378438,0.891908542,5.823748151,0.000388467,0.0036916,0.266825141,0.0036916,0.032443655,scaffold_40,881173,881174,+,1
scaffold_21_1144001_1144069_+,64.71363837,73.14808833,60.5301229,29.24207007,26.93204536,36.2085499,34.63584594,34.42296554,-0.692155504,5.661988938,-5.810112457,0.000394561,0.003745776,-0.082652971,0.003745776,0.016018839,scaffold_21,1144001,1144069,+,1
scaffold_131_162498_162506_+,19.04524727,15.30383746,21.97187024,28.1129513,27.37314029,7.293760328,13.26039963,8.169378744,1.119933772,4.283373217,5.803750653,0.00039744,0.003757845,-0.023032037,0.003757845,0.022730438,scaffold_131,162498,162506,+,1
scaffold_15_1056646_1056658_+,94.64078668,96.93801589,142.3246277,172.8833711,223.3938752,85.85865833,95.13243805,72.91372196,1.106481733,7.099535218,5.804742437,0.000396989,0.003757845,-0.110363317,0.003757845,0.028686579,scaffold_15,1056646,1056658,+,1
scaffold_2_1324936_1324948_+,78.5414323,80.13491451,95.25976082,137.0824366,119.5370669,63.83258028,78.19132317,55.18663032,0.859929508,6.667596902,5.80511057,0.000396822,0.003757845,-0.121454695,0.003757845,0.018689549,scaffold_2,1324936,1324948,+,1
scaffold_211_136818_136860_-,35.46777814,47.4871725,44.36954417,14.14814368,6.845798782,28.69550914,29.9243613,21.44686879,-1.630963579,4.905277527,-5.79966434,0.000399301,0.003757845,0.103991648,0.003757845,0.023345656,scaffold_211,136818,136860,-,1
scaffold_31_996118_996218_-,33.24736738,36.56698605,26.59446595,14.87367909,13.02492261,28.16310859,28.99386074,24.01418156,-0.973490772,4.886296973,-5.802126283,0.000398178,0.003757845,0.014737626,0.003757845,0.019767573,scaffold_31,996118,996218,-,1
scaffold_6_142410_142411_-,0.008552094,0.006039034,5.538744585,25.25158208,20.75174662,6.986039168,6.200478466,7.844852132,3.06940209,2.558068456,5.799498048,0.000399377,0.003757845,0.533906429,0.003757845,0.028033325,scaffold_6,142410,142411,-,1
scaffold_76_454486_454495_-,24.90048293,22.66831953,26.82161063,79.06210202,97.01663515,36.94361139,23.39447178,53.41576941,1.615203834,5.557381368,5.804610716,0.000397049,0.003757845,-0.117268988,0.003757845,0.035662317,scaffold_76,454486,454495,-,1
scaffold_77_352244_352290_+,155.1911408,177.9812218,163.2074457,71.22929104,64.23900357,77.06186132,93.65377698,74.11697134,-0.696613401,6.919782121,-5.79993244,0.000399179,0.003757845,-0.136936355,0.003757845,0.014747106,scaffold_77,352244,352290,+,1
scaffold_93_285397_285497_-,47.2126703,39.0554488,46.92634718,92.99125834,71.52549411,53.26894016,43.52259487,40.71226175,0.929375978,5.968225021,5.801867454,0.000398296,0.003757845,-0.133747307,0.003757845,0.019912978,scaffold_93,285397,285497,-,1
scaffold_5_835285_835293_+,54.7464165,73.82136665,61.36618746,32.63684556,23.29145338,51.44712533,52.97554873,53.68854998,-0.972830748,5.8474688,-5.797354033,0.000400358,0.003763361,-0.099137163,0.003763361,0.018620322,scaffold_5,835285,835293,+,1
scaffold_191_158710_158714_-,7.577402123,6.018258245,10.87443665,14.35359627,18.10029809,4.970479937,5.368452409,7.167445567,1.272884816,3.410723859,5.794877277,0.000401494,0.003770326,0.185468987,0.003770326,0.024818862,scaffold_191,158710,158714,-,1
scaffold_145_196053_196057_+,6.553845613,6.007230937,5.508728958,18.98175254,21.41201612,6.228967095,11.58266855,12.4575493,1.416785845,3.61181397,5.793381619,0.000402181,0.003773071,0.139205607,0.003773071,0.024430763,scaffold_145,196053,196057,+,1
scaffold_210_73790_73797_+,62.1669595,51.86888704,39.42126771,633.0112907,228.1559645,191.2025714,157.5163604,196.0181553,2.062917137,7.331557213,5.792305659,0.000402677,0.003773076,-0.118246767,0.003773076,0.076540881,scaffold_210,73790,73797,+,1
scaffold_88_491799_491800_+,6.171425537,5.874693205,7.763985727,9.616275807,10.26471867,1.39E-17,1.39E-17,1.39E-17,2.558508466,1.771593059,5.791664023,0.000402973,0.003773076,0.447911606,0.003773076,0.025499083,scaffold_88,491799,491800,+,1
scaffold_45_609934_609935_+,0.010722397,0.007571158,7.04066895,14.47973142,17.87966368,1.39E-17,1.39E-17,1.39E-17,4.478625778,1.00351327,5.789357235,0.000404039,0.003779345,0.252999675,0.003779345,0.035876354,scaffold_45,609934,609935,+,1
scaffold_6071_1994_1998_-,30.51716622,25.9496718,32.88343044,43.95109402,57.1714038,25.82025158,30.8454751,30.51333111,0.839905203,5.339321984,5.785111071,0.000406008,0.00379405,-0.143318979,0.00379405,0.019501178,scaffold_6071,1994,1998,-,1
