promoter_ID	mat_females_1	mat_females_2	mat_females_3	mat_males_1	mat_males_2	pE_females_1	pE_females_2	pE_females_3	logFC	logCPM	PValue	FDR	tw_dis	chr	start	end	strand	de	gene	GO_ID	KOG_JGI	KOG_ID	FlyBase_id_representative_homolog	interprot_representative_homolog
scaffold_7_949171_949255_-	103.5270408	108.7600756	107.1845882	76.41361631	84.01828674	72.67982217	98.12563466	81.43104033	-0.40849603	6.751086298	0.063050457	0.12996818	0.015492519	scaffold_7	949171	949255	-	0	JGI_V11_44414	"GO:0004840,GO:0006464,GO:0006512"	KOG0420	KOG0420	FBgn0035853	Q9VSF3
scaffold_8_2063675_2063705_-	9.028695386	9.929097452	7.249935099	14.36955924	11.86353632	9.515879746	9.991356821	10.17390702	0.57840648	3.812025309	0.225080549	0.357844688	0.023146507	scaffold_8	2063675	2063705	-	0	JGI_V11_313343	"GO:0004840,GO:0006464,GO:0006512"	KOG0429	KOG0429	FBgn0011241	Q7K4V4
scaffold_38_120672_120688_+	9.033217323	9.55061187	7.165728688	8.429680714	5.888115406	5.888370627	7.306004102	9.754613601	-0.259033577	3.508497183	0.719739349	0.842369679	0.025445573	scaffold_38	120672	120688	+	0	JGI_V11_198149	"GO:0004839,GO:0006464,GO:0006512,GO:0003824"	KOG2015	KOG2015	FBgn0033882	Q9V6U8
scaffold_11_1634168_1634171_+.1	18.27717323	20.99389571	13.37949987	28.94951316	13.43162062	28.84792279	19.52672371	20.76731691	0.27044244	4.688985192	0.491390768	0.643616623	0.035183398	scaffold_11	1634168	1634171	+	0	JGI_V11_314506	"GO:0004835,GO:0006464"	KOG2156	KOG2156	FBgn0037838	Q9VGW2
scaffold_1_645397_645444_+	20.41595	22.08438401	15.62162983	18.976475	14.29122763	26.68391047	23.52173509	14.37791026	-0.219054736	4.62678778	0.601893758	0.744996249	0.027237045	scaffold_1	645397	645444	+	0	JGI_V11_300019	"GO:0004826,GO:0005524,GO:0006432,GO:0005737,GO:0004812,GO:0006418"	KOG2784	KOG2784	FBgn0030007	Q9W3J5
scaffold_3_2992352_2992406_+	4.98196423	6.147749239	10.21236665	6.991939312	6.446363402	0.0614337	6.223509045	6.416888728	-0.08158784	3.199272932	1	1	0.034622022	scaffold_3	2992352	2992406	+	0	JGI_V11_206483	"GO:0004826,GO:0005524,GO:0006432,GO:0005737,GO:0004812,GO:0006418"	KOG2783	KOG2783	FBgn0020766	O16129
scaffold_8_1453634_1453753_-	411.3164614	397.2108701	416.3102328	417.8692821	439.9513889	391.0022103	384.2402022	378.5399679	0.071061692	8.868587668	0.589700549	0.734443403	0.007280541	scaffold_8	1453634	1453753	-	0	JGI_V11_308493	"GO:0004818,GO:0005524,GO:0006424,GO:0004812,GO:0006418,GO:0005737"	KOG1149	KOG1149	FBgn0036629	Q8MZ14
scaffold_8_1080958_1080999_+	121.2865162	126.6831896	130.0341732	92.77500436	101.9514535	143.4329523	218.4255983	134.1059167	-0.371743911	7.283605628	0.156767652	0.271029711	0.028432062	scaffold_8	1080958	1080999	+	0	JGI_V11_313201	"GO:0004815,GO:0005524,GO:0006422,GO:0004824,GO:0006430,GO:0004812,GO:0005737,GO:0006418,GO:0003676"	KOG1885	KOG1885	FBgn0027084	Q8SXM8
scaffold_8_1081498_1081554_+	25.49484865	20.6717354	13.68718019	8.619182297	15.92456458	25.33178087	19.61005095	18.73754982	-0.696913765	4.561000325	0.118720707	0.218061501	0.029277052	scaffold_8	1081498	1081554	+	0	JGI_V11_313201	"GO:0004815,GO:0005524,GO:0006422,GO:0004824,GO:0006430,GO:0004812,GO:0005737,GO:0006418,GO:0003676"	KOG1885	KOG1885	FBgn0027084	Q8SXM8
scaffold_5_2411267_2411387_-	205.5082053	229.1970053	205.7485126	143.985663	170.6749155	255.7458591	252.3639419	279.6722927	-0.44035681	7.981293757	0.01312977	0.034133379	0.01205406	scaffold_5	2411267	2411387	-	0	JGI_V11_306578	"GO:0004815,GO:0005524,GO:0006422,GO:0004812,GO:0005737,GO:0006418,GO:0003676,GO:0004816,GO:0006421"	KOG0555	KOG0555	FBgn0086443	Q9V434
scaffold_10_1752741_1752783_-	6.859235377	7.272217022	9.566934996	0.020492737	5.463349459	8.67791828	6.259585816	8.134045654	-1.484659005	3.300335255	0.038298963	0.085171073	0.028521275	scaffold_10	1752741	1752783	-	0	JGI_V11_314212	"GO:0004814,GO:0005524,GO:0006420"	KOG1195	KOG1195	FBgn0030660	Q8T912
scaffold_191_127898_127993_-	94.29536915	102.4943388	91.52202622	80.01634885	52.97742128	117.674781	96.75331333	95.89428338	-0.530285637	6.747849738	0.032337001	0.073748641	0.020570365	scaffold_191	127898	127993	-	0	JGI_V11_219129	"GO:0004812,GO:0005524,GO:0006418,GO:0006412,GO:0004821,GO:0005737,GO:0006427"	KOG1936	KOG1936	FBgn0027087	Q8IQX8
scaffold_99_163962_163980_-	8.026012084	10.21226401	5.772094257	0.031398678	8.765298023	8.027911324	8.645005367	8.512763306	-0.844868032	3.413919537	0.191313517	0.316823149	0.034475954	scaffold_99	163962	163980	-	0	JGI_V11_217307	"GO:0004812,GO:0005524,GO:0006418,GO:0004832,GO:0006438"	KOG0432	KOG0432	FBgn0027079	Q0E993
scaffold_29_946968_947005_-	9.353766634	11.15798368	10.03078725	5.938823973	5.753490468	9.273204913	7.033480708	11.05606803	-0.789566003	3.626075238	0.148633425	0.260188573	0.02418434	scaffold_29	946968	947005	-	0	JGI_V11_304445	"GO:0004812,GO:0005524,GO:0006418,GO:0004831,GO:0006437,GO:0000049"	KOG2144	KOG2144	FBgn0027080	Q9VV60
scaffold_47_223094_223150_-	21.81229803	20.87655483	23.01583728	20.29883594	16.01219236	16.19975644	18.06740334	22.31954382	-0.269131868	4.652577201	0.523485203	0.673445998	0.020693389	scaffold_47	223094	223150	-	0	JGI_V11_198965	"GO:0004812,GO:0005524,GO:0006418,GO:0004830,GO:0006436"	KOG2713	KOG2713	FBgn0036763	Q8SZU2
scaffold_17_250304_250389_-	85.86964027	93.41373355	96.49239588	73.56546902	52.38614091	100.266458	84.48108274	112.1972826	-0.544568089	6.682740431	0.025448001	0.059874536	0.019741977	scaffold_17	250304	250389	-	0	JGI_V11_187913	"GO:0004812,GO:0005524,GO:0006418,GO:0004828,GO:0006434"	KOG2509	KOG2509	FBgn0031497	Q95TC0
scaffold_7_777717_777763_-	10.6399342	12.14524018	10.88431265	11.73490415	10.01893352	7.381164502	10.46227084	10.3422806	-0.045842132	3.842573148	0.952399739	1	0.023163577	scaffold_7	777717	777763	-	0	JGI_V11_44560	"GO:0004812,GO:0005524,GO:0006418,GO:0004828,GO:0006434"	KOG2509	KOG2509	FBgn0021750	O18406
scaffold_111_64637_64659_-	37.37100849	39.99212388	36.35642449	36.11841953	27.52493383	39.14666517	34.79734895	42.31894655	-0.251628637	5.476076252	0.43400829	0.586763996	0.017866889	scaffold_111	64637	64659	-	0	JGI_V11_300874	"GO:0004812,GO:0005524,GO:0006418,GO:0004823,GO:0005737,GO:0006412"	KOG0437	KOG0437	FBgn0053123	Q8MRF8
scaffold_30_771300_771334_+	9.402861192	11.3830154	12.56078833	8.830874406	7.031447113	9.83628095	9.224691992	8.895984266	-0.481597512	3.748367589	0.364252933	0.514165181	0.023326451	scaffold_30	771300	771334	+	0	JGI_V11_304867	"GO:0004811,GO:0005524,GO:0008033"	KOG1384	KOG1384	FBgn0043799	Q8IMV0
scaffold_168_121465_121498_+	40.56714269	44.33791485	38.92024879	26.63393097	22.21795969	31.96720461	37.34581772	31.3059061	-0.754209755	5.383406851	0.013674042	0.035287067	0.017471209	scaffold_168	121465	121498	+	0	JGI_V11_331571	"GO:0004798,GO:0005524,GO:0006233,GO:0006235"	KOG3327	KOG3327	FBgn0034299	A1ZB29
scaffold_25_956674_956724_+	33.32451702	29.0515232	26.89086591	47.39623904	56.18412498	50.58509291	57.64512658	69.81641734	0.796485771	5.787678561	0.004983968	0.014861418	0.020057121	scaffold_25	956674	956724	+	0	JGI_V11_304036	"GO:0004785,GO:0006801,GO:0046872"	KOG0441	KOG0441	0	0
scaffold_32_1027309_1027332_-	16.68833703	18.08322346	16.37013638	11.07557825	9.443637911	18.02493354	11.84421953	15.71915454	-0.726680736	4.264199431	0.089851827	0.174314277	0.022135186	scaffold_32	1027309	1027332	-	0	JGI_V11_231065	"GO:0004785,GO:0006801,GO:0046872"	KOG0441	KOG0441	FBgn0003462	P61851
scaffold_33_931099_931103_+	5.587258766	6.173576358	7.228867861	5.302531906	8.823959876	26.7228933	14.63298952	14.51484646	0.153007212	3.894910887	0.865006782	0.948040062	0.032625808	scaffold_33	931099	931103	+	0	JGI_V11_305084	"GO:0004785,GO:0006801,GO:0046872"	KOG0441	KOG0441	FBgn0033631	Q0E9C3
scaffold_33_931343_931450_+	16.67297893	20.13089975	27.06386068	6.003329256	18.18175671	54.43507342	25.15947257	49.49554718	-0.810201559	5.056175928	0.101651687	0.192286509	0.061854276	scaffold_33	931343	931450	+	0	JGI_V11_305084	"GO:0004785,GO:0006801,GO:0046872"	KOG0441	KOG0441	FBgn0033631	Q0E9C3
scaffold_4_2812070_2812203_-	94.51265524	77.1989116	93.23589567	84.58371782	87.94072228	101.268195	85.81586211	102.8180203	-0.033868651	6.738414702	0.911647472	0.981056415	0.015142547	scaffold_4	2812070	2812203	-	0	JGI_V11_221374	"GO:0004785,GO:0006801,GO:0046872"	KOG0441	KOG0441	0	0
scaffold_42_756290_756302_-	7.680972082	9.631710909	12.68189985	8.098939058	16.94669275	5.931908491	8.985696421	0.067990935	0.320240219	3.636324528	0.548602722	0.695724856	0.04598545	scaffold_42	756290	756302	-	0	JGI_V11_248107	"GO:0004785,GO:0006801,GO:0046872"	KOG0441	KOG0441	0	0
scaffold_9_690212_690335_+	62.67392058	64.83936826	62.71827292	57.60147986	39.85386064	59.55202068	58.99394987	66.55324577	-0.378903363	6.135576198	0.147003232	0.25809841	0.017297685	scaffold_9	690212	690335	+	0	JGI_V11_313516	"GO:0004751,GO:0009052"	KOG3075	KOG3075	FBgn0050410	Q8MLS2
scaffold_89_478253_478304_+	41.79428092	42.19611658	39.87806074	51.95283249	41.7787418	51.47632207	44.59311754	49.75690435	0.182197458	5.766377361	0.499461956	0.651302484	0.016394225	scaffold_89	478253	478304	+	0	JGI_V11_308929	"GO:0004750,GO:0005975"	KOG3111	KOG3111	FBgn0050499	Q95RV5
scaffold_28_862414_862434_+	52.4865731	61.07700728	51.35357299	44.03571561	34.65176787	76.71305629	62.65281904	63.87140727	-0.481429906	6.054565172	0.083102402	0.163649538	0.017655241	scaffold_28	862414	862434	+	0	JGI_V11_188255	"GO:0004725,GO:0006470,GO:0004726"	KOG3217	KOG3217	FBgn0040076	P82891
scaffold_12_1526602_1526626_+	5.89371368	5.549217409	6.18182171	0.026633379	7.284745958	5.529824642	7.391029147	7.025831404	-0.665688601	3.130275791	0.486969174	0.639268673	0.031360856	scaffold_12	1526602	1526626	+	0	JGI_V11_194485	"GO:0004725,GO:0006470,GO:0004721,GO:0007165"	KOG2220	KOG2220	FBgn0036448	Q960G3
scaffold_1_2410928_2410968_-	78.27019468	81.00092554	90.68691496	85.36108477	82.32628769	90.83058391	70.04457857	61.54486258	0.008984324	6.559646087	0.988269416	1	0.019173703	scaffold_1	2410928	2410968	-	0	JGI_V11_309832	"GO:0004725,GO:0006470,GO:0004721,GO:0005215,GO:0005622,GO:0006810"	KOG4228	KOG4228	FBgn0028341	Q59E68
scaffold_1_3286041_3286042_+	4.802231814	0	5.645588872	1.39E-17	1.39E-17	5.890629978	5.268016222	0.052510461	-4.876731479	2.439285982	0.009722055	0.026183465	0.043069283	scaffold_1	3286041	3286042	+	0	JGI_V11_300164	"GO:0004725,GO:0006470,GO:0004721"	KOG0791	KOG0791	0	0
scaffold_32_565535_565588_-	38.09760638	35.8369102	39.06278029	25.0734136	25.52278126	31.7351858	41.16074944	26.37794796	-0.572307488	5.328884084	0.063670255	0.131139605	0.0203541	scaffold_32	565535	565588	-	0	JGI_V11_197788	"GO:0004725,GO:0006470,GO:0004721"	KOG0792	KOG0792	FBgn0035133	Q86PA5
scaffold_7_127002_127052_+	18.04640345	11.39849252	16.23731059	15.94669916	12.33090498	8.458385022	15.63435487	14.39988297	-0.105907284	4.209689297	0.868152684	0.950202595	0.026458399	scaffold_7	127002	127052	+	0	JGI_V11_207917	"GO:0004725,GO:0006470,GO:0004721"	KOG0789	KOG0789	FBgn0003138	Q9W0G1
scaffold_88_236057_236165_+	35.58333255	44.70979795	44.49055112	20.36723098	30.8642402	20.72600347	26.13950303	35.74894034	-0.697538821	5.310831733	0.033625134	0.076208488	0.026928116	scaffold_88	236057	236165	+	0	JGI_V11_201727	"GO:0004725,GO:0006470,GO:0004721"	KOG1720	KOG1720	FBgn0031952	Q5U0V6
scaffold_1_1253015_1253051_+	11.34900262	12.75808085	11.92044538	9.483141711	6.580409125	10.95546153	8.940659201	8.538201028	-0.573968063	3.801137015	0.308299852	0.455488516	0.023287809	scaffold_1	1253015	1253051	+	0	JGI_V11_300039	"GO:0004722,GO:0006470,GO:0008287,GO:0003824"	KOG0699	KOG0699	FBgn0033021	Q7K4Q5
scaffold_10_1438630_1438723_-	72.93466533	82.31184869	79.47255505	82.16838925	68.79374267	83.90207665	84.43405693	81.23985026	-0.051715025	6.54795037	0.854286032	0.941573186	0.013708054	scaffold_10	1438630	1438723	-	0	JGI_V11_127609	"GO:0004722,GO:0006470,GO:0008287,GO:0003824"	KOG0698	KOG0698	FBgn0032702	Q9VJ61
scaffold_24_1021793_1021828_-	33.55521508	36.85567458	40.90383159	37.86156423	35.76760139	31.54464252	42.70456317	32.06196698	-0.011492895	5.465270753	1	1	0.01909051	scaffold_24	1021793	1021828	-	0	JGI_V11_303937	"GO:0004721,GO:0006470,GO:0004484,GO:0006370,GO:0006397"	KOG2386	KOG2386	FBgn0030556	Q9NCW9
scaffold_11_1279307_1279366_+	47.0886125	38.74825548	46.97496955	45.37994862	42.43830453	41.04770192	53.65771375	42.41466966	-0.011742971	5.74695333	1	1	0.018190173	scaffold_11	1279307	1279366	+	0	JGI_V11_300795	"GO:0004703,GO:0005524,GO:0006468,GO:0007165,GO:0004871,GO:0004672,GO:0004674,GO:0004713"	KOG0986	KOG0986	FBgn0260798	P32865
scaffold_245_60881_60991_+	27.83869872	27.55649199	30.84047492	17.41245949	16.22176424	21.74195162	25.61546824	16.00975768	-0.769458026	4.848030224	0.032018852	0.073203407	0.021001065	scaffold_245	60881	60991	+	0	JGI_V11_303971	"GO:0004675,GO:0005024,GO:0016020"	KOG2052	KOG2052	0	0
scaffold_76_79555_79594_-	17.80036093	18.78412329	21.4075188	11.97489676	6.712455135	15.43042711	13.7427431	13.52618638	-1.038875248	4.292411136	0.020179077	0.049300275	0.022251061	scaffold_76	79555	79594	-	0	JGI_V11_110578	"GO:0004672,GO:0005524,GO:0006468,GO:0007242,GO:0004713,GO:0004674"	KOG0197	KOG0197	FBgn0015295	Q24145
scaffold_24_85710_85747_+	18.43852555	21.04961244	20.68926711	11.86533112	9.905847364	13.20789972	15.36803085	16.25699821	-0.875176786	4.36825473	0.040830897	0.090152	0.020755545	scaffold_24	85710	85747	+	0	JGI_V11_303888	"GO:0004672,GO:0005524,GO:0006468,GO:0005622,GO:0006396,GO:0000398,GO:0005634"	KOG0495	KOG0495	FBgn0036828	Q8SX58
scaffold_15_218001_218055_+	25.24935634	28.71550818	29.37284033	22.98088952	27.56692994	17.29424704	25.82788407	28.41029607	-0.136468399	4.994601802	0.718353538	0.841287416	0.022050046	scaffold_15	218001	218055	+	0	JGI_V11_315683	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0007242,GO:0004674,GO:0005057,GO:0007165"	KOG0193	KOG0193	FBgn0003079	P11346
scaffold_19_842266_842340_-	130.8112938	138.9503038	137.3974466	160.0219362	143.2788635	116.7468634	114.9850963	113.0563717	0.159979919	7.266799207	0.368038142	0.517928746	0.011051491	scaffold_19	842266	842340	-	0	JGI_V11_317092	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0005515,GO:0004674"	KOG0609	KOG0609	FBgn0013759	Q24210
scaffold_72_476040_476048_-	18.0680765	13.50880063	19.96726336	29.41294416	26.57623003	22.57357285	24.49030568	23.50148593	0.700563625	4.7940741	0.044856728	0.097831669	0.020002796	scaffold_72	476040	476048	-	0	JGI_V11_58313	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004714,GO:0007169,GO:0016020,GO:0004674"	KOG0200	KOG0200	0	0
scaffold_42_613296_613314_-	4.874181459	6.96656879	5.215517437	6.809212819	0.032880199	6.789856292	7.2139732	9.943977286	-0.704860323	3.194902123	0.343799924	0.493295001	0.031439732	scaffold_42	613296	613314	-	0	JGI_V11_305906	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674,GO:0006118,GO:0006397,GO:0016891"	KOG1027	KOG1027	FBgn0038736	A8JR46
scaffold_210_80439_80491_+	19.12821453	18.80647589	17.47947834	30.2073295	27.95229134	17.20682185	18.25695058	20.68561378	0.650699151	4.734271681	0.048830249	0.105213378	0.01923427	scaffold_210	80439	80491	+	0	JGI_V11_303518	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674,GO:0005516,GO:0005964,GO:0005978"	KOG0599	KOG0599	FBgn0011754	Q7K4Y9
scaffold_1_1930642_1930744_-	141.2201071	147.5074111	135.4618077	174.4030459	156.1551987	147.8568233	161.4321088	115.9657977	0.224914024	7.424919302	0.262245616	0.403244189	0.017010715	scaffold_1	1930642	1930744	-	0	JGI_V11_205212	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674,GO:0004707"	KOG0660	KOG0660	FBgn0015765	O62618
scaffold_1_3861572_3861623_-	33.0491091	34.04050239	31.20537781	50.10142034	39.02474765	32.55292305	38.97839908	33.51424951	0.442160037	5.467721327	0.109931224	0.204686351	0.018241722	scaffold_1	3861572	3861623	-	0	JGI_V11_300170	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG4250	KOG4250	FBgn0086657	Q86PE7
scaffold_10_928060_928062_+	40.09470604	42.86594177	34.68196582	27.6736876	20.05265111	52.79336342	34.92552821	50.45268235	-0.713832306	5.520769457	0.030420906	0.069990079	0.02362878	scaffold_10	928060	928062	+	0	JGI_V11_230543	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0663	KOG0663	FBgn0013435	A1Z840
scaffold_10_608000_608001_-	0	0	4.925728881	0.037006674	10.58827676	0.086156465	8.812400217	9.893708496	1.667883042	2.829935813	0.188016199	0.312515631	0.469442913	scaffold_10	608000	608001	-	0	JGI_V11_237704	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG1027	KOG1027	0	0
scaffold_120_315451_315491_+.1	185.1263402	185.7950581	196.0340525	197.1030699	181.8989048	201.2234232	198.7488887	195.9374238	0.003984826	7.806365036	0.99207761	1	0.009446124	scaffold_120	315451	315491	+	0	JGI_V11_301140	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG1163	KOG1163	FBgn0015024	P54367
scaffold_120_315669_315798_+	62.55158484	63.10824104	59.26607569	50.41395046	53.67805295	46.55953508	40.94018935	45.13400624	-0.243983457	5.978789025	0.338058649	0.487185284	0.014521358	scaffold_120	315669	315798	+	0	JGI_V11_301140	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG1163	KOG1163	FBgn0015024	P54367
scaffold_131_259245_259314_-	100.729335	88.8526259	105.3505161	90.5027754	85.55039496	76.13132648	106.8608151	87.71897991	-0.159144263	6.767742582	0.508517557	0.659834197	0.017861298	scaffold_131	259245	259314	-	0	JGI_V11_63035	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0586	KOG0586	FBgn0034376	Q4QQA7
scaffold_15_981884_981905_+	14.51747223	12.45716114	13.72873046	15.03369413	13.23759366	18.23506202	20.07542133	20.7054078	0.058073088	4.364521693	0.974010188	1	0.020474288	scaffold_15	981884	981905	+	0	JGI_V11_100620	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG1027	KOG1027	0	0
scaffold_15_1122308_1122338_-	4.882360483	5.009884913	0	12.11945834	8.65294436	0.05580515	5.838285383	5.50588326	1.63213462	3.047203296	0.008435667	0.023323486	0.038888975	scaffold_15	1122308	1122338	-	0	JGI_V11_315830	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG4475	KOG4475	FBgn0053519	A8DYP0
scaffold_17_827979_828155_-	179.8831948	176.6353972	184.9518024	128.9024522	125.4359932	162.3665614	210.5822065	142.2332665	-0.504810704	7.576199772	0.020418075	0.04981106	0.019408633	scaffold_17	827979	828155	-	0	JGI_V11_223674	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0668	KOG0668	FBgn0000258	P08181
scaffold_174_126939_126954_-	9.021438831	7.62132565	10.32871032	8.700563515	7.144420758	12.66786961	7.524264734	12.72775645	-0.180569487	3.716802133	0.769503713	0.880338072	0.025297491	scaffold_174	126939	126954	-	0	JGI_V11_262706	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG1027	KOG1027	0	0
scaffold_183_29730_29735_+	51.06581043	40.0722519	53.79116068	91.63828287	65.72564949	102.3845027	84.18204553	97.1119604	0.702743327	6.427896059	0.00570505	0.016708233	0.021634805	scaffold_183	29730	29735	+	0	JGI_V11_263176	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG1027	KOG1027	0	0
scaffold_20_915515_915551_-	21.77077327	25.6423736	24.37481038	26.63947842	23.3606841	26.92676295	32.82282522	24.66903253	0.062379715	4.994659306	0.862560093	0.947411221	0.019544915	scaffold_20	915515	915551	-	0	JGI_V11_211157	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG2345	KOG2345	FBgn0037491	Q9VI84
scaffold_20_1092186_1092220_-	11.5929216	10.2363272	11.41632464	15.31567466	16.7777707	10.91028095	13.43908306	12.21529332	0.528229685	4.077894635	0.21279551	0.343189212	0.021764311	scaffold_20	1092186	1092220	-	0	JGI_V11_317376	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG4250	KOG4250	FBgn0024222	Q9VEZ5
scaffold_211_12059_12134_-	89.11470257	98.18722507	82.65712012	112.6332441	89.50354651	81.58921031	77.14271453	76.79820482	0.167290694	6.700801239	0.440921843	0.593824511	0.015397473	scaffold_211	12059	12134	-	0	JGI_V11_303533	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0577	KOG0577	FBgn0031030	Q0KHQ5
scaffold_23_1177832_1177894_-	72.18800116	78.98546895	70.67375017	80.85836312	71.19627428	77.74139665	93.89412425	65.80169393	0.039770877	6.493874312	0.881830408	0.960856611	0.018321137	scaffold_23	1177832	1177894	-	0	JGI_V11_211626	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0574	KOG0574	FBgn0261456	Q8T0S6
scaffold_24_962896_962932_-	6.705153021	6.752279172	11.14881803	13.89699061	22.01891499	19.57743153	21.78952911	17.07271225	1.118355252	4.259955625	0.009144932	0.024999422	0.025581134	scaffold_24	962896	962932	-	0	JGI_V11_303863	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG1027	KOG1027	0	0
scaffold_24_1016450_1016466_-.1	9.922633	10.11870067	12.21841424	5.555972496	7.345136583	8.614026563	7.894146132	12.14940135	-0.72825468	3.6953646	0.178201388	0.299690295	0.024492328	scaffold_24	1016450	1016466	-	0	JGI_V11_103172	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG1027	KOG1027	0	0
scaffold_24_1031591_1031679_-	6.103132277	0	6.331365439	0.033886004	9.562751272	11.00015464	8.38401733	14.35915241	0.228010174	3.343655351	0.895486521	0.970078643	0.064444376	scaffold_24	1031591	1031679	-	0	JGI_V11_303873	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG1027	KOG1027	0	0
scaffold_31_319117_319149_-	20.12556958	24.02407161	24.13632795	20.82897793	16.92902112	20.82760842	23.32110695	16.72343147	-0.268611187	4.719438738	0.471709312	0.624387875	0.020855829	scaffold_31	319117	319149	-	0	JGI_V11_128574	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG1093	KOG1093	FBgn0029736	Q9W4F8
scaffold_35_351425_351474_-	21.81247154	21.63717519	22.22750622	20.14743786	12.5857717	20.08818413	21.62361606	26.57301552	-0.416804344	4.715631847	0.288294133	0.432866287	0.021699423	scaffold_35	351425	351474	-	0	JGI_V11_197940	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0582	KOG0582	FBgn0023083	Q7KSD3
scaffold_37_493306_493323_+	0	0	8.26792492	0.032114828	8.993125583	5.531775713	6.916516994	7.748529357	0.731630298	2.918169876	0.484493192	0.636921531	0.145492372	scaffold_37	493306	493323	+	0	JGI_V11_105611	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG1027	KOG1027	0	0
scaffold_37_867382_867389_-	17.70566556	18.50440013	24.97992397	36.40714359	33.58725342	12.29102529	15.45440871	14.06316119	0.775328192	4.762765287	0.015464992	0.039281619	0.021158096	scaffold_37	867382	867389	-	0	JGI_V11_305289	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0613	KOG0613	FBgn0013988	A1ZA66
scaffold_46_37123_37202_+.1	73.06324219	76.37057863	68.77843768	73.59190125	61.09163999	64.61158258	73.56603872	69.19657336	-0.111050507	6.372599327	0.6541236	0.789024001	0.014586345	scaffold_46	37123	37202	+	0	JGI_V11_306153	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0579	KOG0579	FBgn0035001	B7YZQ1
scaffold_50_343422_343445_+	4.87066081	0	5.995915653	6.085979013	8.261644336	8.28664842	8.805605935	0.076325395	0.980965797	3.05453078	0.153448573	0.266467739	0.057973697	scaffold_50	343422	343445	+	0	JGI_V11_306600	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0607	KOG0607	FBgn0017581	Q94548
scaffold_50_343629_343631_+	13.25879438	13.32633368	16.43576404	20.46019166	21.83771665	17.53391432	18.15801134	19.04457081	0.555994324	4.480379938	0.14963554	0.261406536	0.020201767	scaffold_50	343629	343631	+	0	JGI_V11_306600	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0607	KOG0607	FBgn0017581	Q94548
scaffold_50_345949_345995_+	17.86067359	21.18049892	20.69252167	20.3075761	17.61092716	21.61865495	20.17771392	19.99751753	-0.070778044	4.655716738	0.885033605	0.962543757	0.019458663	scaffold_50	345949	345995	+	0	JGI_V11_306600	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0607	KOG0607	FBgn0017581	Q94548
scaffold_65_185330_185351_-	7.792173044	9.169273491	8.577520702	11.08339649	10.69829038	8.970618795	11.5193227	10.91019282	0.349408135	3.761331607	0.535051072	0.683591591	0.023041099	scaffold_65	185330	185351	-	0	JGI_V11_215363	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0984	KOG0984	FBgn0261524	O62602
scaffold_74_577461_577530_-	11.06931313	11.36968691	12.19662926	13.40796641	5.466132434	0.040441326	7.811123425	0.038683892	-0.287096504	3.499900403	0.682615641	0.813466949	0.04512236	scaffold_74	577461	577530	-	0	JGI_V11_299641	"GO:0004672,GO:0005524,GO:0006468,GO:0004713,GO:0004674"	KOG0592	KOG0592	FBgn0020386	Q9W0V1
