chr start end strand gene gene_start gene_end gene_strand expression
5135 scaffold_24 1187074 1187079 + JGI_V11_243400 1186975 1191514 + 77.9074307096277
5137 scaffold_24 1201891 1201899 + JGI_V11_303879 1201833 1203155 + 2216.04250578369
5138 scaffold_24 1202515 1202536 + JGI_V11_303879 1201833 1203155 + 6.53981332425251
5139 scaffold_24 1207564 1207603 + JGI_V11_103221 1207589 1208536 + 13687.4187501231
5140 scaffold_24 1207793 1207831 + JGI_V11_103221 1207589 1208536 + 42.4906144410197
5141 scaffold_24 1208217 1208304 + JGI_V11_103221 1207589 1208536 + 155.098944295112
5142 scaffold_24 1209990 1210017 + JGI_V11_303951 1209803 1213979 + 116.676895864966
5143 scaffold_24 1263926 1263979 + JGI_V11_103233 1263839 1265735 + 110.623841567023
5151 scaffold_24 1295874 1295936 + JGI_V11_318420 1295679 1301882 + 41629.5424131383
5152 scaffold_24 1296066 1296113 + JGI_V11_318420 1295679 1301882 + 516.586401193949
5153 scaffold_24 1296288 1296326 + JGI_V11_318420 1295679 1301882 + 47.2216751412361
5154 scaffold_24 1296536 1296538 + JGI_V11_318420 1295679 1301882 + 5.43437869092859
5155 scaffold_24 1296774 1296918 + JGI_V11_318420 1295679 1301882 + 826.621845334792
5156 scaffold_24 8139 8201 - JGI_V11_303814 6255 8377 - 403.999309186793
5157 scaffold_24 15279 15314 - JGI_V11_303885 12477 15422 - 246.267254391101
5158 scaffold_24 20340 20475 - JGI_V11_318183 19373 20981 - 272.419974304922
5159 scaffold_24 20763 20865 - JGI_V11_318183 19373 20981 - 1844.31710063641
5162 scaffold_24 41112 41165 - JGI_V11_303887 37351 41183 - 68.7365839688344
5163 scaffold_24 78012 78043 - JGI_V11_303819 75793 78236 - 236.689185196147
5164 scaffold_24 134427 134484 - JGI_V11_303889 129975 134603 - 35.7994059560082
5165 scaffold_24 168704 168708 - JGI_V11_243151 167365 168943 - 21.2852534552299
5166 scaffold_24 191349 191371 - JGI_V11_243159 188273 193729 - 131.988937286111
5169 scaffold_24 360357 360387 - JGI_V11_318231 357353 360513 - 146.211909069308
5170 scaffold_24 409173 409316 - JGI_V11_303901 407972 409573 - 413.721786190141
5172 scaffold_24 499394 499418 - JGI_V11_50816 499335 502187 - 319.286886187102
5174 scaffold_24 557459 557471 - JGI_V11_230893 556622 558339 - 16.4376232878873
5175 scaffold_24 557760 557782 - JGI_V11_230893 556622 558339 - 87.8020899278906
5176 scaffold_24 558116 558181 - JGI_V11_230893 556622 558339 - 6737.70265881051
5177 scaffold_24 579040 579116 - JGI_V11_303904 574434 579246 - 769.319565202856
5178 scaffold_24 588999 589044 - JGI_V11_318256 583551 589200 - 77.1107713323306
5178.1 scaffold_24 588999 589044 - JGI_V11_303831 588925 590726 - 77.1107713323306
5179 scaffold_24 590525 590527 - JGI_V11_303831 588925 590726 - 57.0216655363055
5180 scaffold_24 593900 593935 - JGI_V11_211709 592042 594125 - 908.366383699541
5184 scaffold_24 703557 703558 - JGI_V11_196656 702458 704750 - 15.1056407117578
5187 scaffold_24 731640 731646 - JGI_V11_303849 730198 731846 - 249.645935934116
5190 scaffold_24 767721 767743 - JGI_V11_211767 763968 767911 - 141.196332307873
5191 scaffold_24 812890 812897 - JGI_V11_438 811381 819634 - 11.3722044099885
5192 scaffold_24 832463 832467 - JGI_V11_211780 830372 832655 - 37.1999180417503
5193 scaffold_24 843696 843730 - JGI_V11_303858 841477 843954 - 424.549803934107
5194 scaffold_24 861505 861506 - JGI_V11_50893 859583 861628 - 15.8669306106412
5195 scaffold_24 864307 864309 - JGI_V11_303924 861544 864346 - 5.62211251814888
5197 scaffold_24 866661 866669 - JGI_V11_318319 864806 866713 - 48.5335317189919
5198 scaffold_24 871907 871915 - JGI_V11_196706 869766 872083 - 353.697243156319
5199 scaffold_24 873168 873194 - JGI_V11_303927 872387 875197 - 11.1283135594252
5200 scaffold_24 929439 929445 - JGI_V11_303929 926981 929955 - 6.05901369171849
5201 scaffold_24 952607 952618 - JGI_V11_303862 951124 952814 - 49.6083239771279
5202 scaffold_24 962896 962932 - JGI_V11_303863 961523 963129 - 116.689291139116
5205 scaffold_24 996613 996626 - JGI_V11_224569 995696 996832 - 10.0966303102847
5206 scaffold_24 1010597 1010636 - JGI_V11_318357 1010562 1012644 - 200.544727974367
5207 scaffold_24 1016450 1016466 - JGI_V11_303869 1014753 1016648 - 74.4311366861257
5207.1 scaffold_24 1016450 1016466 - JGI_V11_103172 1016406 1017754 - 74.4311366861257
5208 scaffold_24 1021793 1021828 - JGI_V11_303937 1018884 1022007 - 292.287830563304
5209 scaffold_24 1027287 1027303 - JGI_V11_303872 1026425 1027503 - 46.6531109128729
5210 scaffold_24 1031591 1031679 - JGI_V11_303873 1030068 1031820 - 54.4689607363512
5211 scaffold_24 1083217 1083304 - JGI_V11_303941 1080769 1083481 - 843.706290399447
5212 scaffold_24 1088470 1088472 - JGI_V11_103191 1087866 1088748 - 5.5874597808139
5214 scaffold_24 1095035 1095107 - JGI_V11_303875 1092938 1095293 - 691.121500512656
5217 scaffold_24 1137472 1137501 - JGI_V11_224590 1135450 1137723 - 877.029143906087
5218 scaffold_24 1139090 1139123 - JGI_V11_303876 1137738 1139363 - 188.468883322103
5219 scaffold_24 1185845 1185858 - JGI_V11_303947 1183404 1186012 - 91.5606380729148
5220 scaffold_24 1185919 1186002 - JGI_V11_303947 1183404 1186012 - 2258.92002347233
5221 scaffold_24 1209870 1209919 - JGI_V11_303950 1208715 1210097 - 108.907077629951
5222 scaffold_24 1259797 1259883 - JGI_V11_303881 1258288 1260066 - 374.777930888415
5223 scaffold_24 1267426 1267438 - JGI_V11_51128 1265738 1267525 - 118.509609757924
5225 scaffold_241 33693 33702 + JGI_V11_333503 33575 38756 + 11.767211045298
5227 scaffold_241 25748 25776 - JGI_V11_265181 25259 25893 - 353.533684110146
5227.1 scaffold_241 25748 25776 - JGI_V11_303962 25503 29295 - 353.533684110146
5228 scaffold_241 26881 26900 - JGI_V11_303962 25503 29295 - 11.5139082662834
5231 scaffold_241 39425 39495 - JGI_V11_93752 38319 39728 - 9534.85577871134
5232 scaffold_245 8880 8890 + JGI_V11_65736 8733 10058 + 316.919816040071
5233 scaffold_245 22935 23039 + JGI_V11_229701 22741 24847 + 1015.2138422756
5234 scaffold_245 24871 24888 + JGI_V11_65744 24799 28282 + 65.7191607222102
5236 scaffold_245 42104 42257 + JGI_V11_333581 41949 48477 + 873.178721692638
5237 scaffold_245 42548 42553 + JGI_V11_333581 41949 48477 + 42.1794496058204
5238 scaffold_245 42914 42933 + JGI_V11_333581 41949 48477 + 30.3871518468355
5239 scaffold_245 48023 48027 + JGI_V11_333581 41949 48477 + 14.0419750895782
5241 scaffold_245 60881 60991 + JGI_V11_303971 60733 63663 + 185.795766035249
5242 scaffold_245 11155 11161 - JGI_V11_117590 9955 11317 - 86.2837454205777
5243 scaffold_245 41578 41619 - JGI_V11_117600 38768 41643 - 160.219598237089
5245 scaffold_245 80388 80468 - JGI_V11_303972 79571 80840 - 140.497462053977
5246 scaffold_245 84042 84061 - JGI_V11_231870 83267 84259 - 4173.30514534405
5247 scaffold_25 47166 47192 + JGI_V11_382 47062 53303 + 46.9566547771592
5248 scaffold_25 57180 57187 + JGI_V11_196790 56980 66673 + 486.170457213584
5249 scaffold_25 74867 74991 + JGI_V11_304059 74799 84854 + 381.306244554783
5250 scaffold_25 94383 94389 + JGI_V11_304063 93603 103365 + 214.270988928713
5252 scaffold_25 108452 108477 + JGI_V11_304064 105420 108552 + 223.082754300705
5253 scaffold_25 110950 111055 + JGI_V11_318428 109227 110997 + 208.114212279729
5253.1 scaffold_25 110950 111055 + JGI_V11_303986 110803 112549 + 208.114212279729
5258 scaffold_25 180532 180535 + JGI_V11_303990 180332 181726 + 83.3377385139639
5260 scaffold_25 211715 211719 + JGI_V11_103274 211420 215112 + 5.55776997953178
5261 scaffold_25 215957 215982 + JGI_V11_211890 215763 217573 + 5252.02439578748
5262 scaffold_25 216196 216215 + JGI_V11_211890 215763 217573 + 323.705981029242
5263 scaffold_25 216379 216587 + JGI_V11_211890 215763 217573 + 92.7862458324843
5264 scaffold_25 216805 216828 + JGI_V11_211890 215763 217573 + 79.0304231231974
5265 scaffold_25 217534 217556 + JGI_V11_211890 215763 217573 + 126.529210676882
5267 scaffold_25 230463 230471 + JGI_V11_303993 230265 231512 + 688.188391224823
5268 scaffold_25 234669 234677 + JGI_V11_318456 234120 235389 + 836.744390299101
5269 scaffold_25 243070 243124 + JGI_V11_243473 242777 243824 + 140.305750199249
5270 scaffold_25 265416 265461 + JGI_V11_230922 265223 266741 + 873.983947242027
5271 scaffold_25 265751 265771 + JGI_V11_230922 265223 266741 + 38.3340315772556
5272 scaffold_25 284351 284359 + JGI_V11_318471 284164 288416 + 55.8712377923084
5273 scaffold_25 330115 330188 + JGI_V11_224649 329935 333137 + 732.525878969797
5275 scaffold_25 356029 356030 + JGI_V11_304085 355852 357550 + 17.5344869174038
5276 scaffold_25 358189 358273 + JGI_V11_318486 358079 359748 + 1139.98340020244
5277 scaffold_25 362429 362434 + JGI_V11_303999 362229 363593 + 213.527098741638
5278 scaffold_25 364160 364165 + JGI_V11_318488 363993 365441 + 399.232809320226
5279 scaffold_25 418590 418684 + JGI_V11_304000 418413 419809 + 585.667275491807
5280 scaffold_25 423453 423487 + JGI_V11_51173 423317 424413 + 34.1578915273167
5281 scaffold_25 503290 503311 + JGI_V11_230925 503121 504592 + 10.5857302259504
5282 scaffold_25 513573 513576 + JGI_V11_188183 512249 515911 + 51.7648322375302
5283 scaffold_25 518374 518441 + JGI_V11_304007 518180 522039 + 144.056186828334
5284 scaffold_25 566072 566103 + JGI_V11_243559 559231 568614 + 423.642322363627
5286 scaffold_25 625884 625889 + JGI_V11_243575 625736 626957 + 382.142055426105
5287 scaffold_25 643749 643801 + JGI_V11_304017 643594 644870 + 384.926911866386
5288 scaffold_25 645267 645273 + JGI_V11_318553 645120 648817 + 33.7966852899404
5290 scaffold_25 669132 669233 + JGI_V11_51367 668889 669716 + 18.3709661323295
5291 scaffold_25 669387 669394 + JGI_V11_51367 668889 669716 + 108.247762270234
5294 scaffold_25 696061 696066 + JGI_V11_318568 695967 697672 + 17.9363560080975
5295 scaffold_25 705087 705088 + JGI_V11_318571 704666 708839 + 64.2560496450692
5296 scaffold_25 730266 730273 + JGI_V11_318578 722577 732673 + 209.824397197285
5297 scaffold_25 733165 733236 + JGI_V11_318579 733139 737663 + 1376.72428138756
5298 scaffold_25 795472 795531 + JGI_V11_304026 795289 796554 + 281.900899421398
5299 scaffold_25 810710 810744 + JGI_V11_304027 810510 812298 + 232.274925856621
5300 scaffold_25 817127 817160 + JGI_V11_304029 816937 818786 + 173.328165431727
5301 scaffold_25 817275 817335 + JGI_V11_304029 816937 818786 + 82.5025964647429
5303 scaffold_25 829970 829991 + JGI_V11_304030 829834 832613 + 385.562942340555
5305 scaffold_25 844579 844580 + JGI_V11_318602 843362 846322 + 29.5621152411994
5307 scaffold_25 896031 896037 + JGI_V11_304115 892689 896075 + 5.23582674470517
5307.1 scaffold_25 896031 896037 + JGI_V11_128395 895948 897454 + 5.23582674470517
5308 scaffold_25 898749 898840 + JGI_V11_51324 898833 901018 + 972.62552686984
5311 scaffold_25 947273 947294 + JGI_V11_304118 946024 949263 + 41.1076023003789
5316 scaffold_25 950258 950266 + JGI_V11_304119 950115 953241 + 111.334751960859
5317 scaffold_25 950380 950383 + JGI_V11_304119 950115 953241 + 39.0936580891737
5318 scaffold_25 950876 950883 + JGI_V11_304119 950115 953241 + 18.6927783878433
5319 scaffold_25 951256 951274 + JGI_V11_304119 950115 953241 + 28.1642704646164
5321 scaffold_25 956674 956724 + JGI_V11_304036 956493 957764 + 365.220252155853
5322 scaffold_25 993508 993514 + JGI_V11_304121 993309 995661 + 262.652233712895
5324 scaffold_25 996147 996185 + JGI_V11_304122 996101 1000478 + 1923.03767844877
5325 scaffold_25 996337 996358 + JGI_V11_304122 996101 1000478 + 37.7328990299772
5326 scaffold_25 996738 996775 + JGI_V11_304122 996101 1000478 + 19.4297728964848
5328 scaffold_25 1031681 1031742 + JGI_V11_304125 1031557 1033590 + 2227.76157943219
5329 scaffold_25 1031994 1031997 + JGI_V11_304125 1031557 1033590 + 41.7225839299655
5330 scaffold_25 1034080 1034095 + JGI_V11_304126 1033769 1035595 + 90.3098219149165
5331 scaffold_25 1045134 1045145 + JGI_V11_318636 1045091 1046587 + 5.05167596621531
5332 scaffold_25 1045255 1045263 + JGI_V11_318636 1045091 1046587 + 7297.85350971406
5333 scaffold_25 1045530 1045534 + JGI_V11_318636 1045091 1046587 + 240.688927885718
5334 scaffold_25 1045674 1045690 + JGI_V11_318636 1045091 1046587 + 43.4154712381718
5335 scaffold_25 1045863 1045885 + JGI_V11_318636 1045091 1046587 + 44.747536596533
5336 scaffold_25 1048110 1048136 + JGI_V11_304130 1047910 1051162 + 518.954557818932
5339 scaffold_25 1056619 1056879 + JGI_V11_243700 1056401 1060579 + 95.546535116767
5340 scaffold_25 1057590 1057647 + JGI_V11_243700 1056401 1060579 + 75.0657882326384
5341 scaffold_25 1062933 1062948 + JGI_V11_318643 1062650 1064033 + 28.2968693004594
5342 scaffold_25 1063982 1064050 + JGI_V11_318643 1062650 1064033 + 4680.45843697839
5342.1 scaffold_25 1063982 1064050 + JGI_V11_224750 1063784 1064783 + 4680.45843697839
5343 scaffold_25 1064170 1064173 + JGI_V11_224750 1063784 1064783 + 5.21040935581104
5344 scaffold_25 1066534 1066586 + JGI_V11_51378 1066389 1070652 + 431.802002314683
5348 scaffold_25 1108839 1108849 + JGI_V11_243712 1105169 1111213 + 336.016136732832
5349 scaffold_25 1112173 1112364 + JGI_V11_318657 1112004 1118454 + 1802.70702497413
5350 scaffold_25 1115144 1115169 + JGI_V11_318657 1112004 1118454 + 19.8610903355427
5351 scaffold_25 1115386 1115401 + JGI_V11_318657 1112004 1118454 + 92.5319625482836
5352 scaffold_25 1117227 1117244 + JGI_V11_318657 1112004 1118454 + 33.8809276228374
5353 scaffold_25 1117405 1117424 + JGI_V11_318657 1112004 1118454 + 36.0073058702201
5355 scaffold_25 1136795 1136836 + JGI_V11_224775 1136646 1139052 + 6.42617153883361
5357 scaffold_25 1164499 1164509 + JGI_V11_304050 1164299 1166176 + 122.594652538303
5358 scaffold_25 1167053 1167057 + JGI_V11_304051 1166797 1169345 + 12.2933048781931
5359 scaffold_25 1170184 1170189 + JGI_V11_318672 1170060 1170836 + 248.493853063329
5360 scaffold_25 1202920 1202962 + JGI_V11_224784 1202913 1207746 + 130.416540764506
5361 scaffold_25 1257161 1257167 + JGI_V11_304149 1256966 1258970 + 138.231698662882
5362 scaffold_25 1259432 1259438 + JGI_V11_103558 1259393 1261686 + 50.6313067185731
5363 scaffold_25 115380 115407 - JGI_V11_303988 113861 115622 - 5.25042508249226
5364 scaffold_25 133711 133715 - JGI_V11_32841 132316 133874 - 31.5086864525405
5367 scaffold_25 140532 140551 - JGI_V11_303989 138907 140722 - 140.418185868128
5368 scaffold_25 185304 185311 - JGI_V11_243454 182498 186212 - 107.793142754483
5369 scaffold_25 185421 185435 - JGI_V11_243454 182498 186212 - 22.8548663496407
5370 scaffold_25 190174 190180 - JGI_V11_224629 189013 190379 - 708.766331713675
5371 scaffold_25 191720 191747 - JGI_V11_303992 190725 192165 - 5.57163054303576
5372 scaffold_25 191922 191927 - JGI_V11_303992 190725 192165 - 1279.51055173256
5373 scaffold_25 195186 195200 - JGI_V11_304067 193458 195395 - 307.190333594398
5374 scaffold_25 197101 197107 - JGI_V11_103271 196138 197238 - 266.30541244407
5375 scaffold_25 201530 201553 - JGI_V11_304068 198253 201752 - 237.659742609819
5376 scaffold_25 225376 225381 - JGI_V11_243466 224071 225558 - 79.7771617423126
5378 scaffold_25 307057 307117 - JGI_V11_318475 301224 307252 - 521.686199478358
5379 scaffold_25 334677 334680 - JGI_V11_304081 333200 335423 - 17.394707090865
5380 scaffold_25 334902 334904 - JGI_V11_304081 333200 335423 - 58.7352687207392
5381 scaffold_25 335168 335217 - JGI_V11_304081 333200 335423 - 551.146109977848
5383 scaffold_25 368923 368931 - JGI_V11_304152 367323 369126 - 111.801495912584
5384 scaffold_25 369902 369978 - JGI_V11_304087 369116 371294 - 696.681880321305
5385 scaffold_25 370512 370533 - JGI_V11_304087 369116 371294 - 11.2227755887819
5386 scaffold_25 370768 370807 - JGI_V11_304087 369116 371294 - 35.6475770038096
5387 scaffold_25 371102 371128 - JGI_V11_304087 369116 371294 - 3045.54330780508
5388 scaffold_25 392077 392083 - JGI_V11_243520 391631 406853 - 152.304900269
5389 scaffold_25 392228 392314 - JGI_V11_243520 391631 406853 - 17.8131081667797
5390 scaffold_25 421087 421155 - JGI_V11_188180 419443 422892 - 262.984822075304
5391 scaffold_25 421509 421599 - JGI_V11_188180 419443 422892 - 857.218699869053
5392 scaffold_25 421702 421857 - JGI_V11_188180 419443 422892 - 867.534200777883
5393 scaffold_25 421991 422125 - JGI_V11_188180 419443 422892 - 1140.96796771823
5394 scaffold_25 422652 422727 - JGI_V11_188180 419443 422892 - 7492.07436986289
5395 scaffold_25 501936 501948 - JGI_V11_304089 499665 502266 - 12.3925433017173
5396 scaffold_25 502068 502091 - JGI_V11_304089 499665 502266 - 112.895619090538
5396.1 scaffold_25 502068 502091 - JGI_V11_304003 502059 503197 - 112.895619090538
5399 scaffold_25 535164 535165 - JGI_V11_318523 531292 536452 - 95.7349955846455
5403 scaffold_25 541547 541553 - JGI_V11_304009 541471 543302 - 61.7749345373632
5404 scaffold_25 548902 548933 - JGI_V11_304010 547167 549152 - 129.099646699485
5408 scaffold_25 615412 615456 - JGI_V11_318539 613383 615525 - 114.867295267417
5409 scaffold_25 671644 671718 - JGI_V11_304099 670731 671976 - 7913.69969721599
5410 scaffold_25 682977 683092 - JGI_V11_224701 679024 684259 - 238.527352352455
5411 scaffold_25 684173 684204 - JGI_V11_224701 679024 684259 - 21.4257462612575
5411.1 scaffold_25 684173 684204 - JGI_V11_304101 684100 687761 - 21.4257462612575
5412 scaffold_25 687511 687529 - JGI_V11_304101 684100 687761 - 70.122337349967
5413 scaffold_25 717846 717880 - JGI_V11_318574 715520 718006 - 73.3613549421563
5413.1 scaffold_25 717846 717880 - JGI_V11_304106 717834 721219 - 73.3613549421563
5414 scaffold_25 741461 741464 - JGI_V11_304022 740704 742148 - 5.06753872398273
5415 scaffold_25 741628 741658 - JGI_V11_304022 740704 742148 - 65.5504010968906
5416 scaffold_25 741934 741953 - JGI_V11_304022 740704 742148 - 1537.99208978792
5419 scaffold_25 796909 796934 - JGI_V11_318590 796152 797138 - 74.0909371437611
5420 scaffold_25 810647 810676 - JGI_V11_318593 803727 810732 - 69.0859000462772
5421 scaffold_25 814611 814690 - JGI_V11_304112 812219 814884 - 3797.54261866728
5422 scaffold_25 814869 814902 - JGI_V11_304112 812219 814884 - 78.8675501489422
5422.1 scaffold_25 814869 814902 - JGI_V11_304028 814799 816576 - 78.8675501489422
5423 scaffold_25 815402 815730 - JGI_V11_304028 814799 816576 - 1800.80293166229
5424 scaffold_25 816085 816092 - JGI_V11_304028 814799 816576 - 115.876820211775
5425 scaffold_25 816310 816414 - JGI_V11_304028 814799 816576 - 6538.52287705378
5427 scaffold_25 852229 852271 - JGI_V11_304031 851485 852434 - 1560.55676330495
5429 scaffold_25 911736 911758 - JGI_V11_304035 911209 912660 - 12.2251744917123
5430 scaffold_25 912456 912462 - JGI_V11_304035 911209 912660 - 224.837615302891
5432 scaffold_25 987100 987101 - JGI_V11_243680 986482 987257 - 14.2467974844784
5433 scaffold_25 1030893 1030899 - JGI_V11_318630 1029468 1031035 - 45.5191328316455
5434 scaffold_25 1044694 1044695 - JGI_V11_304128 1042969 1044967 - 128.971345759907
5437 scaffold_25 1062833 1062865 - JGI_V11_318642 1060290 1063043 - 117.297885096722
5438 scaffold_25 1066314 1066318 - JGI_V11_318645 1064396 1066479 - 21.1441743823761
5439 scaffold_25 1066422 1066470 - JGI_V11_318645 1064396 1066479 - 146.63411442664
5440 scaffold_25 1100970 1100999 - JGI_V11_304136 1098695 1101204 - 57.9038902257648
5441 scaffold_25 1103545 1103562 - JGI_V11_318654 1101474 1103672 - 5.06605257512518
5443 scaffold_25 1174792 1174884 - JGI_V11_224783 1173710 1176523 - 261.109421752893
5444 scaffold_25 1175279 1175299 - JGI_V11_224783 1173710 1176523 - 25.6528663165703
5445 scaffold_25 1175548 1175650 - JGI_V11_224783 1173710 1176523 - 468.092542664737
5446 scaffold_25 1175810 1175821 - JGI_V11_224783 1173710 1176523 - 74.1644290910512
5447 scaffold_25 1175984 1176014 - JGI_V11_224783 1173710 1176523 - 432.199941281349
5450 scaffold_25 1208519 1208588 - JGI_V11_51462 1207528 1208548 - 562.560072494637
5451 scaffold_25 1215153 1215186 - JGI_V11_304146 1213740 1215449 - 221.29513213875
5452 scaffold_25 1220512 1220516 - JGI_V11_224791 1216935 1220714 - 231.132422512361
5455 scaffold_252 30664 30696 + JGI_V11_219439 30508 33772 + 80.6990087656919
5456 scaffold_252 31075 31091 + JGI_V11_219439 30508 33772 + 5.38408966767141
5458 scaffold_252 41275 41280 - JGI_V11_333654 39273 41302 - 18.3033696921736
5459 scaffold_252 44542 44548 - JGI_V11_304160 41473 44745 - 1351.56240460833
5460 scaffold_253 75145 75150 + JGI_V11_265482 75106 82199 + 448.996236461646
5461 scaffold_253 76197 76242 + JGI_V11_265482 75106 82199 + 1103.06782007765
5462 scaffold_253 76453 76456 + JGI_V11_265482 75106 82199 + 21.3603389284733
5463 scaffold_253 76673 76719 + JGI_V11_265482 75106 82199 + 27.1162574685545
5464 scaffold_253 87375 87421 + JGI_V11_304164 87212 88528 + 125.943595533447
5467 scaffold_26 169485 169498 + JGI_V11_304172 169290 170827 + 1081.61924025985
5469 scaffold_26 464914 464974 + JGI_V11_304176 464732 466609 + 2175.50195436394
5470 scaffold_26 465619 465641 + JGI_V11_304176 464732 466609 + 21.865400301672
5476 scaffold_26 715221 715276 + JGI_V11_304182 715032 717543 + 387.710575603526
5478 scaffold_26 757877 757882 + JGI_V11_318851 757810 760393 + 26.0434247833309
5479 scaffold_26 769371 769394 + JGI_V11_304185 769199 770562 + 62.1030269297945
5481 scaffold_26 790206 790255 + JGI_V11_304186 790017 792085 + 154.937811877135
5482 scaffold_26 794127 794231 + JGI_V11_304206 794012 797247 + 4262.35643037172
5483 scaffold_26 794702 794705 + JGI_V11_304206 794012 797247 + 10.9557202107072
5484 scaffold_26 795275 795288 + JGI_V11_304206 794012 797247 + 76.0627539733073
5485 scaffold_26 795584 795768 + JGI_V11_304206 794012 797247 + 201.167946248394
5486 scaffold_26 796176 796300 + JGI_V11_304206 794012 797247 + 154.506340304132
5489 scaffold_26 814064 814069 + JGI_V11_197078 814058 818159 + 244.770796629095
5493 scaffold_26 851043 851077 + JGI_V11_35768 850804 851743 + 402.56704869688
5494 scaffold_26 851420 851510 + JGI_V11_35768 850804 851743 + 157.81371362268
5495 scaffold_26 1013968 1014027 + JGI_V11_318903 1013849 1015746 + 839.912188121706
5496 scaffold_26 1014273 1014343 + JGI_V11_318903 1013849 1015746 + 121.82023501088
5497 scaffold_26 1014561 1014564 + JGI_V11_318903 1013849 1015746 + 38.5660773832561
5498 scaffold_26 1014937 1014947 + JGI_V11_318903 1013849 1015746 + 5.50819426519862
5499 scaffold_26 1015737 1015757 + JGI_V11_318903 1013849 1015746 + 266.288452669334
5499.1 scaffold_26 1015737 1015757 + JGI_V11_243998 1015684 1018573 + 266.288452669334
5500 scaffold_26 1018724 1018736 + JGI_V11_318905 1018684 1021752 + 141.867712708437
5502 scaffold_26 1122343 1122411 + JGI_V11_304214 1122151 1124812 + 669.245550285096
5503 scaffold_26 172979 173035 - JGI_V11_318727 170477 176279 - 113.415703984349
5504 scaffold_26 176122 176143 - JGI_V11_318727 170477 176279 - 14.858183803813
5507 scaffold_26 697828 697849 - JGI_V11_304200 696790 698053 - 61.8257095283414
5507.1 scaffold_26 697828 697849 - JGI_V11_304178 697818 699125 - 61.8257095283414
5512 scaffold_26 761366 761380 - JGI_V11_304184 760016 761615 - 67.9539761150396
5514 scaffold_26 793894 793909 - JGI_V11_51670 793163 793950 - 11.761928118231
5515 scaffold_26 829506 829507 - JGI_V11_197084 827671 830117 - 5.62211251814888
5516 scaffold_26 829844 829935 - JGI_V11_197084 827671 830117 - 469.429428872551
5519 scaffold_26 1116797 1116802 - JGI_V11_212175 1115462 1122440 - 5.15360314163648
5520 scaffold_26 1118776 1118786 - JGI_V11_212175 1115462 1122440 - 63.4044163152041
5521 scaffold_26 1118967 1118968 - JGI_V11_212175 1115462 1122440 - 15.0782442074831
5522 scaffold_26 1119245 1119269 - JGI_V11_212175 1115462 1122440 - 1320.3200098269
5523 scaffold_26 1122135 1122249 - JGI_V11_212175 1115462 1122440 - 823.533573252694
5524 scaffold_26 1130742 1130964 - JGI_V11_304192 1129537 1131171 - 1184.47931197789
5526 scaffold_261 113694 113706 + JGI_V11_265629 113524 114477 + 127.125737516357
5527 scaffold_262 9235 9264 + JGI_V11_219465 9044 12656 + 761.466867711346
5528 scaffold_262 10307 10327 + JGI_V11_219465 9044 12656 + 5.20475705610062
5529 scaffold_262 14167 14181 + JGI_V11_219469 13968 16578 + 18.7850503149214
5532 scaffold_262 32461 32600 + JGI_V11_231875 32263 33762 + 5503.03888300773
5533 scaffold_262 32826 32852 + JGI_V11_231875 32263 33762 + 513.762856150821
5534 scaffold_262 35840 35899 + JGI_V11_229736 35637 47596 + 513.610898126065
5535 scaffold_262 38545 38546 + JGI_V11_229736 35637 47596 + 28.3165980551274
5537 scaffold_262 50515 50517 + JGI_V11_65845 48512 50620 + 10.6580093551235
5540 scaffold_262 31743 31869 - JGI_V11_304229 25539 32046 - 2615.4589059946
5542 scaffold_262 52792 52795 - JGI_V11_204530 51212 53173 - 55.6052873871082
5543 scaffold_262 52967 52976 - JGI_V11_204530 51212 53173 - 559.25425469566
5544 scaffold_263 13083 13161 - JGI_V11_229741 6279 13301 - 218.922567908401
5546 scaffold_27 35231 35321 + JGI_V11_197118 35080 37595 + 104.078769344737
5547 scaffold_27 36518 36530 + JGI_V11_197118 35080 37595 + 25.6936158015194
5548 scaffold_27 41299 41416 + JGI_V11_103759 41290 42209 + 598.777392721712
5550 scaffold_27 45245 45247 + JGI_V11_51776 45013 46983 + 6.327435355824
5552 scaffold_27 588090 588093 + JGI_V11_318992 577107 589385 + 14.8466857831594
5556 scaffold_27 888077 888207 + JGI_V11_103849 888099 889966 + 539.845550066105
5557 scaffold_27 896138 896164 + JGI_V11_230974 895958 897831 + 86.7364700106537
5559 scaffold_27 1166085 1166118 + JGI_V11_319093 1166094 1169364 + 51.0266004448199
5560 scaffold_27 35129 35130 - JGI_V11_304240 33792 35330 - 21.6984441233136
5563 scaffold_27 331201 331237 - JGI_V11_212197 327936 331431 - 170.826010812905
5565 scaffold_27 896090 896126 - JGI_V11_197141 894308 896301 - 297.314025335833
5566 scaffold_27 912844 912859 - JGI_V11_319054 907228 912868 - 125.7136039863
5568 scaffold_27 1165915 1166014 - JGI_V11_212220 1159809 1166135 - 1203.63444740803
5569 scaffold_273 48211 48215 + JGI_V11_229749 48012 49293 + 185.166340395725
5570 scaffold_273 49957 49963 + JGI_V11_93764 49757 51584 + 224.83708259127
5572 scaffold_273 36475 36480 - JGI_V11_333867 34818 36626 - 39.6802757920396
5574 scaffold_275 32432 32436 - JGI_V11_304267 29774 32566 - 53.1199876516151
5575 scaffold_275 63244 63275 - JGI_V11_231884 62610 63893 - 59.9170137251217
5576 scaffold_275 63672 63758 - JGI_V11_231884 62610 63893 - 1831.54739503109
