chr	start	end	breadth	score	strand	nTSSs	SI
4101	scaffold_21	979197	979198	2	3	-	633	1.52516728508641
4102	scaffold_21	979378	979388	11	3	-	53463	0.951271409590922
4103	scaffold_21	1038729	1038744	16	3	-	3828	-1.02923629605308
4104	scaffold_21	1040191	1040212	22	3	-	4922	-0.611788760011306
4105	scaffold_21	1057648	1057649	2	1	-	845	-0.47862153494231
4106	scaffold_21	1057690	1057691	2	1	-	1116	-1.46728469873975
4107	scaffold_21	1115671	1115706	36	3	-	3799	-2.01606188779607
4108	scaffold_21	1131139	1131145	7	3	-	2622	-1.4985846094612
4109	scaffold_21	1131178	1131230	53	3	-	5440	-2.79770364613073
4110	scaffold_21	1131497	1131498	2	2	-	651	0.0255172067928917
4111	scaffold_21	1142746	1142747	2	3	-	1124	1.35275630108347
4112	scaffold_21	1143007	1143009	3	3	-	792	0.164545581929408
4113	scaffold_21	1143320	1143321	2	2	-	377	1.30633583256887
4114	scaffold_21	1143611	1143645	35	3	-	46302	-1.53825068098595
4115	scaffold_21	1195668	1195683	16	3	-	4320	0.0770266150586967
4116	scaffold_21	1259910	1259915	6	3	-	4055	-0.550519361661983
4117	scaffold_21	1281715	1281752	38	3	-	3764	-2.59586735301098
4118	scaffold_21	1291316	1291331	16	3	-	3873	-0.218840039276255
4119	scaffold_21	1291851	1291875	25	3	-	2595	-1.69199481639418
4120	scaffold_21	1369019	1369023	5	2	-	334	0.285108684455502
4121	scaffold_21	1381781	1381792	12	3	-	20939	0.305409891427436
4122	scaffold_21	1396419	1396420	2	1	-	374	-0.0407192343797003
4123	scaffold_21	1418692	1418725	34	3	-	2942	-1.92772892220554
4124	scaffold_21	1421617	1421630	14	3	-	1058	-0.315592752837699
4125	scaffold_21	1422782	1422783	2	1	-	402	0.474993333372411
4126	scaffold_21	1424405	1424409	5	3	-	3526	0.680926449880283
4127	scaffold_21	1442426	1442428	3	3	-	2453	0.803938641922935
4128	scaffold_21	1446351	1446358	8	3	-	403	-0.395457082554769
4129	scaffold_21	1448933	1448944	12	3	-	1419	-1.81971325264314
4130	scaffold_210	14575	14576	2	3	+	5817	1.35596129111824
4131	scaffold_210	73790	73797	8	3	+	13540	0.119758498082069
4132	scaffold_210	78904	78906	3	3	+	1095	-0.483770843992762
4133	scaffold_210	80480	80491	12	3	+	1879	-2.41995596391618
4134	scaffold_210	91344	91357	14	3	+	25972	0.394515320000471
4135	scaffold_210	123346	123355	10	3	+	888	-0.974448456373453
4136	scaffold_210	123748	123749	2	2	+	697	0.420583008261315
4137	scaffold_210	11253	11256	4	3	-	1620	-0.979520359115493
4138	scaffold_210	36267	36270	4	3	-	1064	-0.291683956194666
4139	scaffold_210	40969	40970	2	3	-	1392	1.25316586664406
4140	scaffold_210	44560	44561	2	3	-	711	0.781400635865185
4141	scaffold_210	47518	47519	2	1	-	276	0.768659792246895
4142	scaffold_210	50747	50748	2	3	-	1481	0.709012541914827
4143	scaffold_210	57086	57107	22	3	-	13720	-1.24842924660069
4144	scaffold_210	57130	57151	22	3	-	2244	-2.76647222287783
4145	scaffold_210	57180	57191	12	3	-	973	-0.989542134885447
4146	scaffold_210	62564	62574	11	3	-	2913	-1.57485095125925
4147	scaffold_210	71352	71353	2	3	-	822	1.16037687843539
4148	scaffold_211	39109	39155	47	3	+	10631	-1.98592357403037
4149	scaffold_211	49045	49048	4	3	+	914	0.453366539341956
4150	scaffold_211	50730	50755	26	3	+	2301	-2.2150604100067
4151	scaffold_211	79248	79249	2	3	+	885	0.17420526534123
4152	scaffold_211	86252	86284	33	3	+	90155	0.135444590155592
4153	scaffold_211	86474	86482	9	3	+	2254	-1.04454941547782
4154	scaffold_211	88121	88132	12	3	+	1155	-0.262907875502632
4155	scaffold_211	88156	88246	91	3	+	19230	-3.0882151980812
4156	scaffold_211	88696	88724	29	3	+	2980	-1.15081332962581
4157	scaffold_211	89764	89820	57	3	+	3700	-1.80897062768385
4158	scaffold_211	90358	90376	19	3	+	1310	-1.82834320904633
4159	scaffold_211	90564	90565	2	1	+	297	-0.577129936142454
4160	scaffold_211	90630	90631	2	2	+	539	-0.229299887373516
4161	scaffold_211	90702	90703	2	3	+	814	0.26212083190178
4162	scaffold_211	92377	92378	2	2	+	488	1.01123548311603
4163	scaffold_211	94974	94977	4	3	+	494	-1.07868854902021
4164	scaffold_211	95341	95343	3	3	+	910	0.253988924200177
4165	scaffold_211	98010	98033	24	3	+	10162	-1.84409647722671
4166	scaffold_211	114072	114091	20	3	+	2003	-1.75945624587485
4167	scaffold_211	137158	137192	35	3	+	6026	-2.21707889267751
4168	scaffold_211	147550	147551	2	1	+	1187	-1.97746903879008
4169	scaffold_211	153488	153523	36	3	+	5487	-2.56212692131161
4170	scaffold_211	153543	153550	8	3	+	30141	-0.0818568191233884
4171	scaffold_211	153916	153933	18	3	+	2856	-1.06993576586905
4172	scaffold_211	154056	154057	2	1	+	640	-0.918393846473624
4173	scaffold_211	12080	12130	51	3	-	6699	-2.5994664333808
4174	scaffold_211	38981	38982	2	3	-	973	-0.826389800296387
4175	scaffold_211	55100	55101	2	3	-	1000	1.23123117874796
4176	scaffold_211	55321	55346	26	3	-	7351	-1.58869724342855
4177	scaffold_211	78352	78353	2	3	-	1179	-1.56329535387109
4178	scaffold_211	113443	113444	2	3	-	1180	-0.606140013102005
4179	scaffold_211	113797	113850	54	3	-	87897	-2.2590189547306
4180	scaffold_211	122257	122264	8	3	-	11499	0.232471918792483
4181	scaffold_211	123843	123875	33	3	-	2845	-1.97519370513287
4182	scaffold_211	136818	136829	12	3	-	2736	-1.88517655375723
4183	scaffold_211	142223	142224	2	3	-	2666	-1.8906780325171
4184	scaffold_211	142254	142321	68	3	-	7603	-2.9739349163459
4185	scaffold_212	50754	50755	2	2	+	737	1.01848060958133
4186	scaffold_212	110526	110527	2	3	-	3794	0.134841833883704
4187	scaffold_213	42153	42171	19	3	+	2767	-1.15291591391677
4188	scaffold_213	44939	45008	70	3	+	4984	-3.03338927924699
4189	scaffold_213	67818	67819	2	2	+	321	0.750742537763906
4190	scaffold_213	82264	82269	6	3	+	1026	-1.00655478046941
4191	scaffold_213	88225	88236	12	3	+	913	-0.923476325983337
4192	scaffold_213	138783	138784	2	3	+	1812	0.554890178373614
4193	scaffold_213	72189	72192	4	3	-	1828	-1.97103474363291
4194	scaffold_218	75222	75223	2	1	+	313	1.52905531583171
4195	scaffold_218	139954	139960	7	3	-	2268	0.375048754105279
4196	scaffold_219	44225	44226	2	1	+	430	-1.00860637246343
4197	scaffold_219	48577	48584	8	3	+	1271	-0.738143406379342
4198	scaffold_219	33767	33768	2	1	-	239	1.04142779608271
4199	scaffold_219	34412	34413	2	1	-	894	-1.79739924268478
4200	scaffold_219	48225	48250	26	3	-	3340	-2.1097301057194
4201	scaffold_219	79503	79506	4	1	-	330	0.92249465863368
4202	scaffold_219	84419	84423	5	3	-	1210	0.0721042711637427
4203	scaffold_22	115905	115906	2	2	+	875	-1.41286329147398
4204	scaffold_22	305991	305996	6	3	+	1745	-0.830960954556629
4205	scaffold_22	306022	306043	22	3	+	4877	-2.42354397800895
4206	scaffold_22	326220	326248	29	3	+	9018	-1.29794348958154
4207	scaffold_22	409579	409594	16	3	+	1843	-0.696564563933884
4208	scaffold_22	1229784	1229786	3	3	+	1531	-1.82234606641975
4209	scaffold_22	18323	18355	33	3	-	2259	-2.15797975919675
4210	scaffold_22	170820	170823	4	3	-	3023	-1.46386415824319
4211	scaffold_22	170845	170853	9	3	-	1699	-1.87834576854879
4212	scaffold_22	209101	209105	5	3	-	3039	0.578915701765367
4213	scaffold_22	227924	227927	4	3	-	1351	0.948849656961308
4214	scaffold_22	230083	230201	119	3	-	51884	-3.3342293671192
4215	scaffold_22	316351	316377	27	3	-	3834	-1.81566482574326
4216	scaffold_22	402715	402720	6	3	-	1446	-0.364268477507876
4217	scaffold_22	409447	409451	5	3	-	1542	-1.65945948155203
4218	scaffold_22	977937	977938	2	2	-	818	-0.689548468588159
4219	scaffold_22	979037	979042	6	3	-	17001	0.788263079282736
4220	scaffold_220	50659	50670	12	3	+	19867	0.299026147936484
4221	scaffold_220	67688	67689	2	3	+	1177	0.678055656270084
4222	scaffold_220	74142	74149	8	3	+	143748	0.781631488844323
4223	scaffold_220	74358	74361	4	3	+	19598	0.536200805865605
4224	scaffold_220	74383	74384	2	3	+	21119	0.102143677521454
4225	scaffold_220	74514	74515	2	3	+	779	0.260150002227604
4226	scaffold_220	74807	74808	2	3	+	800	0.552127363454736
4227	scaffold_220	75190	75192	3	3	+	965	-0.354461521629656
4228	scaffold_220	75217	75246	30	3	+	4777	-2.10768649298133
4229	scaffold_220	78727	78743	17	3	+	7665	0.194537483622487
4230	scaffold_220	78807	78824	18	3	+	558	-0.563739192271765
4231	scaffold_220	80118	80131	14	3	+	791	-0.174603087413268
4232	scaffold_220	80177	80181	5	3	+	808	-0.963796972386735
4233	scaffold_220	44365	44368	4	3	-	2560	1.16901015082977
4234	scaffold_220	45539	45564	26	3	-	5272	-0.779964376352456
4235	scaffold_220	45594	45595	2	1	-	410	0.866601904381649
4236	scaffold_220	49560	49561	2	2	-	528	1.54059035455375
4237	scaffold_220	61358	61380	23	3	-	5071	-1.38242087244744
4238	scaffold_220	69447	69448	2	3	-	1467	0.381078991161948
4239	scaffold_220	69755	69838	84	3	-	8701	-2.67225698284515
4240	scaffold_220	70254	70263	10	3	-	90576	-0.816439980885102
4241	scaffold_220	70286	70294	9	3	-	28678	0.0592704751224722
4242	scaffold_220	83373	83413	41	3	-	15332	-0.376775960526248
4243	scaffold_220	83435	83452	18	3	-	786	-0.054826624537371
4244	scaffold_220	83618	83619	2	3	-	638	-0.573319509710919
4245	scaffold_220	84403	84409	7	3	-	51878	-0.094740257224307
4246	scaffold_221	72746	72758	13	3	+	2223	-0.755030281545106
4247	scaffold_221	89783	89784	2	3	+	1240	-1.72476277587461
4248	scaffold_221	90998	90999	2	2	+	407	0.736507254119242
4249	scaffold_221	89337	89351	15	3	-	3960	-0.677650143342115
4250	scaffold_221	103079	103080	2	1	-	1212	-2.19051311274607
4251	scaffold_223	3473	3524	52	3	+	10384	-2.81059757677078
4252	scaffold_223	129952	129955	4	3	+	2134	0.572461976873987
4253	scaffold_223	6035	6036	2	3	-	1373	0.0427108209690306
4254	scaffold_223	12305	12310	6	3	-	1719	-0.362471653318087
4255	scaffold_226	113415	113416	2	2	+	2194	-1.6586098640875
4256	scaffold_226	117254	117260	7	3	+	94439	0.802633803627342
4257	scaffold_226	120221	120227	7	3	+	12553	0.745748362585405
4258	scaffold_226	33308	33309	2	1	-	568	-0.140201678728384
4259	scaffold_226	74038	74062	25	3	-	4281	-1.27263020442077
4260	scaffold_227	10765	10794	30	3	+	2781	-2.03315632496117
4261	scaffold_228	32577	32608	32	3	+	6188	-1.19709787157418
4262	scaffold_228	35865	35866	2	2	+	525	-0.265913369064016
4263	scaffold_228	54078	54079	2	3	+	1789	1.49049753912289
4264	scaffold_2292	4671	4699	29	3	-	3278	-2.33030242612111
4265	scaffold_23	64395	64401	7	3	+	32882	0.859994595426485
4266	scaffold_23	64869	64870	2	3	+	2432	1.30915799252751
4267	scaffold_23	64893	64894	2	2	+	2899	0.612473644505194
4268	scaffold_23	207893	207901	9	3	+	1802	-0.796570271885395
4269	scaffold_23	217604	217661	58	3	+	14900	-2.52326771536069
4270	scaffold_23	271909	271911	3	3	+	1085	0.726477035134245
4271	scaffold_23	272021	272022	2	2	+	364	1.78945697686542
4272	scaffold_23	272049	272067	19	3	+	3724	-1.8901408280616
4273	scaffold_23	272094	272104	11	3	+	20792	-1.1166865800647
4274	scaffold_23	272244	272252	9	3	+	7335	0.493855651348273
4275	scaffold_23	286784	286806	23	3	+	6756	-0.98028081615328
4276	scaffold_23	287051	287056	6	3	+	1199	-1.71581247914497
4277	scaffold_23	289139	289140	2	2	+	780	-0.785203291620001
4278	scaffold_23	309875	309879	5	3	+	53115	0.707939264330228
4279	scaffold_23	310213	310224	12	3	+	822	-0.251770484054334
4280	scaffold_23	310247	310248	2	2	+	1474	-1.08482220660442
4281	scaffold_23	310375	310376	2	2	+	1998	-0.133055000087511
4282	scaffold_23	311962	311966	5	3	+	2804	0.00160059473809837
4283	scaffold_23	312134	312135	2	1	+	282	0.630697704646725
4284	scaffold_23	312442	312477	36	3	+	5934	-1.05503525512351
4285	scaffold_23	315421	315422	2	3	+	4407	0.90615947162047
4286	scaffold_23	317580	317586	7	3	+	32010	0.734498189902635
4287	scaffold_23	318369	318370	2	3	+	4309	-0.601763218477235
4288	scaffold_23	319310	319311	2	2	+	507	0.165119926429211
4289	scaffold_23	319496	319500	5	3	+	779	-0.447346217698263
4290	scaffold_23	319678	319708	31	3	+	7526	-1.49040362709581
4291	scaffold_23	319985	319987	3	2	+	9804	1.61839301255246
4292	scaffold_23	321532	321536	5	3	+	104689	1.20571589113399
4293	scaffold_23	321720	321732	13	3	+	1865	-1.11395161141525
4294	scaffold_23	321755	321756	2	3	+	3441	-1.41108926848268
4295	scaffold_23	321797	321820	24	3	+	3267	-1.79710769512797
4296	scaffold_23	321968	321998	31	3	+	3867	-0.467723901986985
4297	scaffold_23	322106	322147	42	3	+	11927	-1.11042139348998
4298	scaffold_23	336784	336786	3	3	+	3149	0.887496418128425
4299	scaffold_23	386565	386571	7	3	+	59782	1.36098216323694
4300	scaffold_23	393090	393096	7	3	+	50274	1.17447292231902
4301	scaffold_23	397077	397097	21	3	+	1779	-1.76123743725624
4302	scaffold_23	443786	443791	6	3	+	8019	0.452195327521125
4303	scaffold_23	448880	448901	22	3	+	1177	-2.31103985194785
4304	scaffold_23	454210	454211	2	3	+	1033	-0.0507184810755783
4305	scaffold_23	454236	454242	7	3	+	2326	-1.88583441124728
4306	scaffold_23	454263	454264	2	1	+	1573	-1.79669610674084
4307	scaffold_23	516988	516991	4	3	+	1155	0.172257031787906
4308	scaffold_23	604647	604651	5	3	+	1772	0.674134060079381
4309	scaffold_23	617419	617421	3	3	+	1812	0.859110865202468
4310	scaffold_23	620684	620691	8	3	+	23895	0.71882640549852
4311	scaffold_23	627637	627638	2	3	+	1191	1.27069937937737
4312	scaffold_23	660288	660289	2	3	+	1399	1.57034329499361
4313	scaffold_23	689205	689206	2	1	+	137	0.48408459388909
4314	scaffold_23	743073	743076	4	3	+	780	-0.0718158233039876
4315	scaffold_23	743320	743323	4	3	+	3910	0.530967016801753
4316	scaffold_23	749075	749077	3	3	+	1112	-1.40850782111456
4317	scaffold_23	789304	789307	4	3	+	1062	0.0928082883477539
4318	scaffold_23	799072	799080	9	3	+	7201	-0.313067213972475
4319	scaffold_23	841796	841837	42	3	+	5780	-1.8496038532989
4320	scaffold_23	880467	880468	2	2	+	746	-1.1770802287233
4321	scaffold_23	887965	887966	2	2	+	1008	-1.24410068200583
4322	scaffold_23	892129	892146	18	3	+	2977	-1.1210252011712
4323	scaffold_23	892713	892714	2	1	+	757	-0.247509518582273
4324	scaffold_23	921969	921977	9	3	+	2358	-1.63326665097001
4325	scaffold_23	922718	922719	2	3	+	1730	0.884718670170508
4326	scaffold_23	932581	932594	14	3	+	4648	-0.433114080448759
4327	scaffold_23	933095	933096	2	2	+	478	1.04690606463198
4328	scaffold_23	1070635	1070659	25	3	+	5956	-0.164221988910057
4329	scaffold_23	1092270	1092283	14	3	+	1369	-1.51113516943288
4330	scaffold_23	1094394	1094408	15	3	+	2205	-0.96222940011074
4331	scaffold_23	1094440	1094446	7	3	+	6260	-1.26918875979709
4332	scaffold_23	1182993	1182998	6	3	+	15737	0.351053688768971
4333	scaffold_23	1331682	1331683	2	3	+	1142	-0.62304262348569
4334	scaffold_23	27950	27955	6	3	-	6621	0.354984644858607
4335	scaffold_23	31387	31388	2	3	-	1600	1.88362696328386
4336	scaffold_23	45305	45308	4	3	-	4063	0.164488058494402
4337	scaffold_23	80680	80682	3	3	-	1327	-0.735745768441555
4338	scaffold_23	80709	80731	23	3	-	1774	-0.58613617472497
4339	scaffold_23	81558	81580	23	3	-	6866	-0.722930510659129
4340	scaffold_23	81606	81609	4	3	-	1734	0.178702225311723
4341	scaffold_23	84265	84266	2	1	-	582	-0.678784561983466
4342	scaffold_23	110099	110100	2	1	-	456	0.547300621485548
4343	scaffold_23	172220	172221	2	2	-	558	0.986188299697954
4344	scaffold_23	181810	181819	10	3	-	2060	-0.52604743505779
4345	scaffold_23	189544	189566	23	3	-	6742	-1.72692493783889
4346	scaffold_23	190404	190409	6	3	-	2285	0.172170677985118
4347	scaffold_23	191560	191568	9	3	-	79701	1.28608556289053
4348	scaffold_23	193936	193940	5	3	-	3518	0.174928971635278
4349	scaffold_23	206893	206894	2	1	-	1144	-1.65757743312064
4350	scaffold_23	212980	212987	8	3	-	2554	0.199798166058724
4351	scaffold_23	228054	228066	13	3	-	2815	-1.86151207864228
4352	scaffold_23	274731	274736	6	3	-	22749	0.23098123682597
4353	scaffold_23	277486	277491	6	3	-	3557	0.605451206708934
4354	scaffold_23	279068	279069	2	2	-	555	0.707308122511943
4355	scaffold_23	282693	282697	5	3	-	5564	0.438853917147952
4356	scaffold_23	283920	283921	2	2	-	791	0.0688687859179287
4357	scaffold_23	284023	284038	16	3	-	5695	-0.576174052197014
4358	scaffold_23	284162	284163	2	1	-	552	-1.44524948487066
4359	scaffold_23	284321	284329	9	3	-	267169	0.659383476776418
4360	scaffold_23	292535	292541	7	3	-	3081	-0.281651309470797
4361	scaffold_23	330622	330623	2	3	-	2039	0.852713139607863
4362	scaffold_23	330844	330861	18	3	-	5185	-0.354035252746005
4363	scaffold_23	331085	331086	2	3	-	987	0.624356877594529
4364	scaffold_23	332581	332582	2	3	-	2954	-1.4439381441493
4365	scaffold_23	332754	332759	6	3	-	29634	0.840922437118985
4366	scaffold_23	333759	333760	2	2	-	1269	0.323502299598479
4367	scaffold_23	334123	334124	2	1	-	5020	0.328709680869631
4368	scaffold_23	334215	334228	14	3	-	1617	-1.14887361395534
4369	scaffold_23	334364	334370	7	3	-	70610	1.12142971278119
4370	scaffold_23	335929	335935	7	3	-	2480	-1.44779737779772
4371	scaffold_23	360274	360276	3	3	-	931	0.277437020464051
4372	scaffold_23	389538	389539	2	3	-	1300	0.844658255646209
4373	scaffold_23	390760	390761	2	1	-	2913	-0.473155023652777
4374	scaffold_23	391347	391350	4	3	-	13374	0.745737228340727
4375	scaffold_23	419725	419726	2	1	-	843	-1.25411558994345
4376	scaffold_23	419806	419812	7	3	-	3011	-0.523993775595878
4377	scaffold_23	423615	423616	2	1	-	550	0.809853838790793
4378	scaffold_23	427790	427791	2	2	-	879	0.82028712610324
4379	scaffold_23	431211	431219	9	3	-	3272	-0.396401952394053
4380	scaffold_23	431593	431594	2	1	-	364	0.514767401104943
4381	scaffold_23	462231	462234	4	3	-	12580	1.25981380718385
4382	scaffold_23	546228	546229	2	1	-	405	0.590837292516431
4383	scaffold_23	546888	546895	8	3	-	19948	0.0286798101550421
4384	scaffold_23	558129	558144	16	3	-	1351	-1.38989447580631
4385	scaffold_23	558192	558193	2	1	-	827	-0.480681549424824
4386	scaffold_23	562728	562729	2	2	-	1097	-0.695595581308125
4387	scaffold_23	573520	573532	13	3	-	9083	-1.16498225979311
4388	scaffold_23	573553	573560	8	3	-	7599	-0.433595582618169
4389	scaffold_23	575845	575846	2	3	-	1560	0.539386375404807
4390	scaffold_23	578123	578124	2	1	-	605	-0.741956809165038
4391	scaffold_23	578649	578650	2	1	-	670	-0.564423229741243
4392	scaffold_23	581454	581455	2	1	-	3343	-0.462186679298311
4393	scaffold_23	581493	581515	23	3	-	3505	-0.767481169714972
4394	scaffold_23	581633	581639	7	3	-	5846	-0.803790123662185
4395	scaffold_23	584377	584400	24	3	-	5098	-1.58060989662128
4396	scaffold_23	632246	632266	21	3	-	488	-1.58911699515513
4397	scaffold_23	632543	632544	2	2	-	1045	-0.862467314839479
4398	scaffold_23	632756	632807	52	3	-	2909	-2.1775688741273
4399	scaffold_23	632992	633001	10	3	-	48890	0.00334088096290097
4400	scaffold_23	633067	633072	6	3	-	895	0.245242118839104
4401	scaffold_23	663775	663809	35	3	-	28143	-1.1146686223042
4402	scaffold_23	663861	663862	2	2	-	571	-0.49725131584364
4403	scaffold_23	679488	679489	2	3	-	1848	0.225139667882549
4404	scaffold_23	737515	737516	2	3	-	2828	-0.186715794035564
4405	scaffold_23	742173	742174	2	3	-	1761	1.1315462396596
4406	scaffold_23	839176	839212	37	3	-	11880	-2.19971404206659
4407	scaffold_23	841250	841252	3	3	-	1217	0.206599900844473
4408	scaffold_23	841486	841496	11	3	-	2067	-2.29966444078391
4409	scaffold_23	850930	850932	3	3	-	1439	0.0283273156300092
4410	scaffold_23	855873	855884	12	3	-	3229	-1.01093293719757
4411	scaffold_23	862570	862571	2	3	-	738	1.54490393062514
4412	scaffold_23	865365	865366	2	2	-	537	-0.250938647819285
4413	scaffold_23	865556	865557	2	3	-	3053	0.933760320304042
4414	scaffold_23	876221	876222	2	1	-	420	0.33315646547053
4415	scaffold_23	895574	895614	41	3	-	6266	-2.54946948992738
4416	scaffold_23	909373	909374	2	3	-	2174	0.122614070914814
4417	scaffold_23	1004272	1004275	4	3	-	1921	0.134752061270424
4418	scaffold_23	1030624	1030641	18	3	-	8871	-1.35974797914193
4419	scaffold_23	1036197	1036201	5	3	-	1462	-1.82996307535079
4420	scaffold_23	1036238	1036244	7	3	-	592	0.536900768335974
4421	scaffold_23	1044336	1044345	10	3	-	3697	-0.907724602498789
4422	scaffold_23	1050184	1050187	4	3	-	2633	0.432623109581046
4423	scaffold_23	1050520	1050539	20	3	-	4517	-1.6834153758804
4424	scaffold_23	1118812	1118829	18	3	-	2674	-2.29934813892573
4425	scaffold_23	1134013	1134018	6	3	-	5189	0.101209749547077
4426	scaffold_23	1143118	1143130	13	3	-	3293	-1.66501679529195
4427	scaffold_23	1143166	1143168	3	3	-	2233	-0.191025933337307
4428	scaffold_23	1177853	1177891	39	3	-	5984	-2.68121399079019
4429	scaffold_23	1335210	1335211	2	3	-	2001	-1.26471361420525
4430	scaffold_23	1335231	1335247	17	3	-	1569	-1.98139813655733
4431	scaffold_23	1335711	1335749	39	3	-	65263	-1.28338315764446
4432	scaffold_230	67504	67551	48	3	+	32124	-0.291222353006069
4433	scaffold_230	67716	67717	2	1	+	509	0.5788974683081
4434	scaffold_230	68045	68046	2	1	+	484	-0.0766573550692793
4435	scaffold_230	68066	68076	11	3	+	2241	-0.640975971594293
4436	scaffold_230	70770	70775	6	3	+	2306	0.134654325825541
4437	scaffold_230	72089	72091	3	3	+	1054	-0.945612222084349
4438	scaffold_230	79531	79552	22	3	+	24237	-0.184524599514706
4439	scaffold_230	79596	79599	4	3	+	4704	-0.328593206378181
4440	scaffold_230	130819	130828	10	3	+	2631	-1.17232429210463
4441	scaffold_230	117259	117268	10	3	-	2596	-0.929622549668907
4442	scaffold_230	118931	118941	11	3	-	1767	-2.59886652728081
4443	scaffold_230	119003	119013	11	3	-	4160	-2.5661158689515
4444	scaffold_230	119036	119043	8	3	-	2802	-1.90242889863688
4445	scaffold_230	119434	119468	35	3	-	18464	-2.76767054046654
4446	scaffold_230	119491	119506	16	3	-	7188	-1.05657160488144
4447	scaffold_230	129271	129344	74	3	-	12400	-2.58471958388903
4448	scaffold_231	47106	47107	2	1	-	513	0.778357930536518
4449	scaffold_2316	239	241	3	3	+	926	-1.0887072723679
4450	scaffold_232	45110	45111	2	1	+	483	-0.314921291846521
4451	scaffold_232	113648	113649	2	3	-	706	0.022876590265797
4452	scaffold_2329	1218	1225	8	3	-	1362	0.128774484133045
4453	scaffold_235	23400	23432	33	3	+	2400	-1.92168342415688
4454	scaffold_235	22497	22513	17	3	-	1699	-1.90508305087198
4455	scaffold_235	25995	25999	5	3	-	983	0.0731527791434143
4456	scaffold_236	19257	19258	2	3	-	545	0.86262715998218
4457	scaffold_236	27932	27937	6	3	-	17295	0.624669660495562
4458	scaffold_236	54497	54499	3	3	-	2311	0.155147708553471
4459	scaffold_237	26491	26493	3	3	-	620	0.497893665947958
4460	scaffold_237	78262	78271	10	3	-	2443	-2.03855506993041
4461	scaffold_237	78327	78328	2	1	-	732	-0.696785263291829
4462	scaffold_238	24031	24079	49	3	+	89453	-0.102995133119636
4463	scaffold_238	24119	24120	2	1	+	2747	-1.9072035991488
4464	scaffold_238	25235	25250	16	3	+	1911	-1.35937395251742
4465	scaffold_238	25294	25297	4	3	+	5729	0.133320579557636
4466	scaffold_238	27400	27419	20	3	+	475	-0.780515820614918
4467	scaffold_238	27514	27515	2	1	+	791	-1.21697895462535
4468	scaffold_238	27672	27673	2	1	+	373	1.29780002092708
4469	scaffold_238	29479	29483	5	3	+	568	0.179713161008
4470	scaffold_238	43088	43089	2	2	-	489	0.158844218397518
4471	scaffold_24	10668	10671	4	3	+	1126	-0.657550050529521
4472	scaffold_24	17179	17183	5	3	+	3510	0.130061417380328
4473	scaffold_24	85721	85726	6	3	+	1013	-0.798130592588943
4474	scaffold_24	92852	92920	69	3	+	14572	-2.56085325324187
4475	scaffold_24	106286	106287	2	2	+	557	0.505796378371333
4476	scaffold_24	169490	169491	2	1	+	128	0.244991305342231
4477	scaffold_24	186418	186419	2	1	+	511	-0.695750886566588
4478	scaffold_24	212359	212360	2	3	+	2528	1.07621231773981
4479	scaffold_24	356926	356955	30	3	+	5683	-2.44542536274498
4480	scaffold_24	360627	360649	23	3	+	1839	-2.41264875504428
4481	scaffold_24	360672	360673	2	2	+	2689	-1.94611755938726
4482	scaffold_24	369993	369998	6	3	+	3601	-0.198475516494573
4483	scaffold_24	395983	395984	2	3	+	1247	0.239529866619352
4484	scaffold_24	399501	399509	9	3	+	67957	-0.0415081963393864
4485	scaffold_24	399535	399538	4	3	+	69216	-0.178204240625853
4486	scaffold_24	399566	399567	2	2	+	1954	-1.49511416712367
4487	scaffold_24	403948	403949	2	3	+	1516	1.35115391706084
4488	scaffold_24	405326	405329	4	3	+	906	0.303012410016365
4489	scaffold_24	427999	428006	8	3	+	19873	0.0131622597825507
4490	scaffold_24	428165	428173	9	3	+	2350	0.252186939619577
4491	scaffold_24	441085	441086	2	3	+	1478	1.46746914060156
4492	scaffold_24	456323	456331	9	3	+	7209	0.921659173317389
4493	scaffold_24	554347	554373	27	3	+	2310	-2.24931750105409
4494	scaffold_24	579918	579944	27	3	+	2388	-1.54477926377273
4495	scaffold_24	600849	600854	6	3	+	1400	-0.971747172174967
4496	scaffold_24	600933	600938	6	3	+	1353	-0.496798392951081
4497	scaffold_24	601112	601113	2	1	+	479	-0.115138775198449
4498	scaffold_24	605995	605996	2	3	+	900	0.354463267950229
4499	scaffold_24	607300	607301	2	1	+	428	1.21905344110811
4500	scaffold_24	635605	635606	2	3	+	1558	-0.982577453593842
4501	scaffold_24	635627	635630	4	3	+	2533	-1.84159448914746
4502	scaffold_24	661454	661459	6	3	+	1607	-0.066178257573938
4503	scaffold_24	663017	663018	2	1	+	383	1.1376867824933
4504	scaffold_24	672798	672837	40	3	+	3114	-2.31853747717812
4505	scaffold_24	672876	672880	5	3	+	3057	-1.53764115107705
4506	scaffold_24	678642	678650	9	3	+	12717	0.218509137068605
4507	scaffold_24	681523	681524	2	1	+	588	0.145493196865191
4508	scaffold_24	690098	690102	5	3	+	804	0.0180344665502605
4509	scaffold_24	706110	706116	7	3	+	574	0.443245433940654
4510	scaffold_24	732858	732958	101	3	+	26329	-2.20564595513354
4511	scaffold_24	733487	733488	2	3	+	588	-0.352481049513364
4512	scaffold_24	734383	734402	20	3	+	2006	-1.21002990117913
4513	scaffold_24	757909	757928	20	3	+	2176	-1.70706122224583
4514	scaffold_24	767820	767832	13	3	+	2408	-1.98375964269894
4515	scaffold_24	769709	769725	17	3	+	2851	-1.61806858657325
