promoter_ID	chr	start	end	strand	gene	GO_ID	KOG_JGI	KOG_ID	FlyBase_id_representative_homolog	interprot_representative_homolog
scaffold_3_3142129_3142130_+	scaffold_3	3142129	3142130	+	JGI_V11_206496	"GO:0004356,GO:0006807,GO:0006542"	KOG0683	KOG0683	FBgn0001142	P20477
scaffold_17_466132_466304_-	scaffold_17	466132	466304	-	JGI_V11_302344	"GO:0004347,GO:0006094,GO:0006096"	KOG2446	KOG2446	FBgn0003074	P52029
scaffold_6_884169_884187_+	scaffold_6	884169	884187	+	JGI_V11_230426	"GO:0004342,GO:0006044,GO:0005975"	KOG3148	KOG3148	FBgn0031717	Q9VMP9
scaffold_6_884782_884803_+	scaffold_6	884782	884803	+	JGI_V11_230426	"GO:0004342,GO:0006044,GO:0005975"	KOG3148	KOG3148	FBgn0031717	Q9VMP9
scaffold_1_163697_163750_+	scaffold_1	163697	163750	+	JGI_V11_299784	"GO:0004335,GO:0005524,GO:0006012,GO:0046835,GO:0008152,GO:0016301,GO:0003700,GO:0006355,GO:0016310,GO:0005737,GO:0016773"	KOG0631	KOG0631	0	0
scaffold_2_1082138_1082151_+	scaffold_2	1082138	1082151	+	JGI_V11_205741	"GO:0004326,GO:0005524,GO:0009396,GO:0009058,GO:0016874"	KOG2525	KOG2525	FBgn0030407	Q8MRU3
scaffold_13_710973_711038_+	scaffold_13	710973	711038	+	JGI_V11_230628	"GO:0004298,GO:0005839,GO:0006511"	KOG0179	KOG0179	FBgn0002284	P40304
scaffold_18_1284970_1285009_+	scaffold_18	1284970	1285009	+	JGI_V11_316954	"GO:0004295,GO:0006508,GO:0004263,GO:0005576,GO:0006030,GO:0008061"	KOG3627	KOG3627	0	0
scaffold_18_1289022_1289177_+	scaffold_18	1289022	1289177	+	JGI_V11_302655	"GO:0004295,GO:0006508,GO:0004263,GO:0005576,GO:0006030,GO:0008061"	KOG3627	KOG3627	0	0
scaffold_18_1289638_1289672_+	scaffold_18	1289638	1289672	+	JGI_V11_302655	"GO:0004295,GO:0006508,GO:0004263,GO:0005576,GO:0006030,GO:0008061"	KOG3627	KOG3627	0	0
scaffold_18_1289974_1289978_+	scaffold_18	1289974	1289978	+	JGI_V11_302655	"GO:0004295,GO:0006508,GO:0004263,GO:0005576,GO:0006030,GO:0008061"	KOG3627	KOG3627	0	0
scaffold_18_1290280_1290326_+	scaffold_18	1290280	1290326	+	JGI_V11_302655	"GO:0004295,GO:0006508,GO:0004263,GO:0005576,GO:0006030,GO:0008061"	KOG3627	KOG3627	0	0
scaffold_53_657367_657368_+	scaffold_53	657367	657368	+	JGI_V11_306771	"GO:0004295,GO:0006508,GO:0004263,GO:0003779"	KOG3627	KOG3627	FBgn0043470	Q7JPN9
scaffold_18_1292939_1292954_+	scaffold_18	1292939	1292954	+	JGI_V11_223905	"GO:0004295,GO:0006508,GO:0004263,GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0005576,GO:0006030,GO:0008061"	KOG3627	KOG3627	FBgn0036738	Q8T4A8
scaffold_17_185970_185982_-	scaffold_17	185970	185982	-	JGI_V11_316249	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0052271	Q8IRE2
scaffold_173_150389_150453_-	scaffold_173	150389	150453	-	JGI_V11_262644	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_18_441211_441232_+	scaffold_18	441211	441232	+	JGI_V11_302532	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_18_1130557_1130608_-	scaffold_18	1130557	1130608	-	JGI_V11_302564	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0035670	Q8MR67
scaffold_2_2462126_2462179_+	scaffold_2	2462126	2462179	+	JGI_V11_230174	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0030688	Q7K2R3
scaffold_2_2462342_2462392_+	scaffold_2	2462342	2462392	+	JGI_V11_230174	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0030688	Q7K2R3
scaffold_20_716654_716662_-	scaffold_20	716654	716662	-	JGI_V11_196039	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038727	Q9VDU8
scaffold_21_975016_975029_-	scaffold_21	975016	975029	-	JGI_V11_303484	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_21_977495_977539_-	scaffold_21	977495	977539	-	JGI_V11_230857	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_21_977495_977539_-.1	scaffold_21	977495	977539	-	JGI_V11_224278	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_21_978909_978919_-	scaffold_21	978909	978919	-	JGI_V11_224278	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_21_979168_979198_-	scaffold_21	979168	979198	-	JGI_V11_224278	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_21_979358_979388_-	scaffold_21	979358	979388	-	JGI_V11_224278	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_23_1036174_1036244_-	scaffold_23	1036174	1036244	-	JGI_V11_230885	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_26_172979_173035_-	scaffold_26	172979	173035	-	JGI_V11_318727	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_29_1208115_1208127_+	scaffold_29	1208115	1208127	+	JGI_V11_304512	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0035670	Q8MR67
scaffold_29_1208264_1208277_+	scaffold_29	1208264	1208277	+	JGI_V11_304512	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0035670	Q8MR67
scaffold_29_1208836_1208897_+	scaffold_29	1208836	1208897	+	JGI_V11_304512	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0035670	Q8MR67
scaffold_29_1216697_1216819_-	scaffold_29	1216697	1216819	-	JGI_V11_52244	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_29_1217103_1217121_-	scaffold_29	1217103	1217121	-	JGI_V11_52244	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_29_1217463_1217474_-	scaffold_29	1217463	1217474	-	JGI_V11_52244	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_29_1224365_1224383_-	scaffold_29	1224365	1224383	-	JGI_V11_26258	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_29_1239163_1239164_-	scaffold_29	1239163	1239164	-	JGI_V11_231027	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0036264	Q9VTV2
scaffold_36_678992_679002_+	scaffold_36	678992	679002	+	JGI_V11_320659	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_36_679264_679267_+	scaffold_36	679264	679267	+	JGI_V11_320659	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_36_679395_679403_+	scaffold_36	679395	679403	+	JGI_V11_320659	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_36_1005369_1005376_-	scaffold_36	1005369	1005376	-	JGI_V11_305263	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_42_911068_911093_-	scaffold_42	911068	911093	-	JGI_V11_225803	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_42_911364_911402_-	scaffold_42	911364	911402	-	JGI_V11_225803	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_42_911632_911721_-	scaffold_42	911632	911721	-	JGI_V11_225803	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_42_911938_911961_-	scaffold_42	911938	911961	-	JGI_V11_225803	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_42_916138_916190_-	scaffold_42	916138	916190	-	JGI_V11_248151	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_42_923196_923294_-	scaffold_42	923196	923294	-	JGI_V11_248154	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_42_924093_924137_-	scaffold_42	924093	924137	-	JGI_V11_248154	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_42_924338_924367_-	scaffold_42	924338	924367	-	JGI_V11_248154	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_42_926321_926341_-	scaffold_42	926321	926341	-	JGI_V11_248155	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_42_926535_926588_-	scaffold_42	926535	926588	-	JGI_V11_248155	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_42_926773_926941_-	scaffold_42	926773	926941	-	JGI_V11_248155	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_42_927124_927165_-	scaffold_42	927124	927165	-	JGI_V11_248155	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_42_931602_931615_-	scaffold_42	931602	931615	-	JGI_V11_305886	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_6_2279508_2279516_+	scaffold_6	2279508	2279516	+	JGI_V11_43928	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_6_2288905_2288932_+	scaffold_6	2288905	2288932	+	JGI_V11_43879	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0003450	P05049
scaffold_61_647485_647495_+	scaffold_61	647485	647495	+	JGI_V11_307264	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_62_585904_585939_+	scaffold_62	585904	585939	+	JGI_V11_324510	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_62_550291_550295_-	scaffold_62	550291	550295	-	JGI_V11_307346	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_83_14983_15075_-.1	scaffold_83	14983	15075	-	JGI_V11_216354	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0050371	A1Z7D2
scaffold_85_94043_94069_+	scaffold_85	94043	94069	+	JGI_V11_59836	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_85_94262_94263_+	scaffold_85	94262	94263	+	JGI_V11_59836	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_85_94440_94474_+	scaffold_85	94440	94474	+	JGI_V11_59836	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_85_92878_92885_-	scaffold_85	92878	92885	-	JGI_V11_231482	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0011556	P42280
scaffold_91_118356_118376_+	scaffold_91	118356	118376	+	JGI_V11_309193	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_91_120393_120464_+	scaffold_91	120393	120464	+	JGI_V11_231560	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_91_120995_121003_+	scaffold_91	120995	121003	+	JGI_V11_231560	"GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	FBgn0038479	Q9VEN0
scaffold_12_719519_719545_-	scaffold_12	719519	719545	-	JGI_V11_314689	"GO:0004295,GO:0006508"	KOG3627	KOG3627	FBgn0011653	Q24019
scaffold_627_7449_7452_-	scaffold_627	7449	7452	-	JGI_V11_67085	"GO:0004295,GO:0006508"	KOG3627	KOG3627	0	0
scaffold_1_328152_328204_-	scaffold_1	328152	328204	-	JGI_V11_309508	"GO:0004289,GO:0006508,GO:0006886,GO:0005795,GO:0006891,GO:0008565,GO:0006461,GO:0030130"	KOG1086	KOG1086	FBgn0030141	Q95RK8
scaffold_62_611053_611058_+	scaffold_62	611053	611058	+	JGI_V11_307399	"GO:0004289,GO:0006508,GO:0005737,GO:0006817"	KOG3544	KOG3544	0	0
scaffold_62_612491_612626_+	scaffold_62	612491	612626	+	JGI_V11_307399	"GO:0004289,GO:0006508,GO:0005737,GO:0006817"	KOG3544	KOG3544	0	0
scaffold_62_612754_612784_+	scaffold_62	612754	612784	+	JGI_V11_307399	"GO:0004289,GO:0006508,GO:0005737,GO:0006817"	KOG3544	KOG3544	0	0
scaffold_67_419619_419640_+	scaffold_67	419619	419640	+	JGI_V11_227082	"GO:0004289,GO:0006508,GO:0005509"	KOG0118	KOG0118	0	0
scaffold_28_173139_173142_-	scaffold_28	173139	173142	-	JGI_V11_224885	"GO:0004289,GO:0006508,GO:0005201,GO:0005581,GO:0031177"	KOG3516	KOG3516	0	0
scaffold_70_604523_604573_+.1	scaffold_70	604523	604573	+	JGI_V11_307936	"GO:0004289,GO:0006508,GO:0003743,GO:0006413,GO:0003723"	KOG3403	KOG3403	FBgn0026250	Q9NJB4
scaffold_70_604767_604795_+	scaffold_70	604767	604795	+	JGI_V11_307936	"GO:0004289,GO:0006508,GO:0003743,GO:0006413,GO:0003723"	KOG3403	KOG3403	FBgn0026250	Q9NJB4
scaffold_1_1514073_1514117_-	scaffold_1	1514073	1514117	-	JGI_V11_186919	"GO:0004289,GO:0006508"	KOG1114	KOG1114	FBgn0020370	Q9V6K1
scaffold_2_3387177_3387229_-	scaffold_2	3387177	3387229	-	JGI_V11_303240	"GO:0004289,GO:0006508"	KOG3823	KOG3823	FBgn0030499	Q9VYB2
scaffold_3_2086234_2086256_-	scaffold_3	2086234	2086256	-	JGI_V11_310948	"GO:0004289,GO:0006508"	KOG4266	KOG4266	FBgn0037105	Q9VP10
scaffold_56_364546_364549_+	scaffold_56	364546	364549	+	JGI_V11_323732	"GO:0004289,GO:0006508"	0	0	0	0
scaffold_62_93684_93747_+	scaffold_62	93684	93747	+	JGI_V11_307367	"GO:0004289,GO:0006508"	KOG4786	KOG4786	FBgn0005596	P25992
scaffold_117_357418_357423_-	scaffold_117	357418	357423	-	JGI_V11_301004	"GO:0004252,GO:0005576,GO:0006508,GO:0007596"	0	0	0	0
scaffold_213_82261_82271_+	scaffold_213	82261	82271	+	JGI_V11_65345	"GO:0004246,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3690	KOG3690	0	0
scaffold_25_185304_185311_-	scaffold_25	185304	185311	-	JGI_V11_243454	"GO:0004246,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3690	KOG3690	FBgn0012037	Q10714
scaffold_25_185421_185435_-	scaffold_25	185421	185435	-	JGI_V11_243454	"GO:0004246,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3690	KOG3690	FBgn0012037	Q10714
scaffold_60_590969_591004_+	scaffold_60	590969	591004	+	JGI_V11_307230	"GO:0004246,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3690	KOG3690	0	0
scaffold_60_592036_592048_+	scaffold_60	592036	592048	+	JGI_V11_307230	"GO:0004246,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3690	KOG3690	0	0
scaffold_7_1388715_1388751_+	scaffold_7	1388715	1388751	+	JGI_V11_307858	"GO:0004246,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3690	KOG3690	FBgn0012037	Q10714
scaffold_7_813034_813086_-	scaffold_7	813034	813086	-	JGI_V11_307838	"GO:0004246,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3690	KOG3690	0	0
scaffold_7_813206_813268_-	scaffold_7	813206	813268	-	JGI_V11_307838	"GO:0004246,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3690	KOG3690	0	0
scaffold_25_705087_705088_+	scaffold_25	705087	705088	+	JGI_V11_318571	"GO:0004245,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3624	KOG3624	0	0
scaffold_75_434362_434379_-	scaffold_75	434362	434379	-	JGI_V11_200882	"GO:0004245,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3624	KOG3624	0	0
scaffold_75_434650_434674_-	scaffold_75	434650	434674	-	JGI_V11_200882	"GO:0004245,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3624	KOG3624	0	0
scaffold_75_434794_434813_-	scaffold_75	434794	434813	-	JGI_V11_200882	"GO:0004245,GO:0006508,GO:0016020,GO:0008237,GO:0008270"	KOG3624	KOG3624	0	0
scaffold_10_600315_600322_+	scaffold_10	600315	600322	+	JGI_V11_313904	"GO:0004245,GO:0006508,GO:0016020,GO:0008237"	KOG3624	KOG3624	0	0
scaffold_24_871907_871915_-	scaffold_24	871907	871915	-	JGI_V11_196706	"GO:0004237,GO:0006508,GO:0008239"	KOG4127	KOG4127	0	0
scaffold_1_120715_120736_+	scaffold_1	120715	120736	+	JGI_V11_189791	"GO:0004222,GO:0006508,GO:0008237,GO:0008270"	KOG3538	KOG3538	FBgn0034903	B7YZP6
scaffold_11_714235_714249_+	scaffold_11	714235	714249	+	JGI_V11_314368	"GO:0004222,GO:0006508,GO:0008237,GO:0008270"	KOG3658	KOG3658	FBgn0039734	Q9VAC5
scaffold_19_624298_624361_+	scaffold_19	624298	624361	+	JGI_V11_302792	"GO:0004222,GO:0006508"	KOG0960	KOG0960	FBgn0038271	Q9VFF0
scaffold_19_624598_624606_+	scaffold_19	624598	624606	+	JGI_V11_302792	"GO:0004222,GO:0006508"	KOG0960	KOG0960	FBgn0038271	Q9VFF0
scaffold_21_513291_513322_+	scaffold_21	513291	513322	+	JGI_V11_303461	"GO:0004222,GO:0006508"	KOG2067	KOG2067	FBgn0033235	Q7K3W2
scaffold_3_1631022_1631046_-	scaffold_3	1631022	1631046	-	JGI_V11_310892	"GO:0004222,GO:0006508"	KOG2019	KOG2019	FBgn0033005	Q9V9E3
scaffold_36_980538_980574_+	scaffold_36	980538	980574	+	JGI_V11_305261	"GO:0004222,GO:0006508"	KOG2089	KOG2089	FBgn0039252	Q9VC06
scaffold_65_156533_156644_+	scaffold_65	156533	156644	+	JGI_V11_200339	"GO:0004222,GO:0006508"	KOG2583	KOG2583	FBgn0250814	Q9VV75
scaffold_72_176205_176206_-	scaffold_72	176205	176206	-	JGI_V11_110169	"GO:0004222,GO:0005578,GO:0006508,GO:0008237,GO:0008270"	KOG1565	KOG1565	0	0
scaffold_72_176205_176206_-.1	scaffold_72	176205	176206	-	JGI_V11_58342	"GO:0004222,GO:0005578,GO:0006508,GO:0008237,GO:0008270"	KOG1565	KOG1565	0	0
scaffold_3_2840404_2840470_+.1	scaffold_3	2840404	2840470	+	JGI_V11_191310	"GO:0004221,GO:0005622,GO:0006511"	KOG2778	KOG2778	FBgn0011327	Q9XZ61
scaffold_47_70331_70447_+	scaffold_47	70331	70447	+	JGI_V11_188571	"GO:0004221,GO:0005622,GO:0006511"	KOG1415	KOG1415	FBgn0010288	P35122
scaffold_46_490001_490028_+	scaffold_46	490001	490028	+	JGI_V11_322333	"GO:0004219,GO:0006508"	KOG4755	KOG4755	FBgn0047178	Q8SZB7
scaffold_28_976145_976196_+	scaffold_28	976145	976196	+	JGI_V11_304374	"GO:0004198,GO:0005622,GO:0006508"	KOG0045	KOG0045	0	0
scaffold_117_394209_394277_-	scaffold_117	394209	394277	-	JGI_V11_228726	"GO:0004197,GO:0006508,GO:0016773"	KOG0891	KOG0891	FBgn0052743	Q70PP2
scaffold_9_282300_282327_-	scaffold_9	282300	282327	-	JGI_V11_45302	"GO:0004197,GO:0006508,GO:0016491"	KOG1577	KOG1577	FBgn0086254	Q8IQF8
scaffold_1_986174_986322_+.1	scaffold_1	986174	986322	+	JGI_V11_309603	"GO:0004197,GO:0006508,GO:0008234"	KOG1543	KOG1543	FBgn0250848	Q9V3U6
scaffold_111_33915_33986_+	scaffold_111	33915	33986	+	JGI_V11_228587	"GO:0004197,GO:0006508,GO:0008234"	KOG1543	KOG1543	FBgn0013770	Q95029
scaffold_111_34593_34612_+	scaffold_111	34593	34612	+	JGI_V11_228587	"GO:0004197,GO:0006508,GO:0008234"	KOG1543	KOG1543	FBgn0013770	Q95029
scaffold_6_590066_590073_-	scaffold_6	590066	590073	-	JGI_V11_207683	"GO:0004197,GO:0006508,GO:0008234"	KOG1543	KOG1543	0	0
scaffold_87_55255_55259_+	scaffold_87	55255	55259	+	JGI_V11_227872	"GO:0004197,GO:0006508,GO:0008234"	KOG1543	KOG1543	0	0
scaffold_28_755278_755304_-	scaffold_28	755278	755304	-	JGI_V11_304364	"GO:0004197,GO:0006508,GO:0006118,GO:0016491"	KOG0538	KOG0538	FBgn0061356	A1Z8D2
scaffold_37_972507_972522_-	scaffold_37	972507	972522	-	JGI_V11_305290	"GO:0004197,GO:0006508,GO:0005975"	KOG0613	KOG0613	FBgn0086906	Q9I7U4
scaffold_3_1732173_1732191_+	scaffold_3	1732173	1732191	+	JGI_V11_220840	"GO:0004197,GO:0006508,GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0015934,GO:0030528"	KOG3184	KOG3184	FBgn0005593	P32100
scaffold_3_1732396_1732493_+	scaffold_3	1732396	1732493	+	JGI_V11_220840	"GO:0004197,GO:0006508,GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0015934,GO:0030528"	KOG3184	KOG3184	FBgn0005593	P32100
scaffold_3_1732611_1732628_+	scaffold_3	1732611	1732628	+	JGI_V11_220840	"GO:0004197,GO:0006508,GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0015934,GO:0030528"	KOG3184	KOG3184	FBgn0005593	P32100
scaffold_47_575965_575982_+	scaffold_47	575965	575982	+	JGI_V11_226094	"GO:0004197,GO:0006508"	0	0	0	0
scaffold_12_889668_889692_+	scaffold_12	889668	889692	+	JGI_V11_314726	"GO:0004197,GO:0004221,GO:0006511,GO:0004527,GO:0005622"	KOG1275	KOG1275	FBgn0033352	A1Z7K9
scaffold_2_2960562_2960627_-	scaffold_2	2960562	2960627	-	JGI_V11_303219	"GO:0004197,GO:0004221,GO:0006511"	KOG1870	KOG1870	FBgn0050421	Q8MRY2
scaffold_4_583934_584009_-	scaffold_4	583934	584009	-	JGI_V11_305599	"GO:0004197,GO:0004221,GO:0006511"	KOG1867	KOG1867	FBgn0013717	Q9VVR1
scaffold_6_1030794_1030813_+	scaffold_6	1030794	1030813	+	JGI_V11_307077	"GO:0004197,GO:0004221,GO:0006511"	KOG1867	KOG1867	FBgn0029819	Q9W462
scaffold_79_439654_439689_+	scaffold_79	439654	439689	+	JGI_V11_254730	"GO:0004197,GO:0004221,GO:0006511"	KOG1864	KOG1864	FBgn0033738	Q7JQI1
scaffold_8_2010780_2010797_+	scaffold_8	2010780	2010797	+	JGI_V11_308438	"GO:0004197,GO:0004221,GO:0006511"	KOG1864	KOG1864	FBgn0039025	Q8IMZ7
scaffold_80_137097_137104_-	scaffold_80	137097	137104	-	JGI_V11_227643	"GO:0004194,GO:0006508,GO:0004190"	KOG1339	KOG1339	FBgn0029093	Q7K485
scaffold_8_1677629_1677764_+	scaffold_8	1677629	1677764	+	JGI_V11_127463	"GO:0004185,GO:0006508,GO:0004812,GO:0005524,GO:0006418,GO:0004829,GO:0006435,GO:0006412"	KOG1637	KOG1637	FBgn0027081	Q8IGC5
scaffold_8_932450_932454_+	scaffold_8	932450	932454	+	JGI_V11_308463	"GO:0004182,GO:0006508,GO:0008152,GO:0016758"	KOG1192	KOG1192	FBgn0026314	Q9VGT0
scaffold_11_2187334_2187349_-	scaffold_11	2187334	2187349	-	JGI_V11_194294	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0031929	Q8T0Q1
scaffold_15_247223_247279_+	scaffold_15	247223	247279	+	JGI_V11_195011	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0035781	Q961J8
scaffold_15_247458_247494_+	scaffold_15	247458	247494	+	JGI_V11_195011	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0035781	Q961J8
scaffold_15_247769_247792_+	scaffold_15	247769	247792	+	JGI_V11_195011	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0035781	Q961J8
scaffold_15_248184_248196_+	scaffold_15	248184	248196	+	JGI_V11_195011	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0035781	Q961J8
scaffold_15_255377_255418_+	scaffold_15	255377	255418	+	JGI_V11_223347	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0031929	Q8T0Q1
scaffold_24_395983_396036_+	scaffold_24	395983	396036	+	JGI_V11_224487	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0031929	Q8T0Q1
scaffold_24_399481_399567_+	scaffold_24	399481	399567	+	JGI_V11_303899	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0031929	Q8T0Q1
scaffold_24_400100_400154_+	scaffold_24	400100	400154	+	JGI_V11_303899	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0031929	Q8T0Q1
scaffold_52_665513_665529_+	scaffold_52	665513	665529	+	JGI_V11_199303	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0029807	Q9W475
scaffold_7_96709_96717_-	scaffold_7	96709	96717	-	JGI_V11_312745	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0029807	Q9W475
scaffold_7_102163_102184_-	scaffold_7	102163	102184	-	JGI_V11_307810	"GO:0004182,GO:0006508,GO:0004180"	KOG2650	KOG2650	FBgn0029807	Q9W475
scaffold_23_855857_855894_-	scaffold_23	855857	855894	-	JGI_V11_303691	"GO:0004182,GO:0006508,GO:0003723,GO:0004525,GO:0006396,GO:0003725,GO:0005622"	KOG3769	KOG3769	FBgn0037330	Q7K141
scaffold_114_26681_26938_-	scaffold_114	26681	26938	-	JGI_V11_300924	"GO:0004182,GO:0006508"	KOG2649	KOG2649	0	0
scaffold_15_244455_244478_+	scaffold_15	244455	244478	+	JGI_V11_315693	"GO:0004182,GO:0006508"	KOG2650	KOG2650	FBgn0035781	Q961J8
scaffold_54_815202_815255_+	scaffold_54	815202	815255	+	JGI_V11_250728	"GO:0004182,GO:0006508"	KOG2649	KOG2649	FBgn0004648	P42787
scaffold_10_1003184_1003275_+	scaffold_10	1003184	1003275	+	JGI_V11_300392	"GO:0004179,GO:0006508,GO:0008237,GO:0008270"	KOG1046	KOG1046	FBgn0261243	Q8IRH0
scaffold_19_710683_710697_+	scaffold_19	710683	710697	+	JGI_V11_302859	"GO:0004179,GO:0006508,GO:0008237,GO:0008270"	KOG1046	KOG1046	FBgn0040282	Q0KI00
scaffold_20_1405200_1405214_-	scaffold_20	1405200	1405214	-	JGI_V11_196131	"GO:0004179,GO:0006508,GO:0008237,GO:0008270"	KOG1046	KOG1046	FBgn0039640	Q7KRW4
