chr start end strand gene gene_start gene_end gene_strand expression promoter
6862 scaffold_36 983973 984245 - JGI_V11_320706 982840 985311 - 606.606426139362 scaffold_15_667422_668464_+
6863 scaffold_36 984415 984461 - JGI_V11_320706 982840 985311 - 162.504778280876 scaffold_15_667805_669944_-
6864 scaffold_36 984881 984968 - JGI_V11_320706 982840 985311 - 1053.17369720477 scaffold_15_670425_675089_+
6865 scaffold_36 1005369 1005376 - JGI_V11_305263 1003245 1005773 - 272.640090017757 scaffold_15_674282_676600_-
6866 scaffold_36 1012625 1012633 - JGI_V11_105503 1012240 1014016 - 413.677746102212 scaffold_15_677292_679278_+
6875 scaffold_37 325777 325981 + JGI_V11_92887 325202 346786 + 278.561864033523 scaffold_15_776314_777418_-
6876 scaffold_37 341520 341527 + JGI_V11_92887 325202 346786 + 65.0839465736531 scaffold_15_776633_779738_-
6877 scaffold_37 484574 484609 + JGI_V11_231104 484178 485950 + 1711.34577407321 scaffold_15_780959_782496_+
6879 scaffold_37 486393 486441 + JGI_V11_53771 486109 488179 + 510.568111506698 scaffold_15_783369_792973_+
6880 scaffold_37 493306 493323 + JGI_V11_105611 493021 496138 + 36.5454430382378 scaffold_15_792813_794015_-
6881 scaffold_37 500908 500923 + JGI_V11_105613 500563 502067 + 2805.33900149468 scaffold_15_797892_800550_+
6882 scaffold_37 501279 501316 + JGI_V11_105613 500563 502067 + 686.950139116047 scaffold_15_799883_804970_-
6885 scaffold_37 793227 793258 + JGI_V11_246873 792677 794175 + 30.839759783782 scaffold_15_811592_813186_+
6886 scaffold_37 793412 793472 + JGI_V11_246873 792677 794175 + 124.099384984782 scaffold_15_812570_814861_-
6887 scaffold_37 829001 829010 + JGI_V11_225529 828480 831908 + 194.419673072861 scaffold_15_814801_816210_-
6888 scaffold_37 831757 831761 + JGI_V11_225529 828480 831908 + 114.409635363671 scaffold_15_817139_819789_+
6888.1 scaffold_37 831757 831761 + JGI_V11_320906 831665 835112 + 114.409635363671 scaffold_15_817139_819789_+
6890 scaffold_37 1000674 1000823 + JGI_V11_246911 999698 1001866 + 2079.1102931901 scaffold_15_820160_821781_-
6891 scaffold_37 1000972 1000980 + JGI_V11_246911 999698 1001866 + 23.8357116070321 scaffold_15_821175_823056_+
6892 scaffold_37 1001371 1001408 + JGI_V11_246911 999698 1001866 + 97.3563052323388 scaffold_15_822682_824194_+
6896 scaffold_37 827509 827547 - JGI_V11_305287 825178 827902 - 108.914093228347 scaffold_15_843771_846303_-
6897 scaffold_37 838170 838202 - JGI_V11_320907 834735 838440 - 5.71581439345136 scaffold_15_845661_849191_+
6898 scaffold_37 867382 867389 - JGI_V11_305289 866481 871320 - 173.205307090382 scaffold_15_848460_852865_-
6900 scaffold_37 893204 893218 - JGI_V11_53743 874230 903622 - 555.338963362101 scaffold_15_855871_858722_+
6901 scaffold_37 917294 917295 - JGI_V11_105663 902035 922171 - 136.789036930808 scaffold_15_858534_861718_+
6902 scaffold_37 921974 921978 - JGI_V11_105663 902035 922171 - 5.61893601870799 scaffold_15_861505_863641_+
6903 scaffold_37 964353 964358 - JGI_V11_320914 956274 969684 - 477.756498878684 scaffold_15_865715_866788_-
6904 scaffold_37 972507 972522 - JGI_V11_305290 970552 989889 - 50.0806096159784 scaffold_15_870529_873397_-
6908 scaffold_37 1045390 1045444 - JGI_V11_246917 1043663 1045548 - 180.918250278946 scaffold_15_956098_959317_-
6910 scaffold_374 35592 35600 + JGI_V11_305296 35202 36945 + 520.579448752638 scaffold_15_966452_967997_+
6912 scaffold_38 120672 120688 + JGI_V11_198149 120304 124677 + 63.4063558707615 scaffold_15_981534_983336_+
6914 scaffold_38 282141 282183 + JGI_V11_299632 281753 285756 + 15467.4003899938 scaffold_15_997841_1000250_+
6915 scaffold_38 282685 282690 + JGI_V11_299632 281753 285756 + 67.1518963971401 scaffold_15_1000951_1003146_-
6916 scaffold_38 283197 283198 + JGI_V11_299632 281753 285756 + 6.00021750788466 scaffold_15_1002395_1004595_+
6917 scaffold_38 283460 283576 + JGI_V11_299632 281753 285756 + 132.349927751882 scaffold_15_1009468_1010559_-
6918 scaffold_38 283965 283993 + JGI_V11_299632 281753 285756 + 88.1820854444883 scaffold_15_1010482_1013302_-
6919 scaffold_38 284410 284438 + JGI_V11_299632 281753 285756 + 35.5388536295148 scaffold_15_1016053_1017440_+
6922 scaffold_38 377208 377272 + JGI_V11_198166 376843 379043 + 823.373926222697 scaffold_15_1045602_1049687_+
6923 scaffold_38 398041 398182 + JGI_V11_105731 397725 400528 + 230.332712214783 scaffold_15_1064286_1076403_+
6926 scaffold_38 600725 600807 + JGI_V11_305324 600685 604133 + 203.561553084354 scaffold_15_1083693_1085233_+
6927 scaffold_38 684476 684545 + JGI_V11_225552 684144 687592 + 88.8236425412043 scaffold_15_1094607_1096798_+
6928 scaffold_38 865982 866054 + JGI_V11_305305 865593 867333 + 9369.37801754297 scaffold_15_1097915_1099846_+
6929 scaffold_38 868260 868330 + JGI_V11_105793 868292 870491 + 303.925150976123 scaffold_15_1103835_1105381_-
6931 scaffold_38 917862 917864 + JGI_V11_247145 917275 919245 + 5.28786649459068 scaffold_15_1107070_1126644_-
6934 scaffold_38 947257 947285 + JGI_V11_9567 946936 947886 + 71.0825707254755 scaffold_15_1134966_1138879_+
6935 scaffold_38 14767 14806 - JGI_V11_320926 14018 15048 - 158.141457485166 scaffold_15_1138346_1141460_+
6935.1 scaffold_38 14767 14806 - JGI_V11_320927 14473 15554 - 158.141457485166 scaffold_15_1138346_1141460_+
6936 scaffold_38 281072 281091 - JGI_V11_231106 279471 281639 - 38.0324106994753 scaffold_15_1142677_1145677_+
6938 scaffold_38 324048 324058 - JGI_V11_305297 323117 324975 - 28.2523875533717 scaffold_15_1146682_1149358_+
6939 scaffold_38 324505 324575 - JGI_V11_305297 323117 324975 - 506.703549256045 scaffold_15_1154852_1156961_-
6940 scaffold_38 389926 389929 - JGI_V11_105730 387205 390757 - 77.4996898006528 scaffold_15_1157450_1161419_+
6948 scaffold_38 590104 590145 - JGI_V11_305300 587685 590517 - 344.61604176457 scaffold_15_1189467_1193220_-
6949 scaffold_38 597345 597357 - JGI_V11_305323 594059 597754 - 206.688047782607 scaffold_15_1194302_1195600_+
6950 scaffold_38 597527 597534 - JGI_V11_305323 594059 597754 - 131.795513378081 scaffold_15_1194879_1197798_-
6951 scaffold_38 700205 700311 - JGI_V11_305325 697512 700711 - 486.069732210351 scaffold_15_1200679_1202417_+
6952 scaffold_38 798386 798390 - JGI_V11_213242 797028 799631 - 62.5356963912468 scaffold_15_1201643_1202638_-
6953 scaffold_38 799126 799250 - JGI_V11_213242 797028 799631 - 612.690043763769 scaffold_15_1206970_1211453_-
6954 scaffold_38 805602 805618 - JGI_V11_305328 803297 806022 - 10.9102390383512 scaffold_15_1223043_1224074_+
6955 scaffold_38 871803 871872 - JGI_V11_305307 869734 872238 - 104.33155749351 scaffold_15_1223308_1225799_-
6956 scaffold_38 872028 872029 - JGI_V11_305307 869734 872238 - 6.05818278749106 scaffold_15_1235982_1237519_-
6957 scaffold_38 879142 879215 - JGI_V11_198197 876101 879589 - 1070.6142669612 scaffold_15_1243182_1249697_-
6959 scaffold_38 921200 921212 - JGI_V11_305330 919920 922684 - 11.0519435826374 scaffold_15_1276875_1278101_+
6960 scaffold_38 921654 921661 - JGI_V11_305330 919920 922684 - 86.8133476665683 scaffold_15_1278911_1282043_-
6961 scaffold_38 922215 922307 - JGI_V11_305330 919920 922684 - 1485.90657733284 scaffold_15_1281792_1283038_+
6962 scaffold_38 1024885 1024930 - JGI_V11_231118 1022766 1025289 - 429.159210352024 scaffold_15_1282228_1284690_-
6963 scaffold_382 24760 24766 + JGI_V11_5682 24193 29198 + 5.34238271558656 scaffold_15_1287008_1288211_+
6965 scaffold_39 37398 37404 + JGI_V11_305376 37176 40028 + 75.5084253079241 scaffold_15_1290378_1298942_-
6966 scaffold_39 52023 52098 + JGI_V11_247184 42973 55571 + 559.479436770343 scaffold_15_1301813_1305028_-
6969 scaffold_39 152568 152594 + JGI_V11_213265 152190 155439 + 103.990399995163 scaffold_15_1323289_1325884_-
6970 scaffold_39 155177 155180 + JGI_V11_213265 152190 155439 + 12.1998811886224 scaffold_15_1325768_1331125_+
6974 scaffold_39 173821 173832 + JGI_V11_305381 173532 175930 + 29.2246610054035 scaffold_15_1348774_1350688_-
6975 scaffold_39 220367 220406 + JGI_V11_225597 219970 222752 + 450.133004217938 scaffold_15_1351689_1355201_-
6976 scaffold_39 318500 318510 + JGI_V11_247233 298711 319397 + 291.988660070475 scaffold_15_1354688_1356854_+
6977 scaffold_39 321304 321353 + JGI_V11_321131 318963 321377 + 117.117377950341 scaffold_15_1357648_1361255_+
6977.1 scaffold_39 321304 321353 + JGI_V11_321132 321030 326132 + 117.117377950341 scaffold_15_1357648_1361255_+
6978 scaffold_39 326014 326027 + JGI_V11_321132 321030 326132 + 157.008176986416 scaffold_15_1363637_1365823_-
6978.1 scaffold_39 326014 326027 + JGI_V11_54066 325808 327488 + 157.008176986416 scaffold_15_1363637_1365823_-
6979 scaffold_39 327660 327839 + JGI_V11_225600 327296 330393 + 367.145268121885 scaffold_15_1365120_1369230_+
6980 scaffold_39 416444 416454 + JGI_V11_305346 415747 418865 + 166.761092286195 scaffold_15_1371995_1373089_-
6981 scaffold_39 416569 416573 + JGI_V11_305346 415747 418865 + 39.0249806447156 scaffold_15_1372421_1375642_-
6982 scaffold_39 418748 418808 + JGI_V11_305346 415747 418865 + 396.731911251071 scaffold_15_1376399_1378485_-
6982.1 scaffold_39 418748 418808 + JGI_V11_305386 418377 421773 + 396.731911251071 scaffold_15_1376399_1378485_-
6983 scaffold_39 425211 425216 + JGI_V11_53938 425169 428650 + 143.197995802414 scaffold_15_1378174_1384014_-
6985 scaffold_39 444768 444772 + JGI_V11_54003 444576 448050 + 49.1619373811702 scaffold_15_1390694_1391920_-
6986 scaffold_39 449840 449899 + JGI_V11_305388 449424 451957 + 46.3239421287646 scaffold_15_1399607_1401308_+
6987 scaffold_39 458441 458443 + JGI_V11_105878 458084 460578 + 85.1105707702235 scaffold_15_1401238_1403194_-
6988 scaffold_39 461538 461542 + JGI_V11_305389 461428 463851 + 115.08273666029 scaffold_15_1404315_1406084_+
6989 scaffold_39 461886 461889 + JGI_V11_305389 461428 463851 + 19.1112913789461 scaffold_15_1405390_1415191_-
6990 scaffold_39 464333 464402 + JGI_V11_128731 464248 466299 + 545.08736127682 scaffold_15_1416104_1417559_-
6991 scaffold_39 466236 466267 + JGI_V11_128731 464248 466299 + 67.2063416212557 scaffold_15_1420938_1422395_+
6992 scaffold_39 471784 471841 + JGI_V11_305350 471388 474301 + 500.816592074643 scaffold_15_1422585_1428450_-
6997 scaffold_39 577582 577585 + JGI_V11_305353 577182 578530 + 303.067456354318 scaffold_15_1444918_1447444_+
6999 scaffold_39 606745 606785 + JGI_V11_198258 603547 606841 + 6065.15004341829 scaffold_15_1448282_1450493_-
6999.1 scaffold_39 606745 606785 + JGI_V11_231122 606350 609971 + 6065.15004341829 scaffold_15_1448282_1450493_-
7000 scaffold_39 608182 608215 + JGI_V11_231122 606350 609971 + 29.5163973025471 scaffold_15_1450113_1451641_-
7001 scaffold_39 609127 609157 + JGI_V11_231122 606350 609971 + 138.581276328815 scaffold_15_1451807_1453219_-
7003 scaffold_39 643164 643167 + JGI_V11_53968 642964 645352 + 10.814177834025 scaffold_15_1454612_1456505_-
7005 scaffold_39 691199 691203 + JGI_V11_247323 691146 694492 + 14.4969863729309 scaffold_15_1458010_1459519_-
7006 scaffold_39 691376 691378 + JGI_V11_247323 691146 694492 + 6.38515456671363 scaffold_15_1459418_1460641_-
7007 scaffold_39 799752 799756 + JGI_V11_321197 799353 802576 + 234.555800375984 scaffold_15_1460465_1462153_-
7008 scaffold_39 830695 830716 + JGI_V11_321198 814505 831305 + 56.6192348588827 scaffold_15_1462022_1464500_-
7009 scaffold_39 834164 834196 + JGI_V11_305404 832573 843545 + 507.183254442791 scaffold_15_1464733_1467509_+
7010 scaffold_39 871153 871272 + JGI_V11_198276 870771 873165 + 462.754532247747 scaffold_15_1467855_1469796_+
7011 scaffold_39 871398 871527 + JGI_V11_198276 870771 873165 + 116.50589553625 scaffold_15_1468956_1470989_+
7012 scaffold_39 877078 877119 + JGI_V11_321206 876684 878457 + 110.935104075829 scaffold_15_1470427_1471635_-
7013 scaffold_39 952171 952179 + JGI_V11_321219 925850 955831 + 70.6417530065758 scaffold_15_1471412_1473185_+
7014 scaffold_39 963429 963439 + JGI_V11_305363 963033 964486 + 206.161750212896 scaffold_15_1472374_1473893_-
7015 scaffold_39 976039 976045 + JGI_V11_213335 975640 980597 + 108.270118252036 scaffold_15_1474713_1479201_+
7021 scaffold_39 82833 82834 - JGI_V11_321103 82166 83536 - 10.1756623773536 scaffold_15_1500111_1502316_-
7022 scaffold_39 133075 133086 - JGI_V11_321105 128417 145683 - 84.0889897204965 scaffold_15_1508190_1512425_-
7023 scaffold_39 147177 147183 - JGI_V11_225583 144987 149452 - 446.386746852698 scaffold_15_1512316_1513323_-
7024 scaffold_39 183226 183266 - JGI_V11_305383 182148 183938 - 27.4221058788556 scaffold_15_1528617_1530732_-
7025 scaffold_39 183495 183496 - JGI_V11_305383 182148 183938 - 6.76826384071645 scaffold_15_1542772_1544046_-
7027 scaffold_39 188337 188354 - JGI_V11_105843 187143 188799 - 15.1582583298487 scaffold_15_1564063_1574033_-
7028 scaffold_39 188629 188640 - JGI_V11_105843 187143 188799 - 441.474714627842 scaffold_15_1573575_1575398_+
7029 scaffold_39 190999 191002 - JGI_V11_247210 189085 191062 - 48.0646037152519 scaffold_15_1574627_1577062_-
7030 scaffold_39 192119 192148 - JGI_V11_321119 191099 192465 - 667.353748755286 scaffold_15_1576967_1581963_-
7030.1 scaffold_39 192119 192148 - JGI_V11_321120 191981 193535 - 667.353748755286 scaffold_15_1576967_1581963_-
7031 scaffold_39 195943 196016 - JGI_V11_321122 194707 196357 - 2856.42468027615 scaffold_15_1581658_1584553_+
7032 scaffold_39 198867 198869 - JGI_V11_247215 197740 199197 - 911.391880996721 scaffold_15_1586884_1589060_+
7033 scaffold_39 202225 202231 - JGI_V11_225595 201002 202635 - 349.047021981511 scaffold_15_1597182_1599101_-
7033.1 scaffold_39 202225 202231 - JGI_V11_225596 202196 204033 - 349.047021981511 scaffold_15_1597182_1599101_-
7034 scaffold_39 203606 203634 - JGI_V11_225596 202196 204033 - 1526.21910121504 scaffold_15_1602654_1604459_+
7035 scaffold_39 350361 350366 - JGI_V11_105863 347601 350595 - 51.2676265755042 scaffold_15_1611027_1612946_+
7038 scaffold_39 411638 411666 - JGI_V11_305344 409580 412046 - 232.731821528679 scaffold_15_1673520_1676747_-
7038.1 scaffold_39 411638 411666 - JGI_V11_53942 411368 412608 - 232.731821528679 scaffold_15_1673520_1676747_-
7039 scaffold_39 449189 449234 - JGI_V11_225607 447484 449636 - 908.45703833163 scaffold_15_1681381_1685342_-
7041 scaffold_39 566551 566605 - JGI_V11_225615 563124 566976 - 1156.05021286635 scaffold_15_1689714_1691454_-
7042 scaffold_39 576205 576229 - JGI_V11_321168 573348 576536 - 98.4957277643974 scaffold_15_1691640_1695270_+
7045 scaffold_39 687450 687454 - JGI_V11_53901 682578 687728 - 120.601255005789 scaffold_15_1700858_1702953_+
7048 scaffold_39 868810 868837 - JGI_V11_305406 865702 869286 - 5.9235565033246 scaffold_15_1708936_1714256_-
7049 scaffold_39 868934 868970 - JGI_V11_305406 865702 869286 - 1104.74399114747 scaffold_15_1719521_1724809_-
7051 scaffold_39 876977 877019 - JGI_V11_305359 876055 877435 - 110.382416018475 scaffold_150_-321_1943_+
7052 scaffold_39 902854 902855 - JGI_V11_198277 892633 903436 - 42.4620295205459 scaffold_150_4958_6462_+
7055 scaffold_39 959567 959584 - JGI_V11_305361 958418 959990 - 122.083655776125 scaffold_150_14223_15787_-
7055.1 scaffold_39 959567 959584 - JGI_V11_305362 959534 961095 - 122.083655776125 scaffold_150_14223_15787_-
7056 scaffold_39 960372 960380 - JGI_V11_305362 959534 961095 - 6.42880447273357 scaffold_150_31303_32754_-
7057 scaffold_39 960710 960713 - JGI_V11_305362 959534 961095 - 118.173990973364 scaffold_150_56535_58082_-
7058 scaffold_39 965787 965823 - JGI_V11_321223 963906 965879 - 41.5390346582875 scaffold_150_58226_63101_+
7058.1 scaffold_39 965787 965823 - JGI_V11_321224 965564 967504 - 41.5390346582875 scaffold_150_58226_63101_+
7059 scaffold_39 968615 968629 - JGI_V11_321225 966912 968775 - 120.736124554196 scaffold_150_62323_66600_-
7059.1 scaffold_39 968615 968629 - JGI_V11_305365 968558 970505 - 120.736124554196 scaffold_150_62323_66600_-
7060 scaffold_39 970099 970108 - JGI_V11_305365 968558 970505 - 477.643932372856 scaffold_150_73391_77974_-
7061 scaffold_39 973468 973561 - JGI_V11_225638 972124 973941 - 1694.03624782792 scaffold_150_93966_95513_-
7062 scaffold_39 992790 992848 - JGI_V11_305368 991188 993245 - 1038.0675392459 scaffold_150_167095_174032_+
7063 scaffold_39 996075 996087 - JGI_V11_305369 993980 996475 - 99.9426557358452 scaffold_150_179719_182814_+
7066 scaffold_396 7219 7255 - JGI_V11_118645 4553 7272 - 68.8850714470813 scaffold_150_245051_246364_+
7067 scaffold_4 44007 44019 + JGI_V11_234292 42319 45324 + 20.9153265440466 scaffold_150_268949_270687_+
7070 scaffold_4 125426 125436 + JGI_V11_305421 125032 126609 + 101.34895649949 scaffold_1501_6734_8842_+
7072 scaffold_4 221531 221593 + JGI_V11_230293 221142 224192 + 1089.97233061824 scaffold_15011_-148_1387_+
7073 scaffold_4 226588 226634 + JGI_V11_95911 226388 228283 + 161.011751668511 scaffold_15014_-253_1165_-
7074 scaffold_4 226746 226747 + JGI_V11_95911 226388 228283 + 5.23582674470518 scaffold_1502_2352_3429_-
7076 scaffold_4 281630 281644 + JGI_V11_311262 279587 284678 + 5.1081236533709 scaffold_1503_8580_9566_-
7077 scaffold_4 336621 336705 + JGI_V11_305429 336280 339274 + 496.469073225661 scaffold_15032_-307_863_-
7078 scaffold_4 347393 347478 + JGI_V11_311281 344597 347633 + 272.305270686959 scaffold_1504_1368_6049_-
7078.1 scaffold_4 347393 347478 + JGI_V11_41856 347310 348930 + 272.305270686959 scaffold_1504_1368_6049_-
7079 scaffold_4 353303 353412 + JGI_V11_305433 352905 354444 + 1238.2932958345 scaffold_1504_5415_6434_-
7080 scaffold_4 382850 382918 + JGI_V11_311295 382490 386561 + 329.529393763051 scaffold_1504_6887_9142_+
7081 scaffold_4 437696 437720 + JGI_V11_305588 436679 439160 + 440.280234660043 scaffold_15044_-219_1274_+
7083 scaffold_4 510173 510198 + JGI_V11_305439 509772 512008 + 225.75690142147 scaffold_15062_-261_1070_+
7084 scaffold_4 517755 517817 + JGI_V11_221129 514471 517791 + 362.56252044085 scaffold_15067_103_1353_-
7084.1 scaffold_4 517755 517817 + JGI_V11_187221 517384 521369 + 362.56252044085 scaffold_15067_103_1353_-
7085 scaffold_4 523983 524106 + JGI_V11_311321 523656 528119 + 147.008618484987 scaffold_15068_-374_1199_-
7086 scaffold_4 565615 565621 + JGI_V11_305598 565181 566713 + 125.86777931537 scaffold_1507_2398_3710_+
7087 scaffold_4 565821 565824 + JGI_V11_305598 565181 566713 + 21.4260585887639 scaffold_1507_3068_4478_+
7088 scaffold_4 576301 576309 + JGI_V11_95987 576139 577425 + 260.245887002436 scaffold_1507_6146_8148_-
7093 scaffold_4 712756 712761 + JGI_V11_311351 712705 721442 + 104.534406595183 scaffold_151_35511_37183_+
7094 scaffold_4 771807 771910 + JGI_V11_305607 771831 775642 + 338.810855688524 scaffold_151_36851_39296_+
7095 scaffold_4 780540 780541 + JGI_V11_221144 780141 782443 + 12.0937211934776 scaffold_151_45806_47919_+
7097 scaffold_4 783491 783508 + JGI_V11_96017 783198 785005 + 226.685102659496 scaffold_151_49878_51527_+
7101 scaffold_4 878638 878656 + JGI_V11_41889 878511 881111 + 248.524359045212 scaffold_151_76170_77263_+
7103 scaffold_4 899894 899907 + JGI_V11_234483 897865 900226 + 668.409152135139 scaffold_151_76713_77873_+
7104 scaffold_4 901858 901867 + JGI_V11_311375 901656 909499 + 11.0088695649982 scaffold_151_79415_81821_-
7106 scaffold_4 912120 912121 + JGI_V11_234485 911275 913480 + 8.17299784539344 scaffold_151_112905_114442_-
7107 scaffold_4 968060 968064 + JGI_V11_191625 964610 968172 + 15.3133579254576 scaffold_151_115656_117475_-
7108 scaffold_4 969377 969381 + JGI_V11_206765 969088 975298 + 17.7478241074098 scaffold_151_121381_123104_-
7109 scaffold_4 997007 997026 + JGI_V11_191633 996937 999941 + 101.971825747116 scaffold_151_123009_123971_-
7110 scaffold_4 1051777 1051852 + JGI_V11_305622 1051603 1054232 + 146.995096769348 scaffold_151_130672_131910_-
7111 scaffold_4 1054217 1054222 + JGI_V11_305622 1051603 1054232 + 145.518667439009 scaffold_151_133755_135716_-
7114 scaffold_4 1119403 1119554 + JGI_V11_305626 1119504 1126858 + 403.272450526542 scaffold_151_150953_153792_-
7115 scaffold_4 1128010 1128017 + JGI_V11_305466 1127935 1130446 + 55.9949892288718 scaffold_151_154669_156318_-
7117 scaffold_4 1140011 1140021 + JGI_V11_311417 1139869 1144299 + 115.200540786235 scaffold_151_188323_189735_-
7118 scaffold_4 1145978 1146127 + JGI_V11_234539 1145984 1153337 + 435.096661003706 scaffold_151_188931_189923_-
7119 scaffold_4 1152416 1152421 + JGI_V11_234539 1145984 1153337 + 175.626485423962 scaffold_151_197364_198797_-
7120 scaffold_4 1194800 1194802 + JGI_V11_234550 1194483 1196238 + 6.65902741001109 scaffold_151_201023_204104_-
7121 scaffold_4 1201082 1201111 + JGI_V11_305471 1200709 1202280 + 309.667040791829 scaffold_151_203571_204533_-
7122 scaffold_4 1210100 1210150 + JGI_V11_305475 1209711 1211914 + 105.622856857437 scaffold_151_204974_207368_-
7123 scaffold_4 1238133 1238167 + JGI_V11_311442 1238040 1240058 + 69.5379261599521 scaffold_151_214747_216623_-
7124 scaffold_4 1238413 1238418 + JGI_V11_311442 1238040 1240058 + 112.532174660357 scaffold_151_216325_217480_+
7125 scaffold_4 1240067 1240166 + JGI_V11_305476 1239700 1241873 + 788.016052129533 scaffold_151_216763_218199_+
7126 scaffold_4 1275201 1275206 + JGI_V11_311447 1274869 1276503 + 810.134632112691 scaffold_151_230716_232220_+
7127 scaffold_4 1275378 1275538 + JGI_V11_311447 1274869 1276503 + 140.221031241644 scaffold_151_232189_233526_+
7129 scaffold_4 1282183 1282229 + JGI_V11_305637 1281790 1284898 + 70.072674266489 scaffold_151_250205_252022_-
7131 scaffold_4 1294916 1294997 + JGI_V11_305638 1294648 1298869 + 5801.06595633566 scaffold_151_256796_257947_-
7132 scaffold_4 1295406 1295469 + JGI_V11_305638 1294648 1298869 + 331.982058022994 scaffold_151_258177_260547_+
7133 scaffold_4 1295601 1295605 + JGI_V11_305638 1294648 1298869 + 24.3460032203293 scaffold_151_260746_262967_+
7134 scaffold_4 1295738 1295772 + JGI_V11_305638 1294648 1298869 + 102.117330028882 scaffold_151_270042_274088_-
7135 scaffold_4 1295908 1295987 + JGI_V11_305638 1294648 1298869 + 1170.0339165519 scaffold_151_286411_293730_+
7136 scaffold_4 1296223 1296307 + JGI_V11_305638 1294648 1298869 + 258.74967137906 scaffold_151_293357_294730_-
7137 scaffold_4 1296692 1296693 + JGI_V11_305638 1294648 1298869 + 6.85739143758247 scaffold_151_295001_297013_-
7138 scaffold_4 1297008 1297029 + JGI_V11_305638 1294648 1298869 + 314.342531040278 scaffold_1510_184_2694_+
7139 scaffold_4 1297480 1297487 + JGI_V11_305638 1294648 1298869 + 13.5475084776127 scaffold_1510_4189_8857_-
7142 scaffold_4 1310017 1310043 + JGI_V11_305486 1309791 1311576 + 17.3193535842869 scaffold_1512_59_1519_-
7143 scaffold_4 1310188 1310202 + JGI_V11_305486 1309791 1311576 + 132.554797249088 scaffold_15122_-342_1383_+
7145 scaffold_4 1358799 1358880 + JGI_V11_305640 1358701 1363708 + 194.966597657307 scaffold_15125_239_1228_+
7146 scaffold_4 1364717 1364766 + JGI_V11_290511 1364653 1366272 + 1728.19736547339 scaffold_15137_-360_1401_+
7147 scaffold_4 1371764 1371887 + JGI_V11_305642 1371605 1374665 + 4013.33074098445 scaffold_1514_2360_4385_+
7148 scaffold_4 1372211 1372224 + JGI_V11_305642 1371605 1374665 + 23.8555220244804 scaffold_15145_55_1062_-
7149 scaffold_4 1373247 1373250 + JGI_V11_305642 1371605 1374665 + 59.9360508044594 scaffold_15147_-317_1392_-
7150 scaffold_4 1415141 1415201 + JGI_V11_127024 1414844 1418069 + 1583.87301922432 scaffold_1515_5779_8460_+
7151 scaffold_4 1416008 1416016 + JGI_V11_127024 1414844 1418069 + 23.7525253415936 scaffold_15151_33_1365_+
7152 scaffold_4 1426402 1426496 + JGI_V11_234612 1426008 1428074 + 337.9190519879 scaffold_15155_-262_928_+
7153 scaffold_4 1450446 1450511 + JGI_V11_305492 1450105 1452495 + 260.150440814835 scaffold_15166_-365_1405_-
7156 scaffold_4 1580647 1580686 + JGI_V11_305494 1580247 1582353 + 217.489094146557 scaffold_1518_2522_3572_-
7157 scaffold_4 1628394 1628487 + JGI_V11_305495 1628007 1630101 + 1764.28542769649 scaffold_1518_2768_3922_-
7158 scaffold_4 1628821 1628894 + JGI_V11_305495 1628007 1630101 + 41.1934775151081 scaffold_15185_-174_1152_-
7159 scaffold_4 1629228 1629235 + JGI_V11_305495 1628007 1630101 + 34.0706627445647 scaffold_15188_-211_1201_-
7160 scaffold_4 1630274 1630307 + JGI_V11_305647 1630048 1634301 + 160.449998102217 scaffold_1519_7524_9585_-
7161 scaffold_4 1633951 1634021 + JGI_V11_305647 1630048 1634301 + 464.152536260643 scaffold_15191_-297_1334_-
7162 scaffold_4 1643747 1643748 + JGI_V11_305650 1643053 1645866 + 95.2173759782917 scaffold_15196_-372_884_-
7163 scaffold_4 1644824 1644840 + JGI_V11_305650 1643053 1645866 + 28.1545612032246 scaffold_152_4171_6387_+
7164 scaffold_4 1687614 1687615 + JGI_V11_305654 1687212 1690116 + 5.11579879832579 scaffold_152_14304_15695_+
7165 scaffold_4 1710775 1710788 + JGI_V11_305499 1708440 1711020 + 206.586332318404 scaffold_152_15312_18071_-
7165.1 scaffold_4 1710775 1710788 + JGI_V11_221235 1710471 1712750 + 206.586332318404 scaffold_152_15312_18071_-
7166 scaffold_4 1712726 1712737 + JGI_V11_221235 1710471 1712750 + 5.87434220137654 scaffold_152_17883_21381_+
7166.1 scaffold_4 1712726 1712737 + JGI_V11_234680 1712424 1714653 + 5.87434220137654 scaffold_152_17883_21381_+
7167 scaffold_4 1725082 1725086 + JGI_V11_234686 1723701 1730376 + 87.2619798626977 scaffold_152_21747_27784_+
7168 scaffold_4 1734947 1734965 + JGI_V11_96187 1734612 1743514 + 72.776666236996 scaffold_152_28833_30118_-
7169 scaffold_4 1766492 1766577 + JGI_V11_221249 1766088 1767802 + 74.3843512805864 scaffold_152_33105_34367_-
7170 scaffold_4 1772908 1772936 + JGI_V11_311540 1772561 1777322 + 247.150865597522 scaffold_152_37455_38790_-
7171 scaffold_4 1778116 1778145 + JGI_V11_96197 1777762 1780423 + 271.400584340262 scaffold_152_40327_41398_-
7172 scaffold_4 1781622 1781644 + JGI_V11_96198 1779735 1781839 + 103.291189594688 scaffold_152_47107_49933_-
7172.1 scaffold_4 1781622 1781644 + JGI_V11_311543 1781311 1783995 + 103.291189594688 scaffold_152_47107_49933_-
7174 scaffold_4 1792163 1792263 + JGI_V11_305666 1791537 1794854 + 177.397423752078 scaffold_152_60320_65364_+
